link_type,alpha,beta,tf,k,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,id,rhoj,lane,ff_speed,length,inrix_id.1,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix,free_flow_speed,tt_sd_adj,speed_sd_length,speed_reliability,tt_avg_adj,median_inc_length,no_incidents,incident,no_bus_stops,bus_stop,no_intersections,intersection,low_inc,high_inc,reliable_tt,unreliable_tt,reliable_speed,unreliable_speed
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,441671212.000,[],229,180.000,1,30,0.061,441671212.000,0.444,0.389,0.373,0.049,39.768,0.375,0.310,0.179,0.000,0.011,0.000,0.310,0.000,0.343,0.453,0.000,0.000,0.000,0.092,0.663,0.039,0.036,0.866,0.002,0.016,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],232,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.343,0.453,0.000,0.000,0.000,0.122,0.500,0.000,0.000,0.000,0.058,0.016,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.505,1800.000,0,,1800.000,0.505,40,441671216.000,[],2356,200.000,2,40,0.337,441671216.000,0.399,0.389,0.373,0.126,39.768,0.492,0.406,0.179,0.000,0.045,0.002,0.406,0.000,0.343,0.453,0.000,0.250,0.444,0.508,0.663,0.282,0.262,0.866,0.012,0.088,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.499,1800.000,0,,1800.000,0.499,40,441671209.000,[],2359,200.000,2,40,0.333,441671209.000,0.463,0.392,0.370,0.151,39.768,0.302,0.251,0.162,0.773,0.028,0.001,0.251,0.000,0.343,0.453,0.000,0.250,0.222,0.502,0.663,0.172,0.159,0.852,0.010,0.087,1,0,0,1,0,1,0,1,0,1,1,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],235,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],238,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],236,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.595,0.000,0.000,0.000,0.122,0.500,0.000,0.000,0.000,0.058,0.010,1,0,1,0,1,0,1,0,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],246,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,441671184.000,[],244,180.000,1,30,0.061,441671184.000,0.418,0.368,0.354,0.094,39.768,0.380,0.330,0.191,0.258,0.026,0.001,0.330,0.000,0.323,0.355,0.000,0.000,0.111,0.092,0.663,0.041,0.037,0.868,0.002,0.015,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],251,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.074,1800.000,0,,1800.000,0.074,40,441671186.000,[],2422,200.000,2,40,0.050,441671186.000,0.393,0.368,0.354,0.060,39.768,0.555,0.483,0.191,0.258,0.030,0.001,0.483,0.000,0.211,0.595,0.000,0.000,0.000,0.075,0.667,0.049,0.044,0.868,0.002,0.008,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.416,1800.000,0,,1800.000,0.416,40,441671188.000,[],2380,200.000,2,40,0.277,441671188.000,0.419,0.364,0.338,0.071,41.010,0.473,0.432,0.130,0.773,0.029,0.001,0.432,0.000,0.211,0.595,0.000,0.000,0.000,0.405,0.684,0.239,0.207,0.836,0.009,0.044,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.041,1800.000,0,,1800.000,0.041,40,441671183.000,[],2424,200.000,2,40,0.027,441671183.000,0.416,0.364,0.338,0.094,41.010,0.350,0.319,0.130,0.773,0.021,0.000,0.319,0.000,0.211,0.595,0.000,0.000,0.000,0.040,0.675,0.017,0.015,0.836,0.001,0.004,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.048,1800.000,0,,1800.000,0.048,40,441671184.000,[],3304,200.000,2,40,0.032,441671184.000,0.418,0.368,0.354,0.094,39.768,0.380,0.330,0.191,0.258,0.026,0.001,0.330,0.000,0.211,0.595,0.000,0.000,0.000,0.049,0.653,0.022,0.019,0.868,0.001,0.005,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.258,2400.000,1,1956.000,2400.000,0.258,65,1626658657.000,[602350],240,200.000,2,65,0.280,1626658657.000,0.961,0.975,0.979,0.219,72.700,0.184,0.058,0.224,0.773,0.011,0.000,0.058,0.000,0.182,0.556,0.158,0.000,0.111,0.231,1.212,0.018,0.082,0.906,0.004,0.039,0,1,1,0,0,1,1,0,1,0,1,0
LWRLK,0.150,4.000,0.119,2400.000,1,1956.000,2400.000,0.119,65,1626658657.000,[602350],416,200.000,2,65,0.129,1626658657.000,0.961,0.975,0.979,0.219,72.700,0.184,0.058,0.224,0.773,0.011,0.000,0.058,0.000,0.182,0.556,0.211,0.000,0.111,0.106,1.217,0.008,0.038,0.906,0.002,0.018,0,1,1,0,0,1,1,0,1,0,1,0
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],241,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.595,0.000,0.000,0.000,0.122,0.500,0.000,0.000,0.000,0.058,0.010,1,0,1,0,1,0,1,0,1,0,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,441671183.000,[],245,180.000,1,30,0.061,441671183.000,0.416,0.364,0.338,0.094,41.010,0.350,0.319,0.130,0.773,0.021,0.000,0.319,0.000,0.323,0.355,0.000,0.000,0.111,0.089,0.685,0.039,0.034,0.836,0.002,0.015,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.074,1800.000,0,,1800.000,0.074,40,441671185.000,[],3301,200.000,3,40,0.050,441671185.000,0.422,0.364,0.338,0.052,41.010,0.374,0.341,0.130,0.773,0.011,0.000,0.341,0.000,0.211,0.595,0.000,0.000,0.000,0.073,0.685,0.034,0.030,0.836,0.002,0.008,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.041,1800.000,0,,1800.000,0.041,40,441671184.000,[],3302,200.000,3,40,0.027,441671184.000,0.418,0.368,0.354,0.094,39.768,0.380,0.330,0.191,0.258,0.026,0.001,0.330,0.000,0.211,0.595,0.000,0.000,0.000,0.041,0.659,0.018,0.016,0.868,0.001,0.004,1,0,1,0,1,0,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],248,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.114,2400.000,0,,2400.000,0.114,65,,[],243,200.000,3,65,0.124,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,0.444,0.105,0.000,0.333,0.114,1.088,0.000,0.000,0.000,0.054,0.017,0,1,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.110,1800.000,0,,1800.000,0.110,60,1626690057.000,[],876,200.000,1,60,0.110,1626690057.000,0.251,0.269,0.247,0.153,22.991,0.212,0.264,0.086,0.000,0.040,0.001,0.264,0.000,0.179,0.444,0.026,0.000,0.222,0.287,0.383,0.103,0.037,0.830,0.006,0.015,0,1,1,0,0,1,1,0,0,1,1,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],253,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.084,2400.000,1,2373.000,2400.000,0.084,65,1626671082.000,"[601211, 602211]",247,200.000,4,65,0.091,1626671082.000,0.972,0.950,0.957,0.138,73.322,0.160,0.051,0.158,0.515,0.010,0.000,0.051,0.000,0.235,0.392,0.184,0.000,0.556,0.074,1.230,0.005,0.023,0.909,0.001,0.016,0,1,1,0,0,1,0,1,1,0,1,0
LWRLK,0.150,4.000,0.606,2400.000,0,,2400.000,0.606,65,1626621313.000,[],249,200.000,2,65,0.657,1626621313.000,0.336,0.353,0.355,0.530,70.215,0.963,0.836,0.832,1.289,0.312,0.098,0.836,0.000,0.386,0.480,0.105,0.000,0.222,0.561,1.171,0.640,1.000,0.909,0.027,0.193,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.353,2400.000,0,,2400.000,0.353,65,1626686444.000,[],250,200.000,2,65,0.382,1626686444.000,0.978,0.911,0.908,0.281,76.429,0.261,0.089,0.073,0.515,0.019,0.000,0.089,0.000,0.358,0.429,0.000,0.000,0.111,0.300,1.273,0.037,0.158,0.899,0.005,0.104,1,0,1,0,0,1,0,1,0,1,1,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],252,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.323,1800.000,0,,1800.000,0.323,40,449891912.000,[],1222,200.000,3,40,0.215,449891912.000,0.470,0.459,0.352,0.688,39.768,0.557,0.486,0.106,0.515,1.000,1.000,0.486,0.000,0.572,0.556,0.053,0.500,0.222,0.325,0.662,0.216,0.189,0.693,0.006,0.093,0,1,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],255,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.010,1,0,1,0,0,1,1,0,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],264,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],260,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.010,1,0,1,0,0,1,1,0,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],266,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.413,1800.000,0,,1800.000,0.413,30,,[],3339,200.000,1,30,0.207,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.333,0.413,0.501,0.000,0.000,0.000,0.195,0.033,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.212,1800.000,0,,1800.000,0.212,30,,[],2570,200.000,1,30,0.106,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.436,0.000,0.000,0.222,0.212,0.500,0.000,0.000,0.000,0.100,0.009,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.606,1800.000,0,,1800.000,0.606,30,,[],3341,200.000,1,30,0.303,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.667,0.606,0.500,0.000,0.000,0.000,0.287,0.049,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.198,1800.000,0,,1800.000,0.198,30,,[],2602,200.000,1,30,0.099,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.217,0.400,0.000,0.000,0.222,0.198,0.500,0.000,0.000,0.000,0.094,0.016,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],256,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.010,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],263,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.111,0.122,0.500,0.000,0.000,0.000,0.058,0.010,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.606,1800.000,0,,1800.000,0.606,30,,[],2618,200.000,1,30,0.303,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.424,0.000,0.000,0.667,0.606,0.500,0.000,0.000,0.000,0.287,0.049,1,0,1,0,0,1,1,0,1,0,0,1
LWRLK,0.150,4.000,0.413,1800.000,0,,1800.000,0.413,30,170423917.000,[],2623,200.000,1,30,0.207,170423917.000,0.240,0.242,0.252,0.315,37.904,0.519,0.634,0.458,1.031,0.093,0.009,0.634,0.000,0.211,0.424,0.000,0.000,0.333,0.327,0.633,0.283,0.170,0.941,0.012,0.033,1,0,1,0,0,1,1,0,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],265,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.126,1800.000,0,,1800.000,0.126,50,170692961.000,[],257,200.000,3,50,0.105,170692961.000,0.250,0.491,0.355,0.468,27.340,0.287,0.250,0.096,0.000,0.137,0.018,0.250,0.000,0.214,0.697,0.000,0.000,0.111,0.230,0.457,0.078,0.048,0.653,0.006,0.017,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.093,1800.000,0,,1800.000,0.093,50,171130911.000,[],390,200.000,3,50,0.077,171130911.000,0.191,0.213,0.178,0.509,16.777,0.164,0.284,0.098,0.000,0.162,0.026,0.284,0.000,0.214,0.697,0.000,0.000,0.111,0.277,0.278,0.107,0.020,0.756,0.006,0.013,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.144,1800.000,1,1330.000,1800.000,0.144,30,170160930.000,"[601218, 602218]",258,200.000,1,30,0.072,170160930.000,0.573,0.687,0.652,0.226,54.059,0.406,0.191,0.309,3.350,0.045,0.002,0.191,0.000,0.214,0.697,0.000,0.000,0.222,0.080,0.900,0.021,0.046,0.857,0.002,0.012,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.170,1800.000,0,,1800.000,0.170,50,429471501.000,[],259,200.000,4,50,0.142,429471501.000,0.256,0.421,0.252,0.248,34.797,0.467,0.572,0.190,0.515,0.127,0.016,0.572,0.000,0.214,0.697,0.026,0.000,0.556,0.244,0.582,0.191,0.105,0.540,0.008,0.023,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.093,1800.000,0,,1800.000,0.093,50,170692961.000,[],261,200.000,3,50,0.077,170692961.000,0.250,0.491,0.355,0.468,27.340,0.287,0.250,0.096,0.000,0.137,0.018,0.250,0.000,0.214,0.697,0.000,0.000,0.111,0.169,0.456,0.058,0.035,0.653,0.004,0.013,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.096,1800.000,0,,1800.000,0.096,50,171130911.000,[],1880,200.000,3,50,0.080,171130911.000,0.191,0.213,0.178,0.509,16.777,0.164,0.284,0.098,0.000,0.162,0.026,0.284,0.000,0.214,0.697,0.000,0.000,0.000,0.287,0.279,0.111,0.021,0.756,0.006,0.013,1,0,1,0,1,0,0,1,0,1,1,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],267,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],268,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],269,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.225,1800.000,0,,1800.000,0.225,35,400156026.000,[],271,200.000,2,35,0.131,400156026.000,0.256,0.370,0.322,0.278,33.554,0.505,0.483,0.201,0.000,0.132,0.017,0.483,0.000,0.319,0.439,0.000,0.000,0.000,0.234,0.560,0.154,0.104,0.784,0.007,0.032,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.120,1800.000,0,,1800.000,0.120,35,399951319.000,[],1861,200.000,2,35,0.070,399951319.000,0.324,0.370,0.328,0.217,39.768,0.552,0.519,0.177,0.000,0.109,0.012,0.519,0.000,0.319,0.439,0.000,0.000,0.111,0.106,0.660,0.075,0.061,0.799,0.003,0.017,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.366,1800.000,0,,1800.000,0.366,35,400156024.000,[],2878,200.000,2,35,0.214,400156024.000,0.457,0.370,0.328,0.031,41.010,0.315,0.295,0.177,0.000,0.010,0.000,0.295,0.000,0.319,0.439,0.000,0.000,0.222,0.313,0.684,0.126,0.106,0.799,0.007,0.052,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.153,1800.000,0,,1800.000,0.153,35,1626699081.000,[],1918,200.000,2,35,0.089,1626699081.000,0.379,0.370,0.322,0.357,33.554,0.374,0.359,0.201,0.000,0.111,0.012,0.359,0.000,0.319,0.439,0.000,0.000,0.222,0.159,0.560,0.078,0.053,0.784,0.003,0.022,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4272,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],2889,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.225,1800.000,0,,1800.000,0.225,35,399951319.000,[],272,200.000,2,35,0.131,399951319.000,0.324,0.370,0.328,0.217,39.768,0.552,0.519,0.177,0.000,0.109,0.012,0.519,0.000,0.319,0.439,0.000,0.000,0.000,0.198,0.662,0.140,0.114,0.799,0.006,0.032,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.366,1800.000,0,,1800.000,0.366,35,399951321.000,[],2869,200.000,2,35,0.214,399951321.000,0.441,0.370,0.322,0.033,41.010,0.571,0.546,0.201,0.000,0.021,0.000,0.546,0.000,0.319,0.439,0.000,0.000,0.222,0.313,0.684,0.234,0.193,0.784,0.007,0.052,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],4280,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.120,1800.000,0,,1800.000,0.120,35,400156026.000,[],1922,200.000,3,35,0.070,400156026.000,0.256,0.370,0.322,0.278,33.554,0.505,0.483,0.201,0.000,0.132,0.017,0.483,0.000,0.319,0.439,0.000,0.000,0.111,0.125,0.560,0.082,0.056,0.784,0.004,0.017,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.123,1800.000,0,,1800.000,0.123,45,449891945.000,[],1866,200.000,5,45,0.092,449891945.000,0.349,0.411,0.306,0.792,37.282,0.347,0.350,0.067,0.773,0.216,0.046,0.350,0.000,0.319,0.439,0.000,0.250,0.111,0.149,0.617,0.071,0.050,0.672,0.004,0.022,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.188,1800.000,0,,1800.000,0.188,45,449891943.000,[],1867,200.000,5,45,0.141,449891943.000,0.358,0.391,0.300,0.786,34.797,0.351,0.361,0.106,0.258,0.207,0.043,0.361,0.000,0.319,0.439,0.000,0.000,0.111,0.243,0.580,0.120,0.078,0.692,0.006,0.034,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.142,1800.000,0,,1800.000,0.142,35,400229145.000,[],1928,200.000,3,35,0.083,400229145.000,0.261,0.370,0.328,0.208,40.389,0.620,0.583,0.177,0.000,0.121,0.015,0.583,0.000,0.301,1.000,0.000,0.000,0.111,0.123,0.675,0.098,0.081,0.799,0.004,0.019,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,400073362.000,[],273,180.000,1,30,0.061,400073362.000,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.509,0.000,0.000,0.000,0.122,0.500,0.000,0.000,0.000,0.058,0.017,1,0,1,0,1,0,0,1,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],277,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,,[],275,180.000,1,30,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.509,0.000,0.000,0.000,0.122,0.500,0.000,0.000,0.000,0.058,0.017,1,0,1,0,1,0,0,1,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],280,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.226,1800.000,0,,1800.000,0.226,40,400032478.000,[],3358,200.000,2,40,0.151,400032478.000,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.509,0.000,0.000,0.111,0.226,0.668,0.000,0.000,0.000,0.107,0.041,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.221,1800.000,0,,1800.000,0.221,40,400073362.000,[],2106,200.000,2,40,0.147,400073362.000,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.509,0.000,0.000,0.111,0.221,0.665,0.000,0.000,0.000,0.105,0.040,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.254,1800.000,0,,1800.000,0.254,40,1626752702.000,[],3360,200.000,2,40,0.169,1626752702.000,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.509,0.132,0.000,0.222,0.254,0.665,0.000,0.000,0.000,0.120,0.046,0,1,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.256,1800.000,0,,1800.000,0.256,40,1626752720.000,[],2107,200.000,2,40,0.170,1626752720.000,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.360,0.509,0.000,0.000,0.000,0.256,0.664,0.000,0.000,0.000,0.121,0.046,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.122,1800.000,0,,1800.000,0.122,30,1626686706.000,[],274,180.000,1,30,0.061,1626686706.000,0.918,0.954,0.924,0.357,70.215,0.188,0.062,0.237,0.000,0.020,0.000,0.062,0.000,0.360,0.509,0.000,0.000,0.000,0.052,1.173,0.004,0.018,0.875,0.001,0.017,1,0,1,0,1,0,0,1,1,0,1,0
