key,speed_avg,speed_ref_sd,tt_sd_adj,speed_hist_avg,speed_sd,road_closures,tt_avg,median_inc,bus_stops,intersections,speed_cv,incidents,tt_cv,tt_sd,median_age,speed_hist_sd,tt_var,speed_ref_avg,tf
"(372, 233, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(345, 357, '0')",20.285,0.000,0,18.551,4.513,0.000,0.257,20.750,0,2,0.222,0,0.262,0.067,29.300,4.985,0.005,21.127,0.266
"(230, 357, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(354, 357, '0')",30.000,0.000,0,30.000,0.000,0.000,0.492,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,30.000,0.492
"(379, 357, '0')",30.000,0.000,0,30.000,0.000,0.000,0.484,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,30.000,0.484
"(345, 356, '0')",20.013,0.000,0,20.233,4.390,0.000,0.472,20.750,0,6,0.219,0,0.213,0.101,29.300,4.330,0.010,19.263,0.140
"(194, 1623, '0')",16.680,0.000,0,15.586,3.944,0.000,0.577,20.750,0,3,0.236,1,0.265,0.153,29.300,2.381,0.023,16.156,0.000
"(355, 1623, '0')",16.622,0.000,0,16.615,3.784,0.000,0.495,20.750,0,4,0.228,0,0.307,0.152,29.300,1.365,0.023,18.020,0.093
"(367, 232, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(359, 231, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(353, 230, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(352, 229, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(350, 344, '0')",46.247,0.000,0,45.392,7.831,0.000,0.325,20.750,0,2,0.169,0,0.188,0.061,29.300,5.640,0.004,47.846,0.225
"(355, 344, '0')",42.609,0.000,0,43.443,7.511,0.000,0.183,20.750,0,3,0.176,0,0.196,0.036,29.300,9.969,0.001,44.117,0.144
"(664, 344, '0')",65.296,0.000,0,60.791,3.570,0.000,0.310,20.750,0,3,0.055,1,0.065,0.020,29.300,1.946,0.000,62.758,0.133
"(347, 194, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(351, 348, '0')",46.247,0.000,0,45.392,7.831,0.000,0.325,20.750,0,2,0.169,0,0.188,0.061,29.300,5.640,0.004,47.846,0.241
"(351, 100, '0')",68.467,0.000,0,62.506,2.955,0.000,0.213,20.750,0,3,0.043,0,0.055,0.012,29.300,1.302,0.000,62.758,0.142
"(346, 193, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(229, 1192, '0')",19.042,0.000,0,18.551,5.622,0.000,0.475,20.750,1,3,0.295,0,0.618,0.294,29.300,4.985,0.086,21.127,0.000
"(355, 1192, '0')",30.000,0.000,0,30.000,0.000,0.000,0.417,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,30.000,0.417
"(430, 1192, '0')",30.000,0.000,0,30.000,0.000,0.000,0.237,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,30.000,0.237
"(354, 437, '0')",18.576,0.000,0,17.787,2.374,0.000,0.301,20.750,1,4,0.128,0,0.152,0.046,29.300,1.190,0.002,18.020,0.241
"(439, 437, '0')",45.509,0.000,0,45.146,5.361,0.000,0.348,20.750,0,5,0.118,0,0.136,0.047,29.300,7.451,0.002,49.710,0.166
"(354, 1606, '0')",18.576,0.000,0,17.787,2.374,0.000,0.301,20.750,1,4,0.128,0,0.152,0.046,29.300,1.190,0.002,18.020,0.000
"(272, 148, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,44.740,0,0,0.000,0,0.000,0.000,31.700,0.000,0.000,99999.000,0.000
"(355, 432, '0')",42.609,0.000,0,43.443,7.511,0.000,0.183,20.750,0,3,0.176,0,0.196,0.036,29.300,9.969,0.001,44.117,0.111
"(431, 432, '0')",39.256,0.000,0,41.044,6.069,0.000,0.242,20.750,0,2,0.155,0,0.170,0.041,29.300,5.351,0.002,37.282,0.369
"(226, 141, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,34.923,0,0,0.000,0,0.000,0.000,66.000,0.000,0.000,99999.000,0.000
"(220, 111, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,64.773,0,0,0.000,0,0.000,0.000,40.400,0.000,0.000,99999.000,0.000
"(356, 358, '0')",13.133,0.000,0,12.862,3.264,0.000,0.653,20.750,0,2,0.249,0,0.321,0.209,29.300,3.654,0.044,14.913,0.339
"(379, 358, '0')",13.580,0.000,0,12.932,3.315,0.000,0.431,20.750,0,2,0.244,0,0.216,0.093,29.300,3.121,0.009,14.292,0.286
"(663, 358, '0')",18.881,0.000,0,15.159,5.573,0.000,0.325,20.750,0,2,0.295,0,0.356,0.116,29.300,3.962,0.013,16.777,0.223
"(356, 360, '0')",65.859,0.000,0,61.017,4.086,0.000,0.264,20.750,0,3,0.062,4,0.078,0.021,29.300,1.997,0.000,62.758,0.117
"(357, 379, '0')",30.000,0.000,0,30.000,0.000,0.000,0.484,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,30.000,0.484
"(358, 379, '0')",18.881,0.000,0,15.159,5.573,0.000,0.325,20.750,0,2,0.295,0,0.356,0.116,29.300,3.962,0.013,16.777,0.286
"(234, 379, '0')",13.366,0.000,0,12.932,3.068,0.000,0.777,20.750,0,1,0.230,0,0.210,0.163,29.300,3.121,0.027,14.292,0.000
"(357, 1604, '0')",19.644,0.000,0,18.551,4.244,0.000,0.296,20.750,1,2,0.216,0,0.247,0.073,29.300,4.985,0.005,21.127,0.000
"(176, 109, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,54.944,0,0,0.000,0,0.000,0.000,33.800,0.000,0.000,99999.000,0.000
"(358, 663, '0')",13.580,0.000,0,12.932,3.315,0.000,0.431,20.750,0,2,0.244,0,0.216,0.093,29.300,3.121,0.009,14.292,0.223
"(378, 663, '0')",42.363,0.000,0,43.632,6.148,0.000,0.323,20.750,1,12,0.145,0,0.160,0.052,29.300,8.005,0.003,47.224,0.075
"(108, 175, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,49.271,0,0,0.000,0,0.000,0.000,33.100,0.000,0.000,99999.000,0.000
"(231, 378, '0')",42.363,0.000,0,43.632,6.148,0.000,0.323,20.750,1,12,0.145,0,0.160,0.052,29.300,8.005,0.003,47.224,0.000
"(410, 378, '0')",18.492,0.000,0,19.709,7.908,0.000,0.080,20.750,0,6,0.428,0,0.531,0.043,29.300,7.788,0.002,19.884,0.186
"(430, 378, '0')",13.049,0.000,0,12.932,3.350,0.000,0.439,20.750,0,11,0.257,1,0.274,0.121,29.300,3.121,0.015,14.292,0.238
"(663, 378, '0')",13.049,0.000,0,12.932,3.350,0.000,0.439,20.750,0,11,0.257,1,0.274,0.121,29.300,3.121,0.015,14.292,0.075
"(104, 96, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,66.344,0,0,0.000,0,0.000,0.000,36.700,0.000,0.000,99999.000,0.000
"(360, 361, '0')",13.580,0.000,0,12.932,3.315,0.000,0.431,20.750,0,2,0.244,0,0.216,0.093,29.300,3.121,0.009,14.292,0.247
"(83, 88, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,44.740,0,0,0.000,0,0.000,0.000,31.700,0.000,0.000,99999.000,0.000
"(80, 53, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,67.240,0,0,0.000,0,0.000,0.000,34.200,0.000,0.000,99999.000,0.000
"(42, 21, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,32.869,0,0,0.000,0,0.000,0.000,24.300,0.000,0.000,99999.000,0.000
"(362, 363, '0')",46.590,0.000,0,47.942,6.144,0.000,0.206,20.750,0,2,0.132,0,0.344,0.071,29.300,5.003,0.005,49.088,0.178
"(363, 365, '0')",46.590,0.000,0,47.942,6.144,0.000,0.206,20.750,0,2,0.132,0,0.344,0.071,29.300,5.003,0.005,49.088,0.208
"(28, 11, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,16.994,0,0,0.000,0,0.000,0.000,45.200,0.000,0.000,99999.000,0.000
"(1612, 1787, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,13.125,0,0,0.000,0,0.000,0.000,28.800,0.000,0.000,99999.000,0.000
"(1611, 1786, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,41.694,0,0,0.000,0,0.000,0.000,33.600,0.000,0.000,99999.000,0.000
"(1610, 1785, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,45.536,0,0,0.000,0,0.000,0.000,33.100,0.000,0.000,99999.000,0.000
"(232, 431, '0')",18.214,0.000,0,17.817,3.431,0.000,0.291,20.750,0,2,0.188,1,0.195,0.057,29.300,3.437,0.003,18.020,0.000
"(370, 431, '0')",15.321,0.000,0,15.026,1.929,0.000,0.406,20.750,0,5,0.126,0,0.128,0.052,29.300,1.982,0.003,16.156,0.037
"(432, 431, '0')",18.803,0.000,0,17.618,6.371,0.000,0.118,20.750,0,1,0.339,0,0.235,0.028,29.300,7.108,0.001,13.049,0.369
"(665, 431, '0')",39.256,0.000,0,41.044,6.069,0.000,0.242,20.750,0,2,0.155,0,0.170,0.041,29.300,5.351,0.002,37.282,0.097
"(368, 438, '0')",36.033,0.000,0,38.557,8.025,0.000,0.379,20.750,0,8,0.223,1,0.229,0.087,29.300,6.858,0.008,39.146,0.077
"(435, 438, '0')",23.994,0.000,0,22.059,9.949,0.000,0.111,20.750,0,1,0.415,0,0.409,0.046,29.300,11.057,0.002,29.204,0.141
"(368, 434, '0')",18.661,0.000,0,17.817,3.314,0.000,0.300,20.750,0,4,0.178,0,0.163,0.049,29.300,3.437,0.002,18.020,0.053
"(436, 434, '0')",36.033,0.000,0,38.557,8.025,0.000,0.379,20.750,0,8,0.223,1,0.229,0.087,29.300,6.858,0.008,39.146,0.214
"(439, 434, '0')",18.661,0.000,0,17.817,3.314,0.000,0.300,20.750,0,4,0.178,0,0.163,0.049,29.300,3.437,0.002,18.020,0.075
"(666, 434, '0')",17.787,0.000,0,17.686,4.435,0.000,0.330,20.750,0,4,0.249,0,0.328,0.108,29.300,4.331,0.012,19.263,0.099
"(368, 441, '0')",36.033,0.000,0,38.557,8.025,0.000,0.379,20.750,0,8,0.223,1,0.229,0.087,29.300,6.858,0.008,39.146,0.061
"(434, 441, '0')",36.033,0.000,0,38.557,8.025,0.000,0.379,20.750,0,8,0.223,1,0.229,0.087,29.300,6.858,0.008,39.146,0.143
"(439, 441, '0')",36.033,0.000,0,38.557,8.025,0.000,0.379,20.750,0,8,0.223,1,0.229,0.087,29.300,6.858,0.008,39.146,0.138
"(1609, 1784, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,50.641,0,0,0.000,0,0.000,0.000,41.800,0.000,0.000,99999.000,0.000
"(1561, 1736, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,41.250,0,0,0.000,0,0.000,0.000,28.900,0.000,0.000,99999.000,0.000
"(370, 435, '0')",18.123,0.000,0,17.817,3.563,0.000,0.348,20.750,0,5,0.197,0,0.213,0.074,29.300,3.437,0.005,18.020,0.265
"(438, 435, '0')",65.296,0.000,0,60.791,3.570,0.000,0.310,20.750,0,3,0.055,1,0.065,0.020,29.300,1.946,0.000,62.758,0.141
"(370, 371, '0')",39.256,0.000,0,41.044,6.069,0.000,0.242,20.750,0,2,0.155,0,0.170,0.041,29.300,5.351,0.002,37.282,0.178
"(1559, 1734, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,39.750,0,0,0.000,0,0.000,0.000,29.900,0.000,0.000,99999.000,0.000
"(371, 373, '0')",67.250,0.000,0,62.280,3.122,0.000,0.085,20.750,0,0,0.046,0,0.104,0.009,29.300,1.494,0.000,62.758,0.253
"(233, 375, '0')",13.075,0.000,0,15.120,3.145,0.000,0.384,20.750,0,2,0.241,0,0.237,0.091,29.300,2.331,0.008,16.156,0.000
"(666, 375, '0')",18.259,0.000,0,17.817,3.066,0.000,0.197,20.750,0,2,0.168,0,0.157,0.031,29.300,3.437,0.001,18.020,0.195
"(1606, 1781, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(1605, 1780, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(1604, 1779, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(375, 666, '0')",17.877,0.000,0,17.686,4.320,0.000,0.209,20.750,0,2,0.242,0,0.306,0.064,29.300,4.331,0.004,19.263,0.195
"(434, 666, '0')",18.661,0.000,0,17.817,3.314,0.000,0.300,20.750,0,4,0.178,0,0.163,0.049,29.300,3.437,0.002,18.020,0.099
"(375, 1608, '0')",18.259,0.000,0,17.817,3.066,0.000,0.197,20.750,0,2,0.168,0,0.157,0.031,29.300,3.437,0.001,18.020,0.000
"(1603, 1778, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(1602, 1777, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(1601, 1776, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,99999.000,0.000
"(378, 430, '0')",18.492,0.000,0,19.709,7.908,0.000,0.080,20.750,0,6,0.428,0,0.531,0.043,29.300,7.788,0.002,19.884,0.238
"(1192, 430, '0')",30.000,0.000,0,30.000,0.000,0.000,0.237,20.750,0,0,0.000,0,0.000,0.000,29.300,0.000,0.000,30.000,0.237
"(378, 1601, '0')",13.049,0.000,0,12.932,3.350,0.000,0.439,20.750,0,11,0.257,1,0.274,0.121,29.300,3.121,0.015,14.292,0.000
"(1600, 1775, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,20.893,0,0,0.000,0,0.000,0.000,29.500,0.000,0.000,99999.000,0.000
"(379, 1602, '0')",17.903,0.000,0,15.159,4.524,0.000,0.586,20.750,0,1,0.253,0,0.253,0.148,29.300,3.962,0.022,16.777,0.000
"(1599, 1774, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,50.144,0,0,0.000,0,0.000,0.000,35.600,0.000,0.000,99999.000,0.000
"(380, 401, '0')",10.570,0.000,0,14.615,4.843,0.000,0.629,20.893,0,5,0.458,2,0.494,0.311,29.500,3.701,0.097,16.156,0.088
"(380, 386, '0')",16.525,0.000,0,15.308,3.691,0.000,0.210,27.250,0,3,0.223,0,0.269,0.057,25.900,2.821,0.003,21.127,0.105
"(394, 386, '0')",16.525,0.000,0,15.308,3.691,0.000,0.210,27.250,0,3,0.223,0,0.269,0.057,25.900,2.821,0.003,21.127,0.154
"(395, 386, '0')",17.910,0.000,0,23.981,5.392,0.000,0.441,27.250,0,2,0.301,0,0.379,0.167,25.900,3.098,0.028,24.855,0.048
"(1598, 1773, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,50.641,0,0,0.000,0,0.000,0.000,41.800,0.000,0.000,99999.000,0.000
"(1597, 1772, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(381, 380, '0')",44.447,0.000,0,47.250,10.038,0.000,0.263,20.893,0,1,0.226,0,0.293,0.077,29.500,7.786,0.006,41.010,0.074
"(386, 380, '0')",10.570,0.000,0,14.615,4.843,0.000,0.629,27.250,0,5,0.458,2,0.494,0.311,25.900,3.701,0.097,16.156,0.105
"(389, 380, '0')",21.159,0.000,0,14.376,6.368,0.000,0.381,20.893,1,8,0.301,0,0.329,0.125,29.500,1.820,0.016,16.777,0.071
"(1596, 1771, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,50.641,0,0,0.000,0,0.000,0.000,41.800,0.000,0.000,99999.000,0.000
"(1595, 1770, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,13.125,0,0,0.000,0,0.000,0.000,28.800,0.000,0.000,99999.000,0.000
"(1594, 1769, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,16.801,0,0,0.000,0,0.000,0.000,22.800,0.000,0.000,99999.000,0.000
"(1593, 1768, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,25.132,0,0,0.000,0,0.000,0.000,26.400,0.000,0.000,99999.000,0.000
"(1592, 1767, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(1591, 1766, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,25.851,0,0,0.000,0,0.000,0.000,33.100,0.000,0.000,99999.000,0.000
"(1590, 1765, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,27.250,0,0,0.000,0,0.000,0.000,25.900,0.000,0.000,99999.000,0.000
"(385, 203, '0')",66.364,0.000,0,61.199,5.026,0.000,0.409,20.893,0,5,0.076,6,0.115,0.047,29.500,2.195,0.002,62.758,0.100
"(1589, 1764, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,25.132,0,0,0.000,0,0.000,0.000,26.400,0.000,0.000,99999.000,0.000
"(1588, 1763, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(386, 396, '0')",15.586,0.000,0,15.748,5.015,0.000,0.156,27.250,0,1,0.322,1,0.436,0.068,25.900,4.273,0.005,16.777,0.050
"(1587, 1762, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(1586, 1761, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,16.801,0,0,0.000,0,0.000,0.000,22.800,0.000,0.000,99999.000,0.000
"(1585, 1760, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,32.045,0,0,0.000,0,0.000,0.000,28.400,0.000,0.000,99999.000,0.000
"(1584, 1759, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,27.250,0,0,0.000,0,0.000,0.000,25.900,0.000,0.000,99999.000,0.000
"(388, 391, '0')",21.159,0.000,0,14.376,6.368,0.000,0.381,50.641,1,8,0.301,0,0.329,0.125,41.800,1.820,0.016,16.777,0.103
"(1583, 1758, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,99999.000,0.000
"(389, 392, '0')",21.159,0.000,0,14.376,6.368,0.000,0.381,20.893,1,8,0.301,0,0.329,0.125,29.500,1.820,0.016,16.777,0.202
"(390, 429, '0')",30.000,0.000,0,30.000,0.000,0.000,0.086,50.641,0,4,0.000,0,0.000,0.000,41.800,0.000,0.000,30.000,0.086
"(1158, 429, '0')",13.923,0.000,0,14.841,7.635,0.000,0.486,50.641,0,4,0.548,0,0.448,0.218,41.800,7.551,0.047,14.292,0.161
"(390, 423, '0')",18.311,0.000,0,13.366,4.520,0.000,0.788,50.641,2,6,0.247,0,0.241,0.190,41.800,2.028,0.036,16.777,0.126
"(1159, 423, '0')",21.030,0.000,0,14.376,5.583,0.000,0.692,50.641,2,6,0.266,0,0.251,0.174,41.800,1.820,0.030,16.777,0.360
"(390, 417, '0')",38.887,0.000,0,40.939,9.534,0.000,0.295,50.641,0,5,0.245,6,0.316,0.093,41.800,8.962,0.009,39.146,0.096
"(390, 388, '0')",21.030,0.000,0,14.376,5.583,0.000,0.692,50.641,2,6,0.266,0,0.251,0.174,41.800,1.820,0.030,16.777,0.295
"(1582, 1757, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(1581, 1756, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,29.375,0,0,0.000,0,0.000,0.000,24.700,0.000,0.000,99999.000,0.000
"(391, 389, '0')",21.159,0.000,0,14.376,6.368,0.000,0.381,20.893,1,8,0.301,0,0.329,0.125,29.500,1.820,0.016,16.777,0.097
"(1580, 1755, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.444,0,0,0.000,0,0.000,0.000,41.300,0.000,0.000,99999.000,0.000
"(1579, 1754, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,21.600,0,0,0.000,0,0.000,0.000,26.000,0.000,0.000,99999.000,0.000
"(1578, 1753, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,99999.000,0.000
"(393, 101, '0')",44.447,0.000,0,47.250,10.038,0.000,0.263,20.893,0,1,0.226,0,0.293,0.077,29.500,7.786,0.006,41.010,0.136
"(415, 101, '0')",44.447,0.000,0,47.250,10.038,0.000,0.263,20.893,0,1,0.226,0,0.293,0.077,29.500,7.786,0.006,41.010,0.183
"(394, 399, '0')",39.360,0.000,0,39.917,10.451,0.000,0.391,27.250,0,1,0.266,3,0.432,0.169,25.900,10.311,0.029,49.088,0.195
"(394, 400, '0')",10.570,0.000,0,14.615,4.843,0.000,0.629,25.132,0,5,0.458,2,0.494,0.311,26.400,3.701,0.097,16.156,0.272
"(408, 400, '0')",17.392,0.000,0,17.890,6.932,0.000,0.925,25.132,0,7,0.399,0,0.451,0.417,26.400,5.661,0.174,19.263,0.435
"(413, 400, '0')",19.191,0.000,0,22.538,8.532,0.000,0.299,25.132,0,1,0.445,0,0.548,0.164,26.400,7.185,0.027,24.233,0.173
"(394, 667, '0')",39.360,0.000,0,39.917,10.451,0.000,0.391,27.250,0,1,0.266,3,0.432,0.169,25.900,10.311,0.029,49.088,0.152
"(1577, 1752, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,99999.000,0.000
"(1576, 1751, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,29.375,0,0,0.000,0,0.000,0.000,24.700,0.000,0.000,99999.000,0.000
"(395, 394, '0')",15.314,0.000,0,16.162,5.523,0.000,0.123,27.250,0,1,0.361,0,0.526,0.065,25.900,2.797,0.004,16.777,0.204
"(398, 394, '0')",21.159,0.000,0,14.376,6.368,0.000,0.381,25.132,1,8,0.301,0,0.329,0.125,26.400,1.820,0.016,16.777,0.151
"(1575, 1750, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.042,0,0,0.000,0,0.000,0.000,24.600,0.000,0.000,99999.000,0.000
"(1574, 1749, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.444,0,0,0.000,0,0.000,0.000,41.300,0.000,0.000,99999.000,0.000
"(396, 1169, '0')",14.182,0.000,0,15.722,4.601,0.000,0.557,27.250,1,3,0.324,0,0.344,0.192,25.900,3.430,0.037,16.156,0.161
"(397, 410, '0')",42.363,0.000,0,43.632,6.148,0.000,0.323,20.750,1,12,0.145,0,0.160,0.052,29.300,8.005,0.003,47.224,0.185
"(1573, 1748, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,14.707,0,0,0.000,0,0.000,0.000,23.600,0.000,0.000,99999.000,0.000
"(1572, 1747, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,14.243,0,0,0.000,0,0.000,0.000,24.900,0.000,0.000,99999.000,0.000
"(399, 405, '0')",39.360,0.000,0,39.917,10.451,0.000,0.391,27.250,0,1,0.266,3,0.432,0.169,25.900,10.311,0.029,49.088,0.039
"(667, 405, '0')",39.360,0.000,0,39.917,10.451,0.000,0.391,27.250,0,1,0.266,3,0.432,0.169,25.900,10.311,0.029,49.088,0.025
"(1571, 1746, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.432,0,0,0.000,0,0.000,0.000,39.300,0.000,0.000,99999.000,0.000
"(400, 408, '0')",16.311,0.000,0,14.615,5.071,0.000,0.918,25.132,0,7,0.311,0,0.333,0.306,26.400,3.701,0.093,16.156,0.435
"(1155, 408, '0')",17.392,0.000,0,17.890,6.932,0.000,0.925,50.641,0,7,0.399,0,0.451,0.417,41.800,5.661,0.174,19.263,0.140
"(1158, 408, '0')",30.000,0.000,0,30.000,0.000,0.000,0.161,50.641,0,4,0.000,0,0.000,0.000,41.800,0.000,0.000,30.000,0.161
"(400, 403, '0')",19.191,0.000,0,22.538,8.532,0.000,0.299,25.132,0,1,0.445,0,0.548,0.164,26.400,7.185,0.027,24.233,0.141
"(400, 398, '0')",21.159,0.000,0,14.376,6.368,0.000,0.381,25.132,1,8,0.301,0,0.329,0.125,26.400,1.820,0.016,16.777,0.121
"(1570, 1745, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,37.414,0,0,0.000,0,0.000,0.000,23.400,0.000,0.000,99999.000,0.000
"(1569, 1744, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,29.375,0,0,0.000,0,0.000,0.000,24.700,0.000,0.000,99999.000,0.000
"(401, 404, '0')",10.570,0.000,0,14.615,4.843,0.000,0.629,20.893,0,5,0.458,2,0.494,0.311,29.500,3.701,0.097,16.156,0.142
"(1568, 1743, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,28.261,0,0,0.000,0,0.000,0.000,35.400,0.000,0.000,99999.000,0.000
"(402, 428, '0')",17.890,0.000,0,17.774,5.106,0.000,0.270,50.641,1,4,0.285,0,0.423,0.114,41.800,3.081,0.013,19.263,0.077
"(1567, 1742, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,23.867,0,0,0.000,0,0.000,0.000,21.300,0.000,0.000,99999.000,0.000
"(1566, 1741, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.432,0,0,0.000,0,0.000,0.000,39.300,0.000,0.000,99999.000,0.000
"(1565, 1740, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.432,0,0,0.000,0,0.000,0.000,39.300,0.000,0.000,99999.000,0.000
"(403, 402, '0')",17.890,0.000,0,17.774,5.106,0.000,0.270,50.641,1,4,0.285,0,0.423,0.114,41.800,3.081,0.013,19.263,0.077
"(404, 402, '0')",16.525,0.000,0,15.308,3.691,0.000,0.563,20.893,0,2,0.223,0,0.278,0.156,29.500,2.821,0.024,21.127,0.143
"(1564, 1739, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,37.414,0,0,0.000,0,0.000,0.000,23.400,0.000,0.000,99999.000,0.000
"(1563, 1738, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.042,0,0,0.000,0,0.000,0.000,24.600,0.000,0.000,99999.000,0.000
"(1562, 1737, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,37.414,0,0,0.000,0,0.000,0.000,23.400,0.000,0.000,99999.000,0.000
