key,speed_avg,speed_ref_sd,tt_sd_adj,speed_hist_avg,speed_sd,road_closures,tt_avg,median_inc,bus_stops,intersections,speed_cv,incidents,tt_cv,tt_sd,median_age,speed_hist_sd,tt_var,speed_ref_avg,tf
"(1070, 1074, '0')",20.130,0.000,0,18.486,3.544,0.000,1.339,36.042,5,8,0.176,0,0.205,0.275,24.600,2.028,0.076,19.884,0.098
"(1072, 1074, '0')",23.062,0.000,0,20.609,3.404,0.000,1.159,36.042,5,8,0.148,0,0.150,0.174,24.600,2.508,0.030,22.991,0.095
"(1070, 1071, '0')",23.062,0.000,0,20.609,3.404,0.000,1.159,37.414,5,8,0.148,0,0.150,0.174,23.400,2.508,0.030,22.991,0.162
"(1427, 1071, '0')",20.130,0.000,0,18.486,3.544,0.000,1.339,37.414,5,8,0.176,0,0.205,0.275,23.400,2.028,0.076,19.884,0.039
"(1071, 1070, '0')",20.130,0.000,0,18.486,3.544,0.000,1.339,37.414,5,8,0.176,0,0.205,0.275,23.400,2.028,0.076,19.884,0.163
"(1074, 1070, '0')",23.062,0.000,0,20.609,3.404,0.000,1.159,36.042,5,8,0.148,0,0.150,0.174,24.600,2.508,0.030,22.991,0.098
"(1072, 1076, '0')",24.790,0.000,0,25.250,4.832,0.000,0.736,36.042,0,8,0.195,0,0.214,0.157,24.600,2.526,0.025,26.719,0.092
"(1073, 1072, '0')",23.062,0.000,0,20.609,3.404,0.000,1.159,36.042,5,8,0.148,0,0.150,0.174,24.600,2.508,0.030,22.991,0.103
"(1074, 1072, '0')",20.130,0.000,0,18.486,3.544,0.000,1.339,36.042,5,8,0.176,0,0.205,0.275,24.600,2.028,0.076,19.884,0.095
"(1081, 1072, '0')",24.790,0.000,0,25.250,4.832,0.000,0.736,36.042,0,8,0.195,0,0.214,0.157,24.600,2.526,0.025,26.719,0.093
"(1075, 1077, '0')",25.929,0.000,0,26.039,4.795,0.000,0.285,36.042,1,4,0.185,0,0.253,0.072,24.600,2.453,0.005,27.340,0.071
"(1076, 1075, '0')",25.929,0.000,0,26.039,4.795,0.000,0.285,36.042,1,4,0.185,0,0.253,0.072,24.600,2.453,0.005,27.340,0.158
"(1078, 1079, '0')",24.790,0.000,0,25.250,4.832,0.000,0.736,36.042,0,8,0.195,0,0.214,0.157,24.600,2.526,0.025,26.719,0.245
"(1080, 1079, '0')",25.000,0.000,0,25.000,0.000,0.000,0.261,36.042,0,0,0.000,0,0.000,0.000,24.600,0.000,0.000,25.000,0.261
"(780, 1079, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.042,0,0,0.000,0,0.000,0.000,24.600,0.000,0.000,99999.000,0.000
"(1079, 1081, '0')",24.790,0.000,0,25.250,4.832,0.000,0.736,36.042,0,8,0.195,0,0.214,0.157,24.600,2.526,0.025,26.719,0.365
"(1079, 1575, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,36.042,0,0,0.000,0,0.000,0.000,24.600,0.000,0.000,99999.000,0.000
"(1080, 1433, '0')",24.615,0.000,0,22.790,4.447,0.000,0.809,36.042,1,13,0.181,0,0.202,0.163,24.600,2.251,0.027,24.855,0.072
"(776, 1433, '0')",24.615,0.000,0,22.790,4.447,0.000,0.809,24.444,1,13,0.181,0,0.202,0.163,41.300,2.251,0.027,24.855,0.000
"(1083, 1078, '0')",10.298,0.000,0,11.760,4.456,0.000,0.496,36.042,0,4,0.433,0,0.453,0.225,24.600,3.722,0.050,13.049,0.126
"(1099, 1078, '0')",23.411,0.000,0,25.250,5.246,0.000,0.260,36.042,0,6,0.224,0,0.285,0.074,24.600,2.526,0.005,26.719,0.160
"(1084, 1086, '0')",11.340,0.000,0,11.999,2.688,0.000,0.373,36.042,0,4,0.237,0,0.335,0.125,24.600,2.700,0.016,11.806,0.116
"(1085, 1086, '0')",12.156,0.000,0,12.725,3.469,0.000,0.354,36.042,0,4,0.285,0,0.305,0.108,24.600,3.370,0.012,13.049,0.116
"(1084, 1097, '0')",12.156,0.000,0,12.725,3.469,0.000,0.354,36.042,0,4,0.285,0,0.305,0.108,24.600,3.370,0.012,13.049,0.104
"(1098, 1097, '0')",14.505,0.000,0,14.570,4.022,0.000,0.164,36.042,0,3,0.277,0,0.382,0.063,24.600,3.851,0.004,18.020,0.182
"(1085, 1114, '0')",23.146,0.000,0,18.622,3.925,0.000,0.664,36.042,1,3,0.170,0,0.213,0.141,24.600,3.217,0.020,22.991,0.122
"(1127, 1114, '0')",18.602,0.000,0,21.431,5.995,0.000,0.238,36.042,1,2,0.322,0,0.418,0.099,24.600,2.905,0.010,21.748,0.094
"(1128, 1114, '0')",12.738,0.000,0,12.635,3.754,0.000,0.341,24.444,1,2,0.295,0,0.361,0.123,41.300,3.225,0.015,14.913,0.123
"(1086, 1085, '0')",11.340,0.000,0,11.999,2.688,0.000,0.373,36.042,0,4,0.237,0,0.335,0.125,24.600,2.700,0.016,11.806,0.116
"(1091, 1085, '0')",23.554,0.000,0,22.052,5.311,0.000,0.258,36.042,0,6,0.225,5,0.231,0.059,24.600,3.647,0.004,23.612,0.204
"(1096, 1098, '0')",35.580,0.000,0,37.224,4.137,0.000,0.319,36.042,0,3,0.116,3,0.118,0.038,24.600,3.348,0.001,37.282,0.177
"(523, 1184, '0')",23.975,0.000,0,22.136,4.419,0.000,1.282,41.250,4,5,0.184,0,0.188,0.241,28.900,2.443,0.058,24.855,0.000
"(1176, 1184, '0')",26.311,0.000,0,22.376,3.633,0.000,1.152,21.600,4,5,0.138,0,0.147,0.170,26.000,2.859,0.029,24.855,0.575
"(1103, 1125, '0')",18.305,0.000,0,19.780,4.916,0.000,0.196,14.243,2,2,0.269,0,0.336,0.066,24.900,3.073,0.004,19.884,0.113
"(1439, 1125, '0')",19.508,0.000,0,19.040,3.904,0.000,0.231,14.243,0,2,0.200,0,0.190,0.044,24.900,3.172,0.002,19.263,0.086
"(1103, 1116, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,29.375,2,11,0.162,0,0.203,0.246,24.700,2.905,0.060,21.748,0.157
"(1122, 1116, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,29.375,2,11,0.167,0,0.183,0.243,24.700,3.031,0.059,21.127,0.187
"(1103, 1124, '0')",17.580,0.000,0,14.414,4.836,0.000,0.202,14.243,2,2,0.275,0,0.273,0.055,24.900,4.093,0.003,14.913,0.121
"(1123, 1124, '0')",21.515,0.000,0,19.780,4.185,0.000,0.095,25.132,0,2,0.194,0,0.270,0.026,26.400,3.073,0.001,19.884,0.568
"(1103, 1121, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,14.243,2,11,0.167,0,0.183,0.243,24.900,3.031,0.059,21.127,0.155
"(1120, 1121, '0')",25.657,0.000,0,21.431,4.015,0.000,0.885,14.243,2,8,0.156,0,0.154,0.136,24.900,2.905,0.019,21.748,0.530
"(1104, 1424, '0')",20.130,0.000,0,18.486,3.544,0.000,1.339,37.414,5,8,0.176,0,0.205,0.275,23.400,2.028,0.076,19.884,0.213
"(726, 1424, '0')",23.062,0.000,0,20.609,3.404,0.000,1.159,37.414,5,8,0.148,0,0.150,0.174,23.400,2.508,0.030,22.991,0.000
"(1426, 1424, '0')",23.062,0.000,0,20.609,3.404,0.000,1.159,37.414,5,8,0.148,0,0.150,0.174,23.400,2.508,0.030,22.991,0.142
"(1106, 1438, '0')",22.078,0.000,0,22.692,4.161,0.000,0.085,14.243,0,2,0.188,0,0.209,0.018,24.900,2.304,0.000,22.991,0.035
"(1437, 1438, '0')",24.227,0.000,0,19.780,4.911,0.000,0.134,14.243,0,2,0.203,0,0.279,0.037,24.900,3.073,0.001,19.884,0.230
"(1109, 1479, '0')",21.314,0.000,0,21.140,4.009,0.000,0.715,13.125,1,8,0.188,0,0.206,0.147,28.800,3.214,0.022,21.748,0.287
"(1478, 1479, '0')",20.719,0.000,0,18.622,4.767,0.000,0.758,13.125,0,4,0.230,0,0.291,0.221,28.800,3.217,0.049,22.991,0.181
"(1145, 1479, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,13.125,0,0,0.000,0,0.000,0.000,28.800,0.000,0.000,99999.000,0.000
"(1109, 1137, '0')",14.887,0.000,0,13.938,2.996,0.000,0.255,13.125,1,8,0.201,0,0.216,0.055,28.800,1.996,0.003,16.156,0.107
"(1136, 1137, '0')",15.495,0.000,0,16.149,3.744,0.000,0.256,13.125,1,8,0.242,0,0.327,0.083,28.800,1.775,0.007,18.020,0.254
"(1110, 1112, '0')",21.217,0.000,0,21.140,4.307,0.000,0.706,13.125,1,3,0.203,0,0.218,0.154,28.800,3.214,0.024,21.748,0.489
"(1110, 1483, '0')",21.314,0.000,0,21.140,4.009,0.000,0.715,13.125,1,8,0.188,0,0.206,0.147,28.800,3.214,0.022,21.748,0.092
"(1111, 1483, '0')",20.719,0.000,0,18.622,4.767,0.000,0.758,13.125,0,4,0.230,0,0.291,0.221,28.800,3.217,0.049,22.991,0.092
"(1111, 1132, '0')",30.000,0.000,0,30.000,0.000,0.000,0.245,13.125,0,0,0.000,0,0.000,0.000,28.800,0.000,0.000,30.000,0.245
"(530, 1132, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,16.801,0,0,0.000,0,0.000,0.000,22.800,0.000,0.000,99999.000,0.000
"(1111, 1478, '0')",20.719,0.000,0,18.622,4.767,0.000,0.758,13.125,0,4,0.230,0,0.291,0.221,28.800,3.217,0.049,22.991,0.307
"(1479, 1478, '0')",21.314,0.000,0,21.140,4.009,0.000,0.715,13.125,1,8,0.188,0,0.206,0.147,28.800,3.214,0.022,21.748,0.181
"(1112, 1113, '0')",21.217,0.000,0,21.140,4.307,0.000,0.706,36.042,1,3,0.203,0,0.218,0.154,24.600,3.214,0.024,21.748,0.103
"(1126, 1113, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,36.042,2,11,0.162,0,0.203,0.246,24.600,2.905,0.060,21.748,0.177
"(1127, 1113, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,36.042,2,11,0.167,0,0.183,0.243,24.600,3.031,0.059,21.127,0.094
"(1113, 1127, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,36.042,2,11,0.162,0,0.203,0.246,24.600,2.905,0.060,21.748,0.094
"(1114, 1127, '0')",12.738,0.000,0,12.635,3.754,0.000,0.341,36.042,1,2,0.295,0,0.361,0.123,24.600,3.225,0.015,14.913,0.094
"(1113, 1126, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,36.042,2,11,0.167,0,0.183,0.243,24.600,3.031,0.059,21.127,0.207
"(1117, 1126, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,36.042,2,11,0.162,0,0.203,0.246,24.600,2.905,0.060,21.748,0.207
"(1114, 1128, '0')",18.602,0.000,0,21.431,5.995,0.000,0.238,24.444,1,2,0.322,0,0.418,0.099,41.300,2.905,0.010,21.748,0.123
"(1129, 1128, '0')",16.078,0.000,0,13.592,3.171,0.000,0.911,24.444,2,5,0.197,1,0.191,0.174,41.300,2.629,0.030,15.534,0.380
"(1114, 1111, '0')",23.146,0.000,0,18.622,3.925,0.000,0.664,36.042,1,3,0.170,0,0.213,0.141,24.600,3.217,0.020,22.991,0.598
"(1132, 1111, '0')",20.719,0.000,0,18.622,4.767,0.000,0.758,13.125,0,4,0.230,0,0.291,0.221,28.800,3.217,0.049,22.991,0.245
"(1483, 1111, '0')",30.000,0.000,0,30.000,0.000,0.000,0.092,13.125,0,0,0.000,0,0.000,0.000,28.800,0.000,0.000,30.000,0.092
"(525, 1129, '0')",16.078,0.000,0,13.592,3.171,0.000,0.911,16.801,2,5,0.197,1,0.191,0.174,22.800,2.629,0.030,15.534,0.000
"(1128, 1129, '0')",19.075,0.000,0,18.214,2.718,0.000,0.758,24.444,2,5,0.143,1,0.157,0.119,41.300,2.009,0.014,18.641,0.380
"(1116, 1122, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,29.375,2,11,0.162,0,0.203,0.246,24.700,2.905,0.060,21.748,0.187
"(1453, 1122, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,29.375,2,11,0.167,0,0.183,0.243,24.700,3.031,0.059,21.127,0.079
"(1116, 1103, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,29.375,2,11,0.167,0,0.183,0.243,24.700,3.031,0.059,21.127,0.157
"(1121, 1103, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,14.243,2,11,0.162,0,0.203,0.246,24.900,2.905,0.060,21.748,0.155
"(1124, 1103, '0')",18.305,0.000,0,19.780,4.916,0.000,0.196,14.243,2,2,0.269,0,0.336,0.066,24.900,3.073,0.004,19.884,0.121
"(1125, 1103, '0')",17.580,0.000,0,14.414,4.836,0.000,0.202,14.243,2,2,0.275,0,0.273,0.055,24.900,4.093,0.003,14.913,0.113
"(1117, 1454, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,29.375,2,11,0.167,0,0.183,0.243,24.700,3.031,0.059,21.127,0.181
"(1452, 1454, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,29.375,2,11,0.162,0,0.203,0.246,24.700,2.905,0.060,21.748,0.086
"(526, 1185, '0')",26.065,0.000,0,24.039,4.541,0.000,0.448,14.707,1,7,0.174,0,0.181,0.081,23.600,3.059,0.007,26.098,0.000
"(1178, 1185, '0')",24.091,0.000,0,23.237,3.362,0.000,0.684,25.851,1,7,0.140,0,0.164,0.112,33.100,2.196,0.013,24.233,0.598
"(1121, 1120, '0')",23.185,0.000,0,21.923,5.157,0.000,1.010,14.243,1,8,0.222,0,0.264,0.267,24.900,3.626,0.071,24.233,0.530
"(1460, 1120, '0')",25.657,0.000,0,21.431,4.015,0.000,0.885,14.243,2,8,0.156,0,0.154,0.136,24.900,2.905,0.019,21.748,0.241
"(1122, 1453, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,29.375,2,11,0.162,0,0.203,0.246,24.700,2.905,0.060,21.748,0.079
"(1455, 1453, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,29.375,2,11,0.167,0,0.183,0.243,24.700,3.031,0.059,21.127,0.094
"(1123, 1149, '0')",15.515,0.000,0,14.414,3.488,0.000,0.529,25.132,0,2,0.225,0,0.221,0.117,26.400,4.093,0.014,14.913,0.119
"(1171, 1149, '0')",17.631,0.000,0,19.780,4.612,0.000,0.478,25.132,0,2,0.262,0,0.288,0.138,26.400,3.073,0.019,19.884,0.121
"(1125, 1439, '0')",21.877,0.000,0,19.780,5.873,0.000,0.219,14.243,0,2,0.268,0,0.379,0.083,24.900,3.073,0.007,19.884,0.086
"(1436, 1439, '0')",26.272,0.000,0,22.692,4.871,0.000,0.329,14.243,2,4,0.185,1,0.173,0.057,24.900,2.304,0.003,22.991,0.512
"(1126, 1117, '0')",20.402,0.000,0,18.641,3.397,0.000,1.328,36.042,2,11,0.167,0,0.183,0.243,24.600,3.031,0.059,21.127,0.207
"(1454, 1117, '0')",22.434,0.000,0,21.431,3.624,0.000,1.210,29.375,2,11,0.162,0,0.203,0.246,24.700,2.905,0.060,21.748,0.181
"(1129, 1580, '0')",19.075,0.000,0,18.214,2.718,0.000,0.758,24.444,2,5,0.143,1,0.157,0.119,41.300,2.009,0.014,18.641,0.000
"(1132, 1586, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,16.801,0,0,0.000,0,0.000,0.000,22.800,0.000,0.000,99999.000,0.000
"(1133, 1110, '0')",21.314,0.000,0,21.140,4.009,0.000,0.715,13.125,1,8,0.188,0,0.206,0.147,28.800,3.214,0.022,21.748,0.212
"(1479, 1110, '0')",21.314,0.000,0,21.140,4.009,0.000,0.715,13.125,1,8,0.188,0,0.206,0.147,28.800,3.214,0.022,21.748,0.307
"(1483, 1110, '0')",30.000,0.000,0,30.000,0.000,0.000,0.092,13.125,0,0,0.000,0,0.000,0.000,28.800,0.000,0.000,30.000,0.092
"(1134, 1136, '0')",16.751,0.000,0,16.149,2.091,0.000,0.227,24.471,0,5,0.125,0,0.121,0.027,28.000,1.775,0.001,18.020,0.168
"(1137, 1136, '0')",16.434,0.000,0,13.938,3.263,0.000,0.238,13.125,0,2,0.199,0,0.226,0.054,28.800,1.996,0.003,16.156,0.254
"(1134, 1469, '0')",16.751,0.000,0,16.149,2.091,0.000,0.227,24.471,0,5,0.125,0,0.121,0.027,28.000,1.775,0.001,18.020,0.059
"(1465, 1469, '0')",16.751,0.000,0,16.149,2.091,0.000,0.227,50.641,0,5,0.125,0,0.121,0.027,41.800,1.775,0.001,18.020,0.096
"(1136, 1134, '0')",13.683,0.000,0,13.938,3.813,0.000,0.305,24.471,0,5,0.279,0,0.447,0.137,28.000,1.996,0.019,16.156,0.168
"(1469, 1134, '0')",13.683,0.000,0,13.938,3.813,0.000,0.305,24.471,0,5,0.279,0,0.447,0.137,28.000,1.996,0.019,16.156,0.059
"(1138, 409, '0')",17.638,0.000,0,16.149,3.047,0.000,0.819,13.125,0,7,0.173,0,0.176,0.144,28.800,1.775,0.021,18.020,0.076
"(1139, 409, '0')",16.324,0.000,0,13.938,2.877,0.000,0.891,13.125,0,7,0.176,0,0.210,0.187,28.800,1.996,0.035,16.156,0.148
"(1148, 409, '0')",20.719,0.000,0,18.622,4.767,0.000,0.758,13.125,0,4,0.230,0,0.291,0.221,28.800,3.217,0.049,22.991,0.095
"(1139, 1140, '0')",17.638,0.000,0,16.149,3.047,0.000,0.819,16.801,0,7,0.173,0,0.176,0.144,22.800,1.775,0.021,18.020,0.161
"(1141, 1140, '0')",16.324,0.000,0,13.938,2.877,0.000,0.891,16.801,0,7,0.176,0,0.210,0.187,22.800,1.996,0.035,16.156,0.128
"(1140, 1141, '0')",17.638,0.000,0,16.149,3.047,0.000,0.819,16.801,0,7,0.173,0,0.176,0.144,22.800,1.775,0.021,18.020,0.128
"(533, 1141, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,16.801,0,0,0.000,0,0.000,0.000,22.800,0.000,0.000,99999.000,0.000
"(1141, 1594, '0')",17.638,0.000,0,16.149,3.047,0.000,0.819,16.801,0,7,0.173,0,0.176,0.144,22.800,1.775,0.021,18.020,0.000
"(1143, 1147, '0')",18.661,0.000,0,16.609,5.059,0.000,0.524,13.125,1,5,0.271,0,0.310,0.163,28.800,3.981,0.026,19.884,0.359
"(1147, 535, '0')",18.661,0.000,0,16.609,5.059,0.000,0.524,13.125,1,5,0.271,0,0.310,0.163,28.800,3.981,0.026,19.884,0.000
"(1149, 1171, '0')",15.515,0.000,0,14.414,3.488,0.000,0.529,25.132,0,2,0.225,0,0.221,0.117,26.400,4.093,0.014,14.913,0.121
"(1170, 1171, '0')",18.182,0.000,0,19.780,4.674,0.000,0.321,25.132,1,1,0.257,0,0.337,0.108,26.400,3.073,0.012,19.884,0.121
"(1150, 1467, '0')",17.936,0.000,0,15.107,3.953,0.000,0.534,50.641,1,5,0.220,0,0.276,0.148,41.800,2.726,0.022,19.263,0.124
"(1468, 1467, '0')",17.347,0.000,0,14.479,5.014,0.000,0.570,50.641,1,5,0.289,0,0.336,0.192,41.800,1.749,0.037,18.020,0.065
"(1150, 1156, '0')",17.347,0.000,0,14.479,5.014,0.000,0.570,50.641,1,5,0.289,0,0.336,0.192,41.800,1.749,0.037,18.020,0.265
"(1157, 1156, '0')",16.428,0.000,0,15.107,4.331,0.000,0.641,50.641,0,7,0.264,0,0.377,0.242,41.800,2.726,0.058,19.263,0.133
"(1150, 1609, '0')",17.936,0.000,0,15.107,3.953,0.000,0.534,50.641,1,5,0.220,0,0.276,0.148,41.800,2.726,0.022,19.263,0.000
"(1151, 422, '0')",15.910,0.000,0,14.479,4.441,0.000,0.668,24.471,1,7,0.279,0,0.303,0.202,28.000,1.749,0.041,18.020,0.257
"(1153, 422, '0')",30.000,0.000,0,30.000,0.000,0.000,0.107,50.641,0,3,0.000,0,0.000,0.000,41.800,0.000,0.000,30.000,0.107
"(1154, 422, '0')",14.635,0.000,0,14.414,3.988,0.000,0.394,25.132,1,4,0.273,0,0.312,0.123,26.400,4.093,0.015,14.913,0.063
"(1157, 422, '0')",18.842,0.000,0,19.780,4.205,0.000,0.103,50.641,1,3,0.223,0,0.313,0.032,41.800,3.073,0.001,19.884,0.133
"(1151, 1597, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(1152, 1170, '0')",18.182,0.000,0,19.780,4.674,0.000,0.321,25.132,1,1,0.257,0,0.337,0.108,26.400,3.073,0.012,19.884,0.140
"(1171, 1170, '0')",14.635,0.000,0,14.414,3.988,0.000,0.394,25.132,1,4,0.273,0,0.312,0.123,26.400,4.093,0.015,14.913,0.121
"(1174, 1170, '0')",25.000,0.000,0,25.000,0.000,0.000,0.260,25.132,0,0,0.000,0,0.000,0.000,26.400,0.000,0.000,25.000,0.260
"(1175, 1170, '0')",14.635,0.000,0,14.414,3.988,0.000,0.394,25.132,1,4,0.273,0,0.312,0.123,26.400,4.093,0.015,14.913,0.235
"(1154, 1152, '0')",18.842,0.000,0,19.780,4.205,0.000,0.103,25.132,1,3,0.223,0,0.313,0.032,26.400,3.073,0.001,19.884,0.121
"(1170, 1152, '0')",14.635,0.000,0,14.414,3.988,0.000,0.394,25.132,1,4,0.273,0,0.312,0.123,26.400,4.093,0.015,14.913,0.140
"(1156, 1150, '0')",17.936,0.000,0,15.107,3.953,0.000,0.534,50.641,1,5,0.220,0,0.276,0.148,41.800,2.726,0.022,19.263,0.265
"(1467, 1150, '0')",17.347,0.000,0,14.479,5.014,0.000,0.570,50.641,1,5,0.289,0,0.336,0.192,41.800,1.749,0.037,18.020,0.147
"(1092, 1150, '0')",17.936,0.000,0,15.107,3.953,0.000,0.534,50.641,1,5,0.220,0,0.276,0.148,41.800,2.726,0.022,19.263,0.000
"(1159, 1598, '0')",18.311,0.000,0,13.366,4.520,0.000,0.788,50.641,2,6,0.247,0,0.241,0.190,41.800,2.028,0.036,16.777,0.000
"(1160, 1168, '0')",17.709,0.000,0,19.185,3.859,0.000,0.920,25.851,2,4,0.218,0,0.282,0.260,33.100,1.626,0.067,18.020,0.125
"(1167, 1168, '0')",23.399,0.000,0,22.861,4.863,0.000,0.688,25.851,1,5,0.208,0,0.304,0.209,33.100,2.534,0.044,24.855,0.396
"(1160, 427, '0')",15.321,0.000,0,23.981,7.283,0.000,0.068,27.250,0,1,0.475,0,0.892,0.061,25.900,3.098,0.004,24.855,0.312
"(1160, 1166, '0')",20.421,0.000,0,17.379,4.502,0.000,0.789,25.851,2,4,0.220,0,0.202,0.159,33.100,2.108,0.025,18.020,0.180
"(1165, 1166, '0')",17.709,0.000,0,19.185,3.859,0.000,0.920,50.144,2,4,0.218,0,0.282,0.260,35.600,1.626,0.067,18.020,0.180
"(1160, 1164, '0')",28.648,0.000,0,24.797,4.894,0.000,0.959,25.851,2,6,0.171,1,0.236,0.226,33.100,2.557,0.051,27.962,0.150
"(1163, 1164, '0')",24.861,0.000,0,23.981,5.048,0.000,1.126,25.851,2,6,0.203,1,0.312,0.352,33.100,3.098,0.124,24.855,0.349
"(538, 1165, '0')",17.709,0.000,0,19.185,3.859,0.000,0.920,50.144,2,4,0.218,0,0.282,0.260,35.600,1.626,0.067,18.020,0.000
"(1166, 1165, '0')",20.421,0.000,0,17.379,4.502,0.000,0.789,50.144,2,4,0.220,0,0.202,0.159,35.600,2.108,0.025,18.020,0.180
"(1162, 1179, '0')",24.428,0.000,0,23.793,5.628,0.000,0.638,25.851,1,5,0.230,0,0.289,0.184,33.100,2.888,0.034,25.476,0.137
"(1178, 1179, '0')",21.994,0.000,0,22.059,5.247,0.000,0.781,25.851,0,7,0.239,0,0.268,0.209,33.100,3.954,0.044,24.233,0.154
"(1180, 1179, '0')",23.185,0.000,0,21.923,5.157,0.000,1.010,14.243,1,8,0.222,0,0.264,0.267,24.900,3.626,0.071,24.233,0.174
"(1182, 1179, '0')",25.670,0.000,0,24.829,4.919,0.000,0.593,21.600,1,5,0.192,0,0.219,0.130,26.000,2.166,0.017,26.098,0.137
"(1162, 1188, '0')",25.670,0.000,0,24.829,4.919,0.000,0.593,25.851,1,5,0.192,0,0.219,0.130,33.100,2.166,0.017,26.098,0.374
"(1189, 1188, '0')",25.483,0.000,0,24.389,4.458,0.000,0.615,25.851,1,5,0.175,0,0.181,0.111,33.100,2.590,0.012,25.476,0.092
"(1163, 1599, '0')",28.648,0.000,0,24.797,4.894,0.000,0.959,50.144,2,6,0.171,1,0.236,0.226,35.600,2.557,0.051,27.962,0.000
"(1165, 1600, '0')",20.421,0.000,0,17.379,4.502,0.000,0.789,50.144,2,4,0.220,0,0.202,0.159,35.600,2.108,0.025,18.020,0.000
"(1167, 1189, '0')",25.483,0.000,0,24.389,4.458,0.000,0.615,25.851,1,5,0.175,0,0.181,0.111,33.100,2.590,0.012,25.476,0.086
"(1188, 1189, '0')",23.399,0.000,0,22.861,4.863,0.000,0.688,25.851,1,5,0.208,0,0.304,0.209,33.100,2.534,0.044,24.855,0.092
"(1190, 1189, '0')",30.000,0.000,0,30.000,0.000,0.000,0.393,27.250,0,0,0.000,0,0.000,0.000,25.900,0.000,0.000,30.000,0.393
"(1191, 1189, '0')",30.000,0.000,0,30.000,0.000,0.000,0.447,25.851,0,0,0.000,0,0.000,0.000,33.100,0.000,0.000,30.000,0.447
"(1168, 1167, '0')",25.483,0.000,0,24.389,4.458,0.000,0.615,25.851,1,5,0.175,0,0.181,0.111,33.100,2.590,0.012,25.476,0.396
"(1189, 1167, '0')",23.399,0.000,0,22.861,4.863,0.000,0.688,25.851,1,5,0.208,0,0.304,0.209,33.100,2.534,0.044,24.855,0.086
"(1169, 407, '0')",14.182,0.000,0,15.722,4.601,0.000,0.557,27.250,1,3,0.324,0,0.344,0.192,25.900,3.430,0.037,16.156,0.145
"(1170, 1175, '0')",18.182,0.000,0,19.780,4.674,0.000,0.321,25.132,1,1,0.257,0,0.337,0.108,26.400,3.073,0.012,19.884,0.235
"(540, 1175, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(1170, 1174, '0')",18.182,0.000,0,19.780,4.674,0.000,0.321,25.132,1,1,0.257,0,0.337,0.108,26.400,3.073,0.012,19.884,0.260
"(541, 1174, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,25.132,0,0,0.000,0,0.000,0.000,26.400,0.000,0.000,99999.000,0.000
"(1174, 1593, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,25.132,0,0,0.000,0,0.000,0.000,26.400,0.000,0.000,99999.000,0.000
"(1175, 1592, '0')",99999.000,0.000,0,99999.000,0.000,0.000,0.000,24.471,0,0,0.000,0,0.000,0.000,28.000,0.000,0.000,99999.000,0.000
"(1177, 1421, '0')",24.777,0.000,0,24.195,4.615,0.000,1.267,23.867,2,10,0.186,1,0.261,0.330,21.300,2.337,0.109,24.855,0.497
"(1177, 1183, '0')",25.865,0.000,0,24.143,4.726,0.000,1.196,21.600,2,14,0.183,2,0.198,0.237,26.000,1.900,0.056,26.719,0.121
"(1181, 1183, '0')",27.554,0.000,0,24.195,4.293,0.000,1.113,21.600,2,14,0.156,1,0.181,0.201,26.000,2.337,0.041,24.855,0.481
"(1177, 1176, '0')",22.881,0.000,0,23.476,6.864,0.000,0.352,21.600,1,2,0.300,0,0.435,0.153,26.000,3.741,0.023,24.855,0.098
"(1184, 1176, '0')",23.975,0.000,0,22.136,4.419,0.000,1.282,21.600,4,5,0.184,0,0.188,0.241,26.000,2.443,0.058,24.855,0.575
"(1179, 1182, '0')",24.428,0.000,0,23.793,5.628,0.000,0.638,21.600,1,5,0.230,0,0.289,0.184,26.000,2.888,0.034,25.476,0.137
