key,tt_sd,speed_ref_avg,speed_avg,speed_sd,tt_var,tt_cv,incidents,bus_stops,median_inc,median_age,intersections,tt_avg,speed_ref_sd,tt_sd_adj,speed_hist_sd,speed_hist_avg,road_closures,speed_cv,tf
"(509, 1326, '0')",0.134,29.826,29.832,3.940,0.018,0.133,0,2,45.536,33.100,5,1.008,0.000,0,3.541,28.421,0.000,0.132,0.174
"(509, 1620, '0')",0.078,31.069,29.703,6.718,0.006,0.225,0,1,45.536,33.100,3,0.348,0.000,0,4.635,28.467,0.000,0.226,0.217
"(509, 888, '0')",0.117,26.098,25.198,5.110,0.014,0.194,0,1,30.907,26.700,2,0.600,0.000,0,4.323,24.408,0.000,0.203,0.393
"(611, 888, '0')",0.117,26.098,25.198,5.110,0.014,0.194,0,1,30.907,26.700,2,0.600,0.000,0,4.323,24.408,0.000,0.203,0.000
"(528, 527, '0')",0.009,65.865,68.176,1.886,0.000,0.037,3,0,30.907,26.700,2,0.253,0.000,0,3.993,64.590,0.000,0.028,0.269
"(528, 155, '0')",0.014,65.865,67.496,1.911,0.000,0.030,1,0,30.907,26.700,1,0.466,0.000,0,4.234,63.820,0.000,0.028,0.154
"(539, 41, '0')",0.012,65.865,67.995,1.942,0.000,0.034,2,0,36.974,29.000,1,0.358,0.000,0,2.210,65.775,0.000,0.029,0.211
"(539, 222, '0')",0.036,24.855,25.263,3.719,0.001,0.154,0,0,36.974,29.000,4,0.232,0.000,0,4.241,22.531,0.000,0.147,0.066
"(546, 545, '0')",0.102,19.884,25.392,4.307,0.010,0.207,1,0,30.907,26.700,1,0.495,0.000,0,5.483,19.955,0.000,0.170,0.182
"(546, 259, '0')",0.102,19.884,25.392,4.307,0.010,0.207,1,0,30.907,26.700,1,0.495,0.000,0,5.483,19.955,0.000,0.170,0.160
"(547, 217, '0')",0.014,65.865,67.496,1.911,0.000,0.030,1,0,30.907,26.700,1,0.466,0.000,0,4.234,63.820,0.000,0.028,0.160
"(554, 542, '0')",0.015,65.244,67.082,2.274,0.000,0.044,1,0,36.974,29.000,1,0.341,0.000,0,3.114,63.865,0.000,0.034,0.111
"(556, 554, '0')",0.015,65.244,67.082,2.274,0.000,0.044,1,0,36.974,29.000,1,0.341,0.000,0,3.114,63.865,0.000,0.034,0.158
"(556, 152, '0')",0.015,65.244,67.082,2.274,0.000,0.044,1,0,36.974,29.000,1,0.341,0.000,0,3.114,63.865,0.000,0.034,0.104
"(559, 227, '0')",0.063,31.069,33.632,6.582,0.004,0.184,0,1,66.653,34.400,5,0.342,0.000,0,4.666,30.124,0.000,0.196,0.154
"(702, 227, '0')",0.078,37.282,36.195,7.691,0.006,0.191,0,0,66.653,34.400,4,0.407,0.000,0,5.096,34.842,0.000,0.213,0.210
"(704, 227, '0')",0.013,21.748,21.353,4.311,0.000,0.307,0,1,66.653,34.400,3,0.042,0.000,0,4.890,19.651,0.000,0.202,0.092
"(705, 227, '0')",0.063,31.069,33.632,6.582,0.004,0.184,0,1,66.653,34.400,5,0.342,0.000,0,4.666,30.124,0.000,0.196,0.133
"(568, 770, '0')",0.166,27.962,25.399,7.356,0.028,0.271,0,2,39.191,28.700,4,0.614,0.000,0,4.870,25.379,0.000,0.290,0.170
"(774, 770, '0')",0.163,26.098,23.638,6.373,0.027,0.256,0,3,39.191,28.700,4,0.636,0.000,0,5.244,22.376,0.000,0.270,0.167
"(783, 770, '0')",0.114,24.233,25.282,3.062,0.013,0.129,0,0,39.191,28.700,3,0.880,0.000,0,2.117,23.875,0.000,0.121,0.179
"(787, 770, '0')",0.127,24.855,26.104,3.410,0.016,0.149,0,0,39.191,28.700,3,0.851,0.000,0,4.081,23.255,0.000,0.131,0.218
"(583, 585, '0')",0.009,60.894,65.445,2.098,0.000,0.033,3,0,41.544,28.300,1,0.269,0.000,0,0.769,60.720,0.000,0.032,0.137
"(584, 588, '0')",0.027,60.894,65.652,2.191,0.001,0.035,2,0,27.188,37.600,1,0.777,0.000,0,0.683,60.797,0.000,0.033,0.397
"(585, 591, '0')",0.011,60.894,65.115,2.131,0.000,0.051,0,0,41.544,28.300,0,0.209,0.000,0,0.659,60.752,0.000,0.033,0.144
"(586, 584, '0')",0.012,60.894,65.561,2.008,0.000,0.037,3,0,41.544,28.300,1,0.316,0.000,0,0.647,60.888,0.000,0.031,0.140
"(587, 583, '0')",0.101,36.040,33.625,6.083,0.010,0.223,2,0,27.188,37.600,1,0.451,0.000,0,3.100,35.263,0.000,0.181,0.395
"(588, 291, '0')",0.027,60.894,65.652,2.191,0.001,0.035,2,0,27.188,37.600,1,0.777,0.000,0,0.683,60.797,0.000,0.033,0.000
"(292, 587, '0')",0.028,60.894,65.037,2.326,0.001,0.038,2,0,27.188,37.600,1,0.735,0.000,0,0.778,60.655,0.000,0.036,0.000
"(591, 593, '0')",0.011,60.894,65.115,2.131,0.000,0.051,0,0,41.544,28.300,0,0.209,0.000,0,0.659,60.752,0.000,0.033,0.590
"(592, 586, '0')",0.012,60.894,65.561,2.008,0.000,0.037,3,0,41.544,28.300,1,0.316,0.000,0,0.647,60.888,0.000,0.031,0.140
"(593, 595, '0')",0.014,60.894,64.836,2.154,0.000,0.032,0,0,41.544,28.300,1,0.427,0.000,0,0.641,60.525,0.000,0.033,0.190
"(594, 626, '0')",0.020,60.273,64.396,2.070,0.000,0.033,2,0,41.544,28.300,6,0.628,0.000,0,0.409,60.357,0.000,0.032,0.167
"(595, 597, '0')",0.024,60.894,64.254,2.936,0.001,0.051,0,0,30.543,28.900,2,0.467,0.000,0,2.265,60.428,0.000,0.046,0.090
"(596, 594, '0')",0.020,60.273,64.396,2.070,0.000,0.033,2,0,41.544,28.300,6,0.628,0.000,0,0.409,60.357,0.000,0.032,0.190
"(597, 618, '0')",0.024,60.894,64.254,2.936,0.001,0.051,0,0,30.543,28.900,2,0.467,0.000,0,2.265,60.428,0.000,0.046,0.277
"(597, 599, '0')",0.024,60.894,64.254,2.936,0.001,0.051,0,0,30.543,28.900,2,0.467,0.000,0,2.265,60.428,0.000,0.046,0.434
"(598, 596, '0')",0.020,60.273,64.396,2.070,0.000,0.033,2,0,30.543,28.900,6,0.628,0.000,0,0.409,60.357,0.000,0.032,0.090
"(599, 601, '0')",0.037,57.788,59.050,4.323,0.001,0.077,3,0,30.543,28.900,4,0.481,0.000,0,1.452,57.542,0.000,0.073,0.154
"(600, 598, '0')",0.020,60.273,64.396,2.070,0.000,0.033,2,0,30.543,28.900,6,0.628,0.000,0,0.409,60.357,0.000,0.032,0.434
"(621, 598, '0')",0.020,60.273,64.396,2.070,0.000,0.033,2,0,30.543,28.900,6,0.628,0.000,0,0.409,60.357,0.000,0.032,0.093
"(602, 600, '0')",0.020,60.273,64.396,2.070,0.000,0.033,2,0,30.543,28.900,6,0.628,0.000,0,0.409,60.357,0.000,0.032,0.154
"(603, 1194, '0')",0.022,60.894,64.629,2.080,0.000,0.032,2,0,30.543,28.900,7,0.684,0.000,0,0.382,60.564,0.000,0.032,0.000
"(604, 657, '0')",0.033,57.788,60.202,3.915,0.001,0.067,0,1,30.543,28.900,2,0.486,0.000,0,1.071,57.626,0.000,0.065,0.179
"(604, 602, '0')",0.033,57.788,60.202,3.915,0.001,0.067,0,1,30.543,28.900,2,0.486,0.000,0,1.071,57.626,0.000,0.065,0.198
"(626, 592, '0')",0.012,60.894,65.561,2.008,0.000,0.037,3,0,41.544,28.300,1,0.316,0.000,0,0.647,60.888,0.000,0.031,0.423
"(1198, 1619, '0')",0.019,62.758,66.416,2.392,0.000,0.042,1,0,23.611,45.000,7,0.461,0.000,0,1.386,62.370,0.000,0.036,0.000
"(631, 635, '0')",0.019,62.758,66.416,2.392,0.000,0.042,1,0,23.611,45.000,7,0.461,0.000,0,1.386,62.370,0.000,0.036,0.340
"(632, 1197, '0')",0.018,60.894,65.749,3.183,0.000,0.060,8,0,23.611,45.000,5,0.304,0.000,0,3.269,60.383,0.000,0.048,0.000
"(633, 637, '0')",0.009,62.758,66.474,2.184,0.000,0.035,5,1,24.444,41.300,1,0.270,0.000,0,1.223,62.746,0.000,0.033,0.175
"(634, 636, '0')",0.010,62.758,66.299,2.212,0.000,0.039,0,2,24.444,41.300,3,0.264,0.000,0,2.136,62.370,0.000,0.033,0.119
"(635, 633, '0')",0.009,62.758,66.474,2.184,0.000,0.035,5,1,24.444,41.300,1,0.270,0.000,0,1.223,62.746,0.000,0.033,0.118
"(636, 632, '0')",0.010,62.758,66.299,2.212,0.000,0.039,0,2,23.611,45.000,3,0.264,0.000,0,2.136,62.370,0.000,0.033,0.340
"(637, 1096, '0')",0.061,37.282,34.266,5.604,0.004,0.180,3,0,24.444,41.300,3,0.336,0.000,0,3.644,36.234,0.000,0.164,0.271
"(637, 639, '0')",0.061,37.282,34.266,5.604,0.004,0.180,3,0,24.444,41.300,3,0.336,0.000,0,3.644,36.234,0.000,0.164,0.330
"(638, 634, '0')",0.010,64.001,66.953,1.934,0.000,0.040,4,0,24.444,41.300,3,0.236,0.000,0,1.885,63.153,0.000,0.029,0.175
"(1094, 634, '0')",0.010,64.001,66.953,1.934,0.000,0.040,4,0,24.444,41.300,3,0.236,0.000,0,1.885,63.153,0.000,0.029,0.168
"(639, 641, '0')",0.091,31.690,31.748,6.057,0.008,0.231,0,0,36.042,24.600,3,0.394,0.000,0,7.193,28.149,0.000,0.191,0.147
"(1101, 641, '0')",0.091,31.690,31.748,6.057,0.008,0.231,0,0,29.375,24.700,3,0.394,0.000,0,7.193,28.149,0.000,0.191,0.294
"(641, 86, '0')",0.007,62.758,66.066,2.347,0.000,0.031,0,0,29.375,24.700,0,0.222,0.000,0,1.189,62.428,0.000,0.036,0.196
"(296, 577, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,31.779,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(297, 662, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,25.132,26.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1123, 662, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,25.132,26.400,0,0.404,0.000,0,0.000,30.000,0.000,0.000,0.404
"(647, 294, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,31.779,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(662, 1123, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,25.132,26.400,0,0.404,0.000,0,0.000,30.000,0.000,0.000,0.404
"(1124, 1123, '0')",0.021,18.020,18.673,3.559,0.000,0.193,0,0,25.132,26.400,2,0.108,0.000,0,4.142,16.609,0.000,0.191,0.568
"(1131, 1123, '0')",0.084,18.020,18.673,3.559,0.007,0.192,0,0,25.132,26.400,2,0.435,0.000,0,4.142,16.609,0.000,0.191,0.198
"(1149, 1123, '0')",0.050,21.748,22.227,3.042,0.002,0.138,0,0,25.132,26.400,2,0.359,0.000,0,2.713,20.471,0.000,0.137,0.119
"(662, 1589, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,25.132,26.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(665, 433, '0')",0.042,16.777,17.897,2.727,0.002,0.137,0,0,20.750,29.300,2,0.304,0.000,0,3.536,16.805,0.000,0.152,0.147
"(668, 341, '0')",0.046,26.098,23.153,9.594,0.002,0.409,0,0,20.750,29.300,1,0.111,0.000,0,11.057,22.059,0.000,0.414,0.263
"(671, 937, '0')",0.019,26.719,26.687,2.944,0.000,0.124,0,0,42.205,21.100,2,0.156,0.000,0,2.434,25.418,0.000,0.110,0.116
"(987, 937, '0')",0.020,26.098,27.703,3.160,0.000,0.133,0,0,42.500,36.500,2,0.148,0.000,0,2.962,24.584,0.000,0.114,0.112
"(989, 937, '0')",0.175,27.340,29.425,5.405,0.031,0.170,0,2,42.500,36.500,5,1.033,0.000,0,5.259,26.473,0.000,0.184,0.126
"(990, 937, '0')",0.196,26.098,27.133,5.184,0.038,0.175,0,2,42.205,21.100,4,1.123,0.000,0,2.928,23.884,0.000,0.191,0.137
"(675, 1440, '0')",0.027,24.855,25.735,3.808,0.001,0.174,0,2,24.432,39.300,2,0.153,0.000,0,2.586,22.971,0.000,0.148,0.084
"(1443, 1440, '0')",0.020,26.719,26.434,3.196,0.000,0.135,0,0,24.432,39.300,2,0.146,0.000,0,2.452,25.295,0.000,0.121,0.362
"(675, 1066, '0')",0.007,26.719,26.434,3.196,0.000,0.095,0,0,24.432,39.300,2,0.072,0.000,0,2.452,25.295,0.000,0.121,0.071
"(1104, 1066, '0')",0.078,23.612,25.483,3.531,0.006,0.132,0,2,37.414,23.400,5,0.595,0.000,0,3.446,22.311,0.000,0.139,0.108
"(1105, 1066, '0')",0.089,22.991,23.852,3.234,0.008,0.140,0,2,24.432,39.300,5,0.638,0.000,0,2.335,21.748,0.000,0.136,0.082
"(1106, 1066, '0')",0.012,21.748,22.227,3.042,0.000,0.145,0,0,24.432,39.300,2,0.083,0.000,0,2.713,20.471,0.000,0.137,0.075
"(676, 174, '0')",0.023,62.758,64.888,2.049,0.001,0.035,0,0,20.153,22.400,9,0.658,0.000,0,2.892,61.568,0.000,0.032,0.229
"(677, 149, '0')",0.029,65.244,65.367,2.659,0.001,0.044,0,0,39.191,28.700,2,0.668,0.000,0,3.734,64.047,0.000,0.041,0.351
"(680, 696, '0')",0.014,67.108,68.765,1.983,0.000,0.040,0,0,37.414,27.200,1,0.350,0.000,0,3.140,65.354,0.000,0.029,0.124
"(681, 680, '0')",0.010,65.244,67.212,1.966,0.000,0.029,0,0,37.414,27.200,2,0.328,0.000,0,2.711,63.768,0.000,0.029,0.156
"(682, 685, '0')",0.072,31.690,30.680,6.226,0.005,0.219,0,0,49.850,25.300,1,0.329,0.000,0,5.593,29.390,0.000,0.203,0.197
"(683, 684, '0')",0.014,67.108,68.765,1.983,0.000,0.040,0,0,55.769,32.000,1,0.350,0.000,0,3.140,65.354,0.000,0.029,0.112
"(684, 682, '0')",0.012,67.108,68.377,2.272,0.000,0.032,2,0,49.850,25.300,1,0.378,0.000,0,3.245,65.924,0.000,0.033,0.478
"(685, 335, '0')",0.072,31.690,30.680,6.226,0.005,0.219,0,0,22.098,27.600,1,0.329,0.000,0,5.593,29.390,0.000,0.203,0.295
"(687, 695, '0')",0.016,65.865,67.749,2.269,0.000,0.038,4,0,55.769,32.000,2,0.435,0.000,0,2.806,64.940,0.000,0.033,0.309
"(688, 689, '0')",0.054,44.739,43.936,5.309,0.003,0.143,0,0,37.414,27.200,3,0.380,0.000,0,4.499,42.234,0.000,0.121,0.158
"(689, 338, '0')",0.009,65.244,66.836,2.059,0.000,0.037,0,0,21.114,36.700,2,0.234,0.000,0,3.797,63.121,0.000,0.031,0.365
"(690, 691, '0')",0.000,65.000,65.000,0.000,0.000,0.000,0,0,49.850,25.300,0,0.477,0.000,0,0.000,65.000,0.000,0.000,0.477
"(691, 687, '0')",0.000,65.000,65.000,0.000,0.000,0.000,0,0,55.769,32.000,0,0.113,0.000,0,0.000,65.000,0.000,0.000,0.113
"(692, 690, '0')",0.000,65.000,65.000,0.000,0.000,0.000,0,0,49.850,25.300,0,0.197,0.000,0,0.000,65.000,0.000,0.000,0.197
"(298, 337, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,22.098,27.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(695, 688, '0')",0.016,65.865,67.749,2.269,0.000,0.038,4,0,37.414,27.200,2,0.435,0.000,0,2.806,64.940,0.000,0.033,0.123
"(696, 683, '0')",0.014,67.108,68.765,1.983,0.000,0.040,0,0,55.769,32.000,1,0.350,0.000,0,3.140,65.354,0.000,0.029,0.309
"(697, 295, '0')",0.019,65.244,67.801,2.066,0.000,0.031,2,0,21.600,26.000,4,0.620,0.000,0,2.207,63.781,0.000,0.030,0.238
"(698, 15, '0')",0.032,49.710,46.681,6.964,0.001,0.179,0,0,27.250,25.900,0,0.179,0.000,0,5.306,49.198,0.000,0.149,0.114
"(704, 707, '0')",0.063,26.098,24.764,4.403,0.004,0.178,0,1,66.653,34.400,4,0.355,0.000,0,4.338,23.075,0.000,0.178,0.082
"(705, 1223, '0')",0.075,24.855,24.648,3.231,0.006,0.145,0,0,66.653,34.400,2,0.516,0.000,0,4.165,24.374,0.000,0.131,0.000
"(706, 1193, '0')",0.078,37.282,36.195,7.691,0.006,0.191,0,0,66.653,34.400,4,0.407,0.000,0,5.096,34.842,0.000,0.213,0.193
"(706, 715, '0')",0.045,32.933,33.988,3.009,0.002,0.087,0,0,66.653,34.400,2,0.514,0.000,0,2.693,31.522,0.000,0.089,0.134
"(855, 715, '0')",0.097,29.826,29.463,4.320,0.009,0.159,0,0,115.893,55.700,2,0.606,0.000,0,3.754,28.065,0.000,0.147,0.265
"(706, 710, '0')",0.148,31.069,33.632,6.582,0.022,0.182,0,0,66.653,34.400,1,0.815,0.000,0,4.666,30.124,0.000,0.196,0.539
"(709, 105, '0')",0.052,37.282,36.195,7.691,0.003,0.194,0,0,66.653,34.400,4,0.269,0.000,0,5.096,34.842,0.000,0.213,0.178
"(710, 719, '0')",0.148,31.069,33.632,6.582,0.022,0.182,0,0,66.653,34.400,1,0.815,0.000,0,4.666,30.124,0.000,0.196,0.173
"(711, 703, '0')",0.079,31.069,33.632,6.582,0.006,0.182,0,1,74.402,34.700,3,0.436,0.000,0,4.666,30.124,0.000,0.196,0.146
"(306, 729, '0')",0.025,32.933,33.988,3.009,0.001,0.087,0,0,66.653,34.400,2,0.291,0.000,0,2.693,31.522,0.000,0.089,0.000
"(715, 855, '0')",0.045,32.933,33.988,3.009,0.002,0.087,0,0,115.893,55.700,2,0.514,0.000,0,2.693,31.522,0.000,0.089,0.265
"(318, 855, '0')",0.097,29.826,29.463,4.320,0.009,0.159,0,0,115.893,55.700,2,0.606,0.000,0,3.754,28.065,0.000,0.147,0.000
"(716, 717, '0')",0.144,37.282,36.195,7.691,0.021,0.192,0,0,66.653,34.400,2,0.750,0.000,0,5.096,34.842,0.000,0.213,0.377
"(718, 716, '0')",0.144,37.282,36.195,7.691,0.021,0.192,0,0,66.653,34.400,2,0.750,0.000,0,5.096,34.842,0.000,0.213,0.312
"(718, 722, '0')",0.005,37.904,36.836,4.811,0.000,0.205,0,0,66.653,34.400,1,0.024,0.000,0,3.829,37.502,0.000,0.131,0.122
"(820, 722, '0')",0.109,34.797,33.813,4.059,0.012,0.124,0,0,115.893,55.700,3,0.882,0.000,0,3.562,32.713,0.000,0.120,0.855
"(718, 720, '0')",0.090,40.389,41.004,6.525,0.008,0.146,0,0,66.653,34.400,1,0.618,0.000,0,5.044,38.214,0.000,0.159,0.186
"(719, 718, '0')",0.148,31.069,33.632,6.582,0.022,0.182,0,0,66.653,34.400,1,0.815,0.000,0,4.666,30.124,0.000,0.196,0.142
"(721, 718, '0')",0.136,37.282,36.195,7.691,0.018,0.191,0,0,66.653,34.400,2,0.711,0.000,0,5.096,34.842,0.000,0.213,0.147
"(722, 718, '0')",0.005,34.797,33.813,4.059,0.000,0.202,0,0,66.653,34.400,1,0.025,0.000,0,3.562,32.713,0.000,0.120,0.122
"(720, 822, '0')",0.090,40.389,41.004,6.525,0.008,0.146,0,0,66.653,34.400,1,0.618,0.000,0,5.044,38.214,0.000,0.159,0.593
"(722, 820, '0')",0.101,37.904,36.836,4.811,0.010,0.125,0,0,115.893,55.700,4,0.812,0.000,0,3.829,37.502,0.000,0.131,0.855
"(315, 820, '0')",0.109,34.797,33.813,4.059,0.012,0.124,0,0,80.127,40.600,3,0.882,0.000,0,3.562,32.713,0.000,0.120,0.000
"(317, 821, '0')",0.136,37.282,36.195,7.691,0.018,0.191,0,0,66.653,34.400,2,0.711,0.000,0,5.096,34.842,0.000,0.213,0.000
"(728, 311, '0')",0.014,39.768,40.085,1.856,0.000,0.043,0,0,66.653,34.400,2,0.325,0.000,0,1.581,40.027,0.000,0.046,0.000
"(733, 734, '0')",0.058,26.098,24.764,4.403,0.003,0.180,0,0,39.191,28.700,1,0.321,0.000,0,4.338,23.075,0.000,0.178,0.184
"(734, 735, '0')",0.058,26.098,24.764,4.403,0.003,0.180,0,0,39.191,28.700,1,0.321,0.000,0,4.338,23.075,0.000,0.178,0.152
"(740, 735, '0')",0.101,27.962,27.295,6.293,0.010,0.214,0,0,39.191,28.700,3,0.474,0.000,0,4.966,25.729,0.000,0.231,0.178
"(746, 735, '0')",0.097,24.855,24.835,4.267,0.009,0.160,0,2,41.681,36.900,2,0.608,0.000,0,4.084,22.544,0.000,0.172,0.171
"(748, 735, '0')",0.150,34.175,32.499,5.175,0.023,0.160,0,5,74.402,34.700,9,0.938,0.000,0,3.625,31.729,0.000,0.159,0.158
"(735, 740, '0')",0.096,27.962,26.389,5.577,0.009,0.196,0,0,39.191,28.700,3,0.489,0.000,0,2.924,25.405,0.000,0.211,0.179
"(742, 740, '0')",0.101,27.962,27.295,6.293,0.010,0.214,0,0,39.191,28.700,3,0.474,0.000,0,4.966,25.729,0.000,0.231,0.145
"(735, 745, '0')",0.111,26.098,24.764,4.403,0.012,0.181,0,1,39.191,28.700,0,0.614,0.000,0,4.338,23.075,0.000,0.178,0.387
"(735, 748, '0')",0.161,34.797,32.700,6.021,0.026,0.172,0,5,74.402,34.700,9,0.938,0.000,0,4.397,33.942,0.000,0.184,0.158
"(819, 748, '0')",0.150,34.175,32.499,5.175,0.023,0.160,0,5,74.402,34.700,9,0.938,0.000,0,3.625,31.729,0.000,0.159,0.441
"(735, 739, '0')",0.046,21.748,23.030,4.338,0.002,0.181,0,0,74.402,34.700,2,0.254,0.000,0,3.748,20.512,0.000,0.188,0.165
"(739, 972, '0')",0.046,21.748,23.030,4.338,0.002,0.181,0,0,74.402,34.700,2,0.254,0.000,0,3.748,20.512,0.000,0.188,0.179
"(971, 972, '0')",0.025,31.069,32.544,2.661,0.001,0.078,0,0,74.402,34.700,2,0.322,0.000,0,3.762,30.904,0.000,0.082,0.119
"(739, 969, '0')",0.040,21.748,21.353,4.311,0.002,0.226,0,0,74.402,34.700,2,0.178,0.000,0,4.890,19.651,0.000,0.202,0.289
"(973, 969, '0')",0.025,31.069,32.544,2.661,0.001,0.078,0,0,74.402,34.700,2,0.322,0.000,0,3.762,30.904,0.000,0.082,0.320
"(740, 741, '0')",0.096,27.962,26.389,5.577,0.009,0.196,0,0,39.191,28.700,3,0.489,0.000,0,2.924,25.405,0.000,0.211,0.104
"(741, 743, '0')",0.084,27.962,26.389,5.577,0.007,0.197,0,0,66.653,34.400,2,0.427,0.000,0,2.924,25.405,0.000,0.211,0.165
"(744, 743, '0')",0.090,27.962,26.467,5.960,0.008,0.208,0,0,93.828,31.100,3,0.430,0.000,0,4.429,26.052,0.000,0.225,0.225
"(751, 743, '0')",0.084,27.962,26.389,5.577,0.007,0.197,0,0,39.191,28.700,2,0.427,0.000,0,2.924,25.405,0.000,0.211,0.145
"(743, 751, '0')",0.027,65.244,65.742,2.187,0.001,0.036,0,1,39.191,28.700,3,0.757,0.000,0,2.670,63.451,0.000,0.033,0.128
"(322, 751, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(743, 742, '0')",0.090,27.962,26.467,5.960,0.008,0.208,0,0,39.191,28.700,3,0.430,0.000,0,4.429,26.052,0.000,0.225,0.123
"(745, 747, '0')",0.111,26.098,24.764,4.403,0.012,0.181,0,1,39.191,28.700,0,0.614,0.000,0,4.338,23.075,0.000,0.178,0.152
"(753, 747, '0')",0.101,16.777,16.084,4.378,0.010,0.403,0,0,41.681,36.900,2,0.250,0.000,0,4.398,15.468,0.000,0.272,0.142
"(755, 747, '0')",0.002,18.020,19.120,2.226,0.000,0.059,0,0,39.191,28.700,1,0.030,0.000,0,2.555,18.452,0.000,0.116,0.230
"(757, 747, '0')",0.099,27.962,27.424,5.243,0.010,0.176,0,1,41.681,36.900,2,0.564,0.000,0,4.656,25.256,0.000,0.191,0.163
"(747, 755, '0')",0.018,16.777,16.084,4.378,0.000,0.435,0,0,39.191,28.700,1,0.042,0.000,0,4.398,15.468,0.000,0.272,0.230
"(775, 755, '0')",0.092,18.020,19.120,2.226,0.009,0.102,0,4,39.191,28.700,2,0.903,0.000,0,2.555,18.452,0.000,0.116,0.827
"(747, 756, '0')",0.113,26.098,24.764,4.403,0.013,0.180,0,0,39.191,28.700,1,0.625,0.000,0,4.338,23.075,0.000,0.178,0.377
"(747, 753, '0')",0.022,18.020,19.120,2.226,0.000,0.116,0,0,41.681,36.900,2,0.191,0.000,0,2.555,18.452,0.000,0.116,0.142
"(327, 753, '0')",0.101,16.777,16.084,4.378,0.010,0.403,0,0,41.681,36.900,2,0.250,0.000,0,4.398,15.468,0.000,0.272,0.000
"(747, 746, '0')",0.097,24.855,24.835,4.267,0.009,0.160,0,2,41.681,36.900,2,0.608,0.000,0,4.084,22.544,0.000,0.172,0.369
"(748, 819, '0')",0.161,34.797,32.700,6.021,0.026,0.172,0,5,74.402,34.700,9,0.938,0.000,0,4.397,33.942,0.000,0.184,0.441
"(321, 819, '0')",0.150,34.175,32.499,5.175,0.023,0.160,0,5,74.402,34.700,9,0.938,0.000,0,3.625,31.729,0.000,0.159,0.000
"(751, 1244, '0')",0.027,65.244,65.742,2.187,0.001,0.036,0,1,39.191,28.700,3,0.757,0.000,0,2.670,63.451,0.000,0.033,0.000
"(753, 1322, '0')",0.022,18.020,19.120,2.226,0.000,0.116,0,0,41.681,36.900,2,0.191,0.000,0,2.555,18.452,0.000,0.116,0.000
"(756, 758, '0')",0.113,26.098,24.764,4.403,0.013,0.180,0,0,39.191,28.700,1,0.625,0.000,0,4.338,23.075,0.000,0.178,0.156
"(759, 758, '0')",0.083,26.719,27.081,3.505,0.007,0.133,0,3,41.681,36.900,1,0.624,0.000,0,2.327,25.910,0.000,0.129,0.193
"(764, 758, '0')",0.099,27.962,27.424,5.243,0.010,0.176,0,1,41.681,36.900,2,0.564,0.000,0,4.656,25.256,0.000,0.191,0.158
"(768, 758, '0')",0.023,26.719,26.984,2.918,0.001,0.101,0,2,39.191,28.700,3,0.224,0.000,0,3.098,25.774,0.000,0.108,0.226
"(758, 757, '0')",0.099,27.962,27.424,5.243,0.010,0.176,0,1,41.681,36.900,2,0.564,0.000,0,4.656,25.256,0.000,0.191,0.370
"(758, 768, '0')",0.031,26.719,27.081,3.505,0.001,0.140,0,2,39.191,28.700,3,0.224,0.000,0,2.327,25.910,0.000,0.129,0.226
"(761, 768, '0')",0.023,26.719,26.984,2.918,0.001,0.101,0,2,39.191,28.700,3,0.224,0.000,0,3.098,25.774,0.000,0.108,0.079
"(758, 765, '0')",0.086,26.098,24.764,4.403,0.007,0.177,0,1,41.681,36.900,2,0.485,0.000,0,4.338,23.075,0.000,0.178,0.248
"(758, 759, '0')",0.062,26.719,28.615,2.946,0.004,0.106,0,3,41.681,36.900,1,0.586,0.000,0,2.342,25.942,0.000,0.103,0.193
"(329, 759, '0')",0.083,26.719,27.081,3.505,0.007,0.133,0,3,41.681,36.900,1,0.624,0.000,0,2.327,25.910,0.000,0.129,0.000
"(759, 1344, '0')",0.062,26.719,28.615,2.946,0.004,0.106,0,3,41.681,36.900,1,0.586,0.000,0,2.342,25.942,0.000,0.103,0.000
"(761, 1224, '0')",0.031,26.719,27.081,3.505,0.001,0.140,0,2,39.191,28.700,3,0.224,0.000,0,2.327,25.910,0.000,0.129,0.173
"(766, 1224, '0')",0.036,26.098,25.774,4.710,0.001,0.164,0,1,24.821,46.000,0,0.218,0.000,0,5.053,26.104,0.000,0.183,0.181
"(1226, 1224, '0')",0.035,26.098,25.774,4.710,0.001,0.161,0,0,39.191,28.700,0,0.217,0.000,0,5.053,26.104,0.000,0.183,0.056
