key,tt_sd,speed_ref_avg,speed_avg,speed_sd,tt_var,tt_cv,incidents,bus_stops,median_inc,median_age,intersections,tt_avg,speed_ref_sd,tt_sd_adj,speed_hist_sd,speed_hist_avg,road_closures,speed_cv,tf
"(1583, 1758, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(389, 392, '0')",0.054,26.719,26.026,4.552,0.003,0.186,0,1,20.893,29.500,8,0.293,0.000,0,3.387,25.988,0.000,0.175,0.202
"(390, 429, '0')",0.060,16.156,15.593,1.846,0.004,0.172,0,0,50.641,41.800,4,0.351,0.000,0,3.201,14.374,0.000,0.118,0.086
"(1158, 429, '0')",0.076,16.156,16.868,4.585,0.006,0.219,0,0,50.641,41.800,4,0.348,0.000,0,5.668,14.819,0.000,0.272,0.161
"(390, 423, '0')",0.137,16.156,17.877,3.321,0.019,0.174,0,2,50.641,41.800,6,0.785,0.000,0,2.125,14.829,0.000,0.186,0.126
"(1159, 423, '0')",0.142,16.156,18.874,3.987,0.020,0.189,0,2,50.641,41.800,6,0.751,0.000,0,3.963,16.602,0.000,0.211,0.360
"(390, 417, '0')",0.045,42.875,43.244,6.169,0.002,0.176,1,0,50.641,41.800,5,0.254,0.000,0,6.130,41.250,0.000,0.143,0.096
"(390, 388, '0')",0.142,16.156,18.874,3.987,0.020,0.189,0,2,50.641,41.800,6,0.751,0.000,0,3.963,16.602,0.000,0.211,0.295
"(1582, 1757, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.471,28.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1581, 1756, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,29.375,24.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(391, 389, '0')",0.054,26.719,26.026,4.552,0.003,0.186,0,1,20.893,29.500,8,0.293,0.000,0,3.387,25.988,0.000,0.175,0.097
"(1580, 1755, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.444,41.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1579, 1754, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,21.600,26.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1578, 1753, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(393, 101, '0')",0.061,42.875,39.677,6.960,0.004,0.215,0,0,20.893,29.500,1,0.285,0.000,0,6.037,39.754,0.000,0.175,0.136
"(415, 101, '0')",0.061,42.875,39.677,6.960,0.004,0.215,0,0,20.893,29.500,1,0.285,0.000,0,6.037,39.754,0.000,0.175,0.183
"(394, 399, '0')",0.067,49.088,45.017,7.275,0.004,0.210,0,0,27.250,25.900,1,0.317,0.000,0,10.247,42.499,0.000,0.162,0.195
"(394, 400, '0')",0.063,14.292,16.046,3.217,0.004,0.181,0,0,25.132,26.400,5,0.346,0.000,0,3.319,13.664,0.000,0.200,0.272
"(408, 400, '0')",0.236,24.233,20.453,6.164,0.055,0.324,1,0,25.132,26.400,7,0.727,0.000,0,5.177,20.686,0.000,0.301,0.435
"(413, 400, '0')",0.030,34.797,32.751,6.231,0.001,0.209,0,0,25.132,26.400,1,0.146,0.000,0,5.716,31.599,0.000,0.190,0.173
"(394, 667, '0')",0.067,49.088,45.017,7.275,0.004,0.210,0,0,27.250,25.900,1,0.317,0.000,0,10.247,42.499,0.000,0.162,0.152
"(1577, 1752, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1576, 1751, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,29.375,24.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(395, 394, '0')",0.028,16.777,18.356,4.681,0.001,0.301,0,0,27.250,25.900,1,0.093,0.000,0,3.763,15.683,0.000,0.255,0.204
"(398, 394, '0')",0.054,26.719,26.026,4.552,0.003,0.186,0,1,25.132,26.400,8,0.293,0.000,0,3.387,25.988,0.000,0.175,0.151
"(1575, 1750, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1574, 1749, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.444,41.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(396, 1169, '0')",0.108,16.777,17.360,4.531,0.012,0.246,0,1,27.250,25.900,3,0.439,0.000,0,2.229,15.101,0.000,0.261,0.161
"(397, 410, '0')",0.042,44.739,43.852,5.261,0.002,0.137,0,1,20.750,29.300,12,0.310,0.000,0,3.128,45.250,0.000,0.120,0.185
"(1573, 1748, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.707,23.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1572, 1747, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(399, 405, '0')",0.067,49.088,45.017,7.275,0.004,0.210,0,0,27.250,25.900,1,0.317,0.000,0,10.247,42.499,0.000,0.162,0.039
"(667, 405, '0')",0.067,49.088,45.017,7.275,0.004,0.210,0,0,27.250,25.900,1,0.317,0.000,0,10.247,42.499,0.000,0.162,0.025
"(1571, 1746, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(400, 408, '0')",0.157,14.292,16.046,3.217,0.025,0.179,1,0,25.132,26.400,7,0.876,0.000,0,3.319,13.664,0.000,0.200,0.435
"(1155, 408, '0')",0.236,24.233,20.453,6.164,0.055,0.324,1,0,50.641,41.800,7,0.727,0.000,0,5.177,20.686,0.000,0.301,0.140
"(1158, 408, '0')",0.060,16.156,15.593,1.846,0.004,0.172,0,0,50.641,41.800,4,0.351,0.000,0,3.201,14.374,0.000,0.118,0.161
"(400, 403, '0')",0.030,34.797,32.751,6.231,0.001,0.209,0,0,25.132,26.400,1,0.146,0.000,0,5.716,31.599,0.000,0.190,0.141
"(400, 398, '0')",0.054,26.719,26.026,4.552,0.003,0.186,0,1,25.132,26.400,8,0.293,0.000,0,3.387,25.988,0.000,0.175,0.121
"(1570, 1745, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1569, 1744, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,29.375,24.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(401, 404, '0')",0.063,14.292,16.046,3.217,0.004,0.181,0,0,20.893,29.500,5,0.346,0.000,0,3.319,13.664,0.000,0.200,0.142
"(1568, 1743, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,28.261,35.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(402, 428, '0')",0.053,19.884,20.570,4.654,0.003,0.240,0,1,50.641,41.800,4,0.222,0.000,0,3.332,18.389,0.000,0.226,0.077
"(1567, 1742, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,23.867,21.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1566, 1741, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1565, 1740, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(403, 402, '0')",0.053,19.884,20.570,4.654,0.003,0.240,0,1,50.641,41.800,4,0.222,0.000,0,3.332,18.389,0.000,0.226,0.077
"(404, 402, '0')",0.062,31.690,31.677,6.250,0.004,0.214,0,0,20.893,29.500,2,0.291,0.000,0,6.226,29.716,0.000,0.197,0.143
"(1564, 1739, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1563, 1738, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1562, 1737, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(405, 426, '0')",0.067,49.088,45.017,7.275,0.004,0.210,0,0,27.250,25.900,1,0.317,0.000,0,10.247,42.499,0.000,0.162,0.136
"(235, 1163, '0')",0.113,26.098,27.768,3.111,0.013,0.116,0,2,25.851,33.100,6,0.967,0.000,0,2.599,25.198,0.000,0.112,0.000
"(1164, 1163, '0')",0.108,29.204,30.408,3.814,0.012,0.122,0,2,25.851,33.100,6,0.883,0.000,0,2.572,27.289,0.000,0.125,0.349
"(1608, 1783, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,20.750,29.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(407, 1160, '0')",0.108,29.204,30.408,3.814,0.012,0.122,0,2,27.250,25.900,6,0.883,0.000,0,2.572,27.289,0.000,0.125,0.129
"(1164, 1160, '0')",0.113,26.098,27.768,3.111,0.013,0.116,0,2,25.851,33.100,6,0.967,0.000,0,2.599,25.198,0.000,0.112,0.150
"(1166, 1160, '0')",0.131,16.777,19.806,3.373,0.017,0.165,0,2,25.851,33.100,4,0.799,0.000,0,1.755,16.084,0.000,0.170,0.180
"(1168, 1160, '0')",0.156,19.263,19.237,3.598,0.024,0.188,0,2,25.851,33.100,4,0.831,0.000,0,2.061,17.486,0.000,0.187,0.125
"(408, 1155, '0')",0.157,14.292,16.046,3.217,0.025,0.179,1,0,50.641,41.800,7,0.876,0.000,0,3.319,13.664,0.000,0.200,0.140
"(1153, 1155, '0')",0.236,24.233,20.453,6.164,0.055,0.324,1,0,50.641,41.800,7,0.727,0.000,0,5.177,20.686,0.000,0.301,0.061
"(408, 1158, '0')",0.076,16.156,16.868,4.585,0.006,0.219,0,0,50.641,41.800,4,0.348,0.000,0,5.668,14.819,0.000,0.272,0.161
"(429, 1158, '0')",0.060,16.156,15.593,1.846,0.004,0.172,0,0,50.641,41.800,4,0.351,0.000,0,3.201,14.374,0.000,0.118,0.161
"(1560, 1735, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(409, 1139, '0')",0.086,18.020,19.612,2.342,0.007,0.119,0,0,13.125,28.800,7,0.723,0.000,0,2.232,17.625,0.000,0.119,0.148
"(1140, 1139, '0')",0.123,16.777,18.402,2.963,0.015,0.158,0,0,16.801,22.800,7,0.781,0.000,0,1.848,16.208,0.000,0.161,0.161
"(1143, 1139, '0')",0.086,18.020,19.612,2.342,0.007,0.119,0,0,13.125,28.800,7,0.723,0.000,0,2.232,17.625,0.000,0.119,0.303
"(409, 1143, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.282
"(1109, 1143, '0')",0.074,14.292,14.020,2.883,0.005,0.201,0,2,13.125,28.800,9,0.367,0.000,0,2.536,12.975,0.000,0.206,0.397
"(1139, 1143, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.303
"(409, 1138, '0')",0.123,16.777,18.402,2.963,0.015,0.158,0,0,13.125,28.800,7,0.781,0.000,0,1.848,16.208,0.000,0.161,0.076
"(1109, 1138, '0')",0.074,14.292,14.020,2.883,0.005,0.201,0,2,13.125,28.800,9,0.367,0.000,0,2.536,12.975,0.000,0.206,0.080
"(1607, 1782, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,20.750,29.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(411, 397, '0')",0.042,44.739,43.852,5.261,0.002,0.137,0,1,59.740,29.700,12,0.310,0.000,0,3.128,45.250,0.000,0.120,0.150
"(1558, 1733, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,59.194,59.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(412, 136, '0')",0.019,64.001,66.914,2.678,0.000,0.047,3,0,20.893,29.500,5,0.402,0.000,0,2.814,62.733,0.000,0.040,0.286
"(414, 198, '0')",0.045,42.875,43.244,6.169,0.002,0.176,1,0,20.893,29.500,5,0.254,0.000,0,6.130,41.250,0.000,0.143,0.185
"(419, 198, '0')",0.045,42.875,43.244,6.169,0.002,0.176,1,0,20.893,29.500,5,0.254,0.000,0,6.130,41.250,0.000,0.143,0.089
"(254, 1159, '0')",0.142,16.156,18.874,3.987,0.020,0.189,0,2,50.641,41.800,6,0.751,0.000,0,3.963,16.602,0.000,0.211,0.000
"(423, 1159, '0')",0.137,16.156,17.877,3.321,0.019,0.174,0,2,50.641,41.800,6,0.785,0.000,0,2.125,14.829,0.000,0.186,0.360
"(422, 1151, '0')",0.059,9.942,10.240,2.983,0.004,0.261,1,0,24.471,28.000,3,0.227,0.000,0,3.331,9.726,0.000,0.291,0.257
"(531, 1151, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.471,28.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(422, 1157, '0')",0.056,18.020,18.673,3.559,0.003,0.191,0,1,50.641,41.800,4,0.296,0.000,0,4.142,16.609,0.000,0.191,0.133
"(1156, 1157, '0')",0.083,19.263,20.693,3.438,0.007,0.171,1,1,50.641,41.800,7,0.487,0.000,0,4.016,18.143,0.000,0.166,0.114
"(422, 1153, '0')",0.083,19.263,20.693,3.438,0.007,0.171,1,1,50.641,41.800,7,0.487,0.000,0,4.016,18.143,0.000,0.166,0.107
"(1155, 1153, '0')",0.059,9.942,10.240,2.983,0.004,0.261,1,0,50.641,41.800,3,0.227,0.000,0,3.331,9.726,0.000,0.291,0.061
"(422, 1154, '0')",0.012,21.748,22.227,3.042,0.000,0.144,1,1,25.132,26.400,3,0.084,0.000,0,2.713,20.471,0.000,0.137,0.063
"(1152, 1154, '0')",0.056,18.020,18.673,3.559,0.003,0.191,0,1,25.132,26.400,4,0.296,0.000,0,4.142,16.609,0.000,0.191,0.121
"(1153, 1154, '0')",0.012,21.748,22.227,3.042,0.000,0.144,1,1,25.132,26.400,3,0.084,0.000,0,2.713,20.471,0.000,0.137,0.201
"(423, 390, '0')",0.142,16.156,18.874,3.987,0.020,0.189,0,2,50.641,41.800,6,0.751,0.000,0,3.963,16.602,0.000,0.211,0.126
"(428, 390, '0')",0.045,42.875,43.244,6.169,0.002,0.176,1,0,50.641,41.800,5,0.254,0.000,0,6.130,41.250,0.000,0.143,0.120
"(429, 390, '0')",0.045,42.875,43.244,6.169,0.002,0.176,1,0,50.641,41.800,5,0.254,0.000,0,6.130,41.250,0.000,0.143,0.086
"(425, 413, '0')",0.030,34.797,32.751,6.231,0.001,0.209,0,0,25.132,26.400,1,0.146,0.000,0,5.716,31.599,0.000,0.190,0.261
"(427, 395, '0')",0.030,26.098,27.768,3.111,0.001,0.114,0,0,27.250,25.900,2,0.260,0.000,0,2.599,25.198,0.000,0.112,0.126
"(431, 665, '0')",0.064,18.020,17.489,2.275,0.004,0.182,0,0,20.750,29.300,5,0.354,0.000,0,2.304,16.651,0.000,0.130,0.097
"(433, 665, '0')",0.030,16.777,17.884,1.711,0.001,0.101,0,0,20.750,29.300,2,0.300,0.000,0,2.634,16.497,0.000,0.096,0.147
"(431, 370, '0')",0.064,18.020,17.489,2.275,0.004,0.182,0,0,20.750,29.300,5,0.354,0.000,0,2.304,16.651,0.000,0.130,0.037
"(435, 370, '0')",0.102,13.049,13.126,2.341,0.010,0.211,0,0,20.750,29.300,5,0.482,0.000,0,2.311,12.747,0.000,0.178,0.265
"(431, 1607, '0')",0.084,13.049,13.126,2.341,0.007,0.207,0,0,20.750,29.300,2,0.407,0.000,0,2.311,12.747,0.000,0.178,0.000
"(434, 368, '0')",0.077,41.010,39.684,6.991,0.006,0.226,0,0,20.750,29.300,8,0.341,0.000,0,5.525,38.221,0.000,0.176,0.040
"(438, 368, '0')",0.046,26.098,23.153,9.594,0.002,0.409,0,0,20.750,29.300,1,0.111,0.000,0,11.057,22.059,0.000,0.414,0.077
"(434, 436, '0')",0.056,18.020,17.489,2.275,0.003,0.177,0,0,20.750,29.300,4,0.316,0.000,0,2.304,16.651,0.000,0.130,0.214
"(434, 439, '0')",0.020,50.952,51.626,3.352,0.000,0.068,0,0,20.750,29.300,5,0.302,0.000,0,3.519,50.697,0.000,0.065,0.075
"(437, 439, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,20.750,29.300,0,0.166,0.000,0,0.000,30.000,0.000,0.000,0.166
"(440, 369, '0')",0.077,41.010,39.684,6.991,0.006,0.226,0,0,20.750,29.300,8,0.341,0.000,0,5.525,38.221,0.000,0.176,0.156
"(441, 440, '0')",0.077,41.010,39.684,6.991,0.006,0.226,0,0,20.750,29.300,8,0.341,0.000,0,5.525,38.221,0.000,0.176,0.162
"(444, 211, '0')",0.131,24.233,23.256,5.114,0.017,0.236,0,0,39.750,29.900,5,0.554,0.000,0,5.749,21.929,0.000,0.220,0.130
"(444, 449, '0')",0.070,21.748,23.450,5.061,0.005,0.207,0,0,39.750,29.900,2,0.337,0.000,0,5.329,20.609,0.000,0.216,0.162
"(444, 25, '0')",0.131,24.233,23.256,5.114,0.017,0.236,0,0,39.750,29.900,5,0.554,0.000,0,5.749,21.929,0.000,0.220,0.373
"(445, 162, '0')",0.010,62.137,62.390,2.366,0.000,0.052,0,0,24.432,39.300,5,0.185,0.000,0,2.113,61.509,0.000,0.038,0.092
"(445, 313, '0')",0.010,62.137,62.390,2.366,0.000,0.052,0,0,24.432,39.300,5,0.185,0.000,0,2.113,61.509,0.000,0.038,0.069
"(451, 29, '0')",0.148,30.447,30.674,4.495,0.022,0.150,0,0,23.867,21.300,7,0.986,0.000,0,4.469,28.492,0.000,0.147,0.186
"(670, 29, '0')",0.102,24.233,23.256,5.114,0.010,0.234,0,0,24.432,39.300,3,0.436,0.000,0,5.749,21.929,0.000,0.220,0.223
"(1042, 29, '0')",0.160,27.340,27.625,4.096,0.026,0.145,0,3,16.994,45.200,10,1.110,0.000,0,4.926,26.136,0.000,0.148,0.157
"(1044, 29, '0')",0.195,26.098,26.214,4.090,0.038,0.166,0,2,23.867,21.300,10,1.176,0.000,0,4.388,24.136,0.000,0.156,0.186
"(457, 467, '0')",0.005,32.933,36.266,5.430,0.000,0.203,0,0,42.205,21.100,3,0.023,0.000,0,4.802,31.049,0.000,0.150,0.058
"(457, 989, '0')",0.063,19.263,23.146,6.055,0.004,0.228,0,0,42.500,36.500,3,0.277,0.000,0,4.502,18.292,0.000,0.262,0.121
"(937, 989, '0')",0.196,26.098,27.133,5.184,0.038,0.175,0,2,42.500,36.500,4,1.123,0.000,0,2.928,23.884,0.000,0.191,0.126
"(458, 470, '0')",0.017,26.098,26.111,3.891,0.000,0.164,0,0,42.628,25.600,2,0.106,0.000,0,3.385,24.279,0.000,0.149,0.127
"(982, 470, '0')",0.029,26.098,24.266,6.735,0.001,0.233,0,0,42.628,25.600,1,0.127,0.000,0,3.405,25.088,0.000,0.278,0.119
"(991, 470, '0')",0.093,41.010,40.959,6.509,0.009,0.188,0,0,15.738,46.800,0,0.495,0.000,0,5.685,38.001,0.000,0.159,0.147
"(458, 460, '0')",0.068,26.098,24.266,6.735,0.005,0.232,0,0,42.500,36.500,6,0.292,0.000,0,3.405,25.088,0.000,0.278,0.282
"(459, 477, '0')",0.061,26.098,21.942,5.080,0.004,0.215,0,0,15.738,46.800,8,0.284,0.000,0,3.589,24.751,0.000,0.232,0.141
"(459, 458, '0')",0.061,26.098,21.942,5.080,0.004,0.215,0,0,39.750,29.900,8,0.284,0.000,0,3.589,24.751,0.000,0.232,0.094
"(461, 458, '0')",0.000,37.904,40.363,4.223,0.000,0.000,0,0,15.738,46.800,1,0.020,0.000,0,6.926,34.441,0.000,0.105,0.279
"(470, 458, '0')",0.068,26.098,24.266,6.735,0.005,0.232,0,0,42.628,25.600,6,0.292,0.000,0,3.405,25.088,0.000,0.278,0.127
"(460, 483, '0')",0.063,19.263,23.146,6.055,0.004,0.228,0,0,42.500,36.500,3,0.277,0.000,0,4.502,18.292,0.000,0.262,0.082
"(460, 457, '0')",0.063,19.263,23.146,6.055,0.004,0.228,0,0,42.500,36.500,3,0.277,0.000,0,4.502,18.292,0.000,0.262,0.081
"(486, 457, '0')",0.056,32.933,36.266,5.430,0.003,0.168,1,0,42.500,36.500,1,0.333,0.000,0,4.802,31.049,0.000,0.150,0.242
"(989, 457, '0')",0.042,26.098,27.062,5.028,0.002,0.166,0,1,42.500,36.500,5,0.252,0.000,0,2.771,24.039,0.000,0.186,0.121
"(465, 3, '0')",0.016,26.719,26.687,2.944,0.000,0.111,0,2,39.750,29.900,4,0.139,0.000,0,2.434,25.418,0.000,0.110,0.426
"(466, 262, '0')",0.055,65.244,66.318,4.382,0.003,0.084,2,2,42.500,36.500,4,0.653,0.000,0,5.553,62.823,0.000,0.066,0.530
"(467, 491, '0')",0.091,31.690,33.463,7.550,0.008,0.224,0,0,42.205,21.100,2,0.408,0.000,0,4.350,28.687,0.000,0.226,0.179
"(467, 459, '0')",0.061,26.098,21.942,5.080,0.004,0.215,0,0,42.205,21.100,8,0.284,0.000,0,3.589,24.751,0.000,0.232,0.211
"(255, 991, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,15.738,46.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(470, 991, '0')",0.029,26.098,24.266,6.735,0.001,0.233,0,0,15.738,46.800,1,0.127,0.000,0,3.405,25.088,0.000,0.278,0.147
"(256, 992, '0')",0.196,26.098,27.133,5.184,0.038,0.175,0,2,42.623,33.100,4,1.123,0.000,0,2.928,23.884,0.000,0.191,0.000
"(1000, 992, '0')",0.175,27.340,29.425,5.405,0.031,0.170,0,2,42.623,33.100,5,1.033,0.000,0,5.259,26.473,0.000,0.184,0.374
"(470, 982, '0')",0.017,26.098,26.111,3.891,0.000,0.167,0,0,42.628,25.600,2,0.103,0.000,0,3.385,24.279,0.000,0.149,0.119
"(964, 982, '0')",0.071,26.719,26.732,4.120,0.005,0.159,0,1,42.628,25.600,2,0.444,0.000,0,3.624,25.366,0.000,0.154,0.119
"(470, 471, '0')",0.093,41.010,40.959,6.509,0.009,0.188,0,0,42.628,25.600,0,0.495,0.000,0,5.685,38.001,0.000,0.159,0.201
"(475, 977, '0')",0.057,31.069,30.810,4.235,0.003,0.143,0,0,48.646,45.100,2,0.396,0.000,0,4.824,28.091,0.000,0.137,0.091
"(476, 974, '0')",0.182,26.098,26.111,3.891,0.033,0.156,0,3,42.628,25.600,6,1.167,0.000,0,3.385,24.279,0.000,0.149,0.076
"(975, 974, '0')",0.181,26.719,26.732,4.120,0.033,0.160,0,6,48.646,45.100,6,1.130,0.000,0,3.624,25.366,0.000,0.154,0.110
"(977, 974, '0')",0.072,31.069,30.810,4.235,0.005,0.142,0,0,48.646,45.100,5,0.507,0.000,0,4.824,28.091,0.000,0.137,0.273
"(476, 983, '0')",0.072,31.069,30.810,4.235,0.005,0.142,0,0,42.628,25.600,5,0.507,0.000,0,4.824,28.091,0.000,0.137,0.090
"(976, 983, '0')",0.181,26.719,26.732,4.120,0.033,0.160,0,6,42.628,25.600,6,1.130,0.000,0,3.624,25.366,0.000,0.154,0.137
"(476, 978, '0')",0.071,26.719,26.732,4.120,0.005,0.159,0,1,42.628,25.600,2,0.444,0.000,0,3.624,25.366,0.000,0.154,0.135
"(964, 978, '0')",0.072,26.098,26.111,3.891,0.005,0.156,0,1,42.628,25.600,2,0.461,0.000,0,3.385,24.279,0.000,0.149,0.103
"(981, 978, '0')",0.071,26.719,26.732,4.120,0.005,0.159,0,1,42.628,25.600,2,0.444,0.000,0,3.624,25.366,0.000,0.154,0.482
"(476, 957, '0')",0.101,29.204,27.670,4.559,0.010,0.177,0,0,15.738,46.800,5,0.571,0.000,0,4.331,27.625,0.000,0.165,0.102
"(978, 957, '0')",0.072,26.098,26.111,3.891,0.005,0.156,0,1,15.738,46.800,2,0.461,0.000,0,3.385,24.279,0.000,0.149,0.284
"(481, 1406, '0')",0.021,24.855,25.735,3.808,0.000,0.168,0,1,42.500,36.500,2,0.127,0.000,0,2.586,22.971,0.000,0.148,0.155
"(1408, 1406, '0')",0.018,26.719,26.687,2.944,0.000,0.119,0,1,42.500,36.500,2,0.150,0.000,0,2.434,25.418,0.000,0.110,0.153
"(481, 1413, '0')",0.022,26.719,26.687,2.944,0.000,0.112,0,2,17.434,24.500,2,0.198,0.000,0,2.434,25.418,0.000,0.110,0.139
"(1410, 1413, '0')",0.019,24.855,25.735,3.808,0.000,0.175,0,0,17.434,24.500,2,0.111,0.000,0,2.586,22.971,0.000,0.148,0.455
"(481, 1024, '0')",0.048,27.962,26.946,4.317,0.002,0.157,0,2,17.434,24.500,1,0.306,0.000,0,2.547,26.285,0.000,0.160,0.099
"(1023, 1024, '0')",0.041,26.719,26.395,4.138,0.002,0.155,0,2,17.434,24.500,1,0.266,0.000,0,2.459,24.013,0.000,0.157,0.426
"(484, 253, '0')",0.016,65.865,67.464,3.743,0.000,0.071,2,0,42.500,36.500,2,0.229,0.000,0,4.196,64.059,0.000,0.055,0.094
"(489, 253, '0')",0.013,52.817,51.826,5.227,0.000,0.145,1,0,42.500,36.500,2,0.088,0.000,0,4.463,50.480,0.000,0.101,0.360
"(489, 488, '0')",0.055,65.244,66.318,4.382,0.003,0.084,2,2,42.500,36.500,4,0.653,0.000,0,5.553,62.823,0.000,0.066,0.137
"(257, 929, '0')",0.019,26.719,26.829,2.767,0.000,0.124,1,0,90.409,38.700,2,0.150,0.000,0,2.226,26.098,0.000,0.103,0.000
"(928, 929, '0')",0.180,26.098,24.635,3.584,0.032,0.147,1,3,66.344,36.700,5,1.227,0.000,0,3.036,24.233,0.000,0.145,0.306
"(495, 1354, '0')",0.029,27.962,28.784,4.059,0.001,0.147,0,1,41.694,33.600,3,0.195,0.000,0,4.138,27.049,0.000,0.141,0.262
"(1351, 1354, '0')",0.056,24.855,26.712,4.690,0.003,0.165,0,1,41.694,33.600,5,0.341,0.000,0,3.205,24.745,0.000,0.176,0.246
"(495, 1368, '0')",0.042,27.962,28.175,4.265,0.002,0.151,0,1,41.694,33.600,4,0.275,0.000,0,3.128,26.861,0.000,0.151,0.197
"(1371, 1368, '0')",0.016,27.962,28.784,4.059,0.000,0.152,0,0,45.663,29.600,3,0.107,0.000,0,4.138,27.049,0.000,0.141,0.122
"(495, 224, '0')",0.130,22.991,22.557,4.420,0.017,0.188,0,2,41.694,33.600,3,0.691,0.000,0,3.273,20.816,0.000,0.196,0.175
"(941, 224, '0')",0.066,31.069,31.166,4.824,0.004,0.154,0,2,41.563,30.700,4,0.428,0.000,0,3.909,29.379,0.000,0.155,1.041
"(504, 503, '0')",0.023,65.865,67.801,3.589,0.001,0.071,3,0,41.694,33.600,1,0.326,0.000,0,3.019,64.500,0.000,0.053,0.175
"(508, 1325, '0')",0.177,31.069,31.774,5.952,0.031,0.184,3,5,66.344,36.700,6,0.959,0.000,0,3.959,28.331,0.000,0.187,0.392
"(509, 1325, '0')",0.118,31.690,32.441,4.130,0.014,0.128,3,5,66.344,36.700,6,0.922,0.000,0,3.793,29.010,0.000,0.127,0.195
