link_key,speed_hist_avg,inrix_id,tt_sd,bus_stops,speed_ref_sd,intersections,median_age,speed_avg,tt_avg,road_closures,tt_sd_adj,tt_var,speed_sd,incidents,tt_cv,speed_ref_avg,median_inc,pems_ids,speed_hist_sd,speed_max,speed_cv
"(1339, 1338, '0')",22.525,449891880.000,0.226,0,0.000,1,36.700,26.771,1.136,0.000,0,0.051,4.429,0,0.199,27.962,66.344,[],1.430,32.311,0.165
"(126, 1526, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(137, 1525, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(142, 61, '0')",63.225,1626686780.000,0.012,0,0.000,1,34.400,68.558,0.575,0.000,0,0.000,1.360,0,0.020,67.108,66.653,[],0.843,70.836,0.020
"(1253, 1490, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1253, 1252, '0')",17.813,441679109.000,0.060,0,0.000,0,34.200,22.007,0.312,0.000,0,0.004,4.453,0,0.191,26.098,67.240,[],2.024,31.069,0.202
"(139, 1109, '0')",15.016,400146735.000,0.041,1,0.000,6,28.800,14.292,0.384,0.000,0,0.002,1.427,0,0.107,16.777,13.125,[],0.582,16.156,0.100
"(1137, 1109, '0')",13.256,1626613285.000,0.032,1,0.000,6,28.800,13.256,0.377,0.000,0,0.001,1.134,0,0.086,11.806,13.125,[],1.134,14.913,0.086
"(1138, 1109, '0')",13.567,400073901.000,0.034,1,0.000,6,28.800,15.120,0.245,0.000,0,0.001,2.092,0,0.138,16.156,13.125,[],0.640,18.641,0.138
"(1536, 1711, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(145, 49, '0')",62.551,1626766899.000,0.014,0,0.000,0,28.700,66.953,0.653,0.000,0,0.000,1.096,0,0.022,65.244,39.191,[],0.306,68.972,0.016
"(536, 139, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(146, 160, '0')",51.470,429471469.000,0.013,0,0.000,0,34.400,52.143,0.157,0.000,0,0.000,2.506,5,0.083,54.059,66.653,[],0.949,58.409,0.048
"(146, 48, '0')",51.470,429471469.000,0.013,0,0.000,1,34.400,52.143,0.157,0.000,0,0.000,2.506,6,0.083,54.059,66.653,[],0.949,58.409,0.048
"(888, 1512, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(888, 874, '0')",15.534,449891914.000,0.164,0,0.000,1,26.700,23.301,0.663,0.000,0,0.027,6.051,0,0.247,26.098,30.907,[],0.795,37.282,0.260
"(876, 874, '0')",15.534,449891914.000,0.164,0,0.000,1,26.700,23.301,0.663,0.000,0,0.027,6.051,0,0.247,26.098,30.907,[],0.795,37.282,0.260
"(878, 874, '0')",17.968,449891939.000,0.144,0,0.000,1,26.700,24.544,0.638,0.000,0,0.021,6.449,0,0.226,26.719,30.907,[],2.464,39.768,0.263
"(886, 874, '0')",17.968,449891940.000,0.161,0,0.000,1,33.800,21.644,0.705,0.000,0,0.026,4.701,0,0.228,26.719,54.944,[],2.464,28.583,0.217
"(1119, 138, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(996, 138, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1119, 140, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(995, 140, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1119, 1460, '0')",17.916,1626637688.000,0.145,0,0.000,1,24.900,25.476,0.893,0.000,0,0.021,4.130,0,0.163,21.748,14.243,[],0.359,31.690,0.162
"(1120, 1460, '0')",19.832,1626771082.000,0.367,1,0.000,5,24.900,19.884,1.202,0.000,0,0.135,5.443,0,0.305,24.233,14.243,[],1.310,29.204,0.274
"(1119, 1461, '0')",19.832,1626771082.000,0.367,0,0.000,1,24.900,19.884,1.202,0.000,0,0.135,5.443,0,0.305,24.233,14.243,[],1.310,29.204,0.274
"(1180, 1461, '0')",17.916,1626637688.000,0.145,0,0.000,0,24.900,25.476,0.893,0.000,0,0.021,4.130,0,0.163,21.748,14.243,[],0.359,31.690,0.162
"(138, 1119, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(140, 1119, '0')",19.832,1626771082.000,0.367,0,0.000,1,24.900,19.884,1.202,0.000,0,0.135,5.443,0,0.305,24.233,14.243,[],1.310,29.204,0.274
"(1460, 1119, '0')",19.832,1626771082.000,0.367,0,0.000,1,24.900,19.884,1.202,0.000,0,0.135,5.443,0,0.305,24.233,14.243,[],1.310,29.204,0.274
"(1461, 1119, '0')",17.916,1626637688.000,0.145,0,0.000,1,24.900,25.476,0.893,0.000,0,0.021,4.130,0,0.163,21.748,14.243,[],0.359,31.690,0.162
"(138, 1583, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(140, 1584, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(149, 145, '0')",62.551,1626766899.000,0.014,0,0.000,0,28.700,66.953,0.653,0.000,0,0.000,1.096,0,0.022,65.244,39.191,[],0.306,68.972,0.016
"(151, 556, '0')",60.428,1626686767.000,0.013,0,0.000,0,29.000,65.865,0.534,0.000,0,0.000,1.185,0,0.025,65.244,36.974,[],0.281,68.351,0.018
"(152, 154, '0')",61.412,1626686669.000,0.010,0,0.000,1,29.000,66.849,0.343,0.000,0,0.000,1.388,5,0.029,65.244,36.974,[],0.640,69.594,0.021
"(153, 132, '0')",61.671,1626767125.000,0.008,0,0.000,0,29.000,68.351,0.467,0.000,0,0.000,0.955,0,0.017,65.244,36.974,[601540],1.246,70.215,0.014
"(1624, 1576, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1624, 1436, '0')",17.709,441662994.000,0.100,0,0.000,1,24.700,22.318,0.396,0.000,0,0.010,5.945,1,0.253,19.884,29.375,[],2.193,30.447,0.266
"(1625, 1436, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,1,0.000,0.000,14.243,[],0.000,0.000,0.000
"(1437, 1436, '0')",19.729,441662996.000,0.046,0,0.000,3,24.900,29.670,0.137,0.000,0,0.002,6.376,1,0.338,22.991,14.243,[],0.538,36.661,0.215
"(1439, 1436, '0')",17.709,441662994.000,0.100,1,0.000,5,24.900,22.318,0.396,0.000,0,0.010,5.945,3,0.253,19.884,14.243,[601344],2.193,30.447,0.266
"(154, 547, '0')",61.412,1626737570.000,0.008,0,0.000,0,26.700,65.555,0.479,0.000,0,0.000,1.229,9,0.017,65.244,30.907,"[601208, 602208]",0.787,67.729,0.019
"(551, 547, '0')",61.412,1626737570.000,0.008,0,0.000,0,26.700,65.555,0.479,0.000,0,0.000,1.229,15,0.017,65.244,30.907,"[601208, 602208]",0.787,67.729,0.019
"(954, 994, '0')",0.000,,0.000,4,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(954, 958, '0')",16.622,449891872.000,0.216,0,0.000,2,46.800,23.457,0.514,0.000,0,0.047,7.135,0,0.421,21.748,15.738,[],0.843,36.040,0.304
"(1384, 1379, '0')",0.000,400073560.000,0.000,0,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(947, 1379, '0')",0.000,400073537.000,0.000,1,0.000,2,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(1384, 949, '0')",0.000,400032282.000,0.000,0,0.000,0,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(931, 949, '0')",0.000,400073560.000,0.000,1,0.000,1,29.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,44.531,[],0.000,0.000,0.000
"(155, 215, '0')",62.189,1626686650.000,0.008,0,0.000,0,26.700,67.885,0.253,0.000,0,0.000,1.274,19,0.031,65.865,30.907,[],0.815,70.215,0.019
"(532, 215, '0')",30.758,1626647450.000,0.035,0,0.000,0,26.700,27.133,0.353,0.000,0,0.001,2.573,18,0.099,32.933,30.907,[],2.078,31.690,0.095
"(156, 153, '0')",61.671,1626767125.000,0.008,0,0.000,0,29.000,68.351,0.467,0.000,0,0.000,0.955,0,0.017,65.244,36.974,[601540],1.246,70.215,0.014
"(1379, 1384, '0')",0.000,400032282.000,0.000,0,0.000,1,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(949, 1384, '0')",0.000,400073560.000,0.000,0,0.000,0,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(1379, 947, '0')",0.000,400032304.000,0.000,1,0.000,2,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(1378, 947, '0')",0.000,400032303.000,0.000,1,0.000,2,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(648, 947, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(157, 1203, '0')",18.175,441679118.000,0.017,0,0.000,0,30.500,28.997,0.099,0.000,0,0.000,3.646,0,0.174,27.962,56.987,[],0.923,34.175,0.126
"(1205, 1203, '0')",17.347,441679120.000,0.028,0,0.000,0,30.500,27.651,0.135,0.000,0,0.001,4.795,0,0.211,26.719,56.987,[],1.806,34.797,0.173
"(1209, 1203, '0')",0.000,,0.000,0,0.000,0,30.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,56.987,[],0.000,0.000,0.000
"(157, 1202, '0')",18.175,441679118.000,0.017,0,0.000,1,30.500,28.997,0.099,0.000,0,0.000,3.646,0,0.174,27.962,56.987,[],0.923,34.175,0.126
"(1207, 1202, '0')",0.000,,0.000,0,0.000,1,46.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.821,[],0.000,0.000,0.000
"(1210, 1202, '0')",17.347,441679120.000,0.028,0,0.000,1,30.500,27.651,0.135,0.000,0,0.001,4.795,0,0.211,26.719,56.987,[],1.806,34.797,0.173
"(1535, 1710, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(159, 823, '0')",23.612,1626685661.000,0.076,0,0.000,2,30.500,30.499,0.958,0.000,0,0.006,2.347,0,0.079,31.690,56.987,[],0.795,33.554,0.077
"(387, 823, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1534, 1709, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1533, 1708, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(161, 85, '0')",61.516,1626662918.000,0.006,0,0.000,0,24.900,68.558,0.098,0.000,0,0.000,1.971,5,0.059,62.758,14.243,[],0.795,70.836,0.029
"(328, 85, '0')",61.516,1626662918.000,0.006,0,0.000,0,24.900,68.558,0.098,0.000,0,0.000,1.971,5,0.059,62.758,14.243,[],0.795,70.836,0.029
"(1532, 1707, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(162, 52, '0')",64.001,1626749030.000,0.011,0,0.000,0,39.300,70.319,0.722,0.000,0,0.000,1.020,11,0.015,65.865,24.432,[602530],0.000,72.079,0.015
"(1531, 1706, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(163, 928, '0')",21.541,1626619658.000,0.178,0,0.000,2,36.700,25.942,1.173,0.000,0,0.032,4.590,1,0.152,26.098,66.344,[],1.165,37.282,0.177
"(929, 928, '0')",21.386,1626619647.000,0.262,1,0.000,2,36.700,19.780,1.544,0.000,0,0.069,3.381,4,0.170,22.991,66.344,[],0.559,24.233,0.171
"(163, 930, '0')",21.386,1626619647.000,0.262,1,0.000,2,36.700,19.780,1.544,0.000,0,0.069,3.381,1,0.170,22.991,66.344,[],0.559,24.233,0.171
"(223, 930, '0')",21.541,1626619658.000,0.178,1,0.000,1,36.700,25.942,1.173,0.000,0,0.032,4.590,0,0.152,26.098,66.344,[],1.165,37.282,0.177
"(1530, 1705, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(164, 205, '0')",62.396,400421634.000,0.009,0,0.000,1,29.300,66.228,0.265,0.000,0,0.000,1.643,3,0.034,62.758,20.750,[],0.320,68.972,0.025
"(165, 268, '0')",62.241,1626766906.000,0.000,0,0.000,0,25.900,67.522,0.250,0.000,0,0.000,0.892,21,0.000,62.758,27.250,[],0.693,68.972,0.013
"(1529, 1704, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1528, 1703, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1527, 1702, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(167, 185, '0')",54.318,429471443.000,0.014,0,0.000,0,16.600,56.959,0.382,0.000,0,0.000,2.504,0,0.037,60.273,37.414,[601350],2.192,59.652,0.044
"(168, 161, '0')",61.930,1626758818.000,0.017,0,0.000,4,24.900,68.299,0.614,0.000,0,0.000,1.806,0,0.027,62.758,14.243,[],0.484,70.215,0.026
"(293, 161, '0')",0.000,,0.000,0,0.000,0,24.900,0.000,0.000,0.000,0,0.000,0.000,1,0.000,0.000,14.243,[],0.000,0.000,0.000
"(1526, 1701, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1525, 1700, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(170, 207, '0')",61.930,1626758818.000,0.017,0,0.000,0,26.000,68.299,0.614,0.000,0,0.000,1.806,19,0.027,62.758,21.600,[602346],0.484,70.215,0.026
"(170, 168, '0')",61.930,1626758818.000,0.017,0,0.000,0,26.000,68.299,0.614,0.000,0,0.000,1.806,19,0.027,62.758,21.600,[602346],0.484,70.215,0.026
"(1524, 1699, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1523, 1698, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(172, 697, '0')",61.412,1626662911.000,0.012,0,0.000,0,23.600,69.283,0.315,0.000,0,0.000,2.362,5,0.037,62.758,14.707,[],0.640,72.700,0.034
"(172, 302, '0')",61.412,1626662911.000,0.012,0,0.000,0,23.600,69.283,0.315,0.000,0,0.000,2.362,5,0.037,62.758,14.707,[],0.640,72.700,0.034
"(1522, 1697, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1521, 1696, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(173, 167, '0')",54.318,429471443.000,0.014,0,0.000,1,16.600,56.959,0.382,0.000,0,0.000,2.504,0,0.037,60.273,37.414,[601350],2.192,59.652,0.044
"(1520, 1695, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(174, 44, '0')",45.049,1626712378.000,0.015,0,0.000,1,28.300,41.528,0.199,0.000,0,0.000,3.189,20,0.076,44.739,23.075,[603108],1.974,46.603,0.077
"(1519, 1694, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1518, 1693, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(177, 173, '0')",48.829,1626609698.000,0.130,0,0.000,0,36.700,41.943,0.597,0.000,0,0.017,7.835,0,0.217,52.195,21.114,[601350],1.283,50.952,0.187
"(1517, 1692, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(178, 204, '0')",43.858,1626657866.000,0.111,0,0.000,0,25.900,38.784,0.378,0.000,0,0.012,8.705,0,0.293,49.088,27.250,"[601212, 602212]",4.960,47.224,0.224
"(426, 204, '0')",43.858,1626657866.000,0.111,0,0.000,0,25.900,38.784,0.378,0.000,0,0.012,8.705,0,0.293,49.088,27.250,[],4.960,47.224,0.224
"(1516, 1691, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1515, 1690, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(179, 183, '0')",62.241,1626662650.000,0.003,0,0.000,0,23.600,64.985,0.321,0.000,0,0.000,1.138,24,0.009,64.001,14.707,[601347],0.242,66.487,0.018
"(180, 267, '0')",64.105,1626662719.000,0.000,0,0.000,0,24.900,70.215,0.120,0.000,0,0.000,1.185,1,0.000,65.244,14.243,[],0.640,72.079,0.017
"(1514, 1689, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1513, 1688, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(181, 83, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1512, 1687, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(182, 99, '0')",64.105,1626704648.000,0.021,0,0.000,6,24.900,68.506,0.716,0.000,0,0.000,1.967,8,0.029,62.758,14.243,[],0.831,72.079,0.029
"(1511, 1686, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1510, 1685, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(184, 108, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1509, 1684, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(185, 186, '0')",42.305,1626731633.000,0.110,0,0.000,0,16.600,36.972,0.428,0.000,0,0.012,9.584,0,0.256,44.117,37.414,[601350],3.579,52.817,0.259
"(1508, 1683, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(186, 184, '0')",42.305,1626731633.000,0.110,0,0.000,0,24.300,36.972,0.428,0.000,0,0.012,9.584,0,0.256,44.117,32.869,[601350],3.579,52.817,0.259
"(187, 188, '0')",63.069,1626666931.000,0.012,0,0.000,0,16.600,66.746,0.675,0.000,0,0.000,1.138,0,0.017,64.001,37.414,"[601247, 602247]",0.562,68.972,0.017
"(1507, 1682, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(188, 87, '0')",63.069,1626658657.000,0.009,0,0.000,0,16.600,67.419,0.335,0.000,0,0.000,1.463,0,0.027,64.001,37.414,[602350],0.859,69.594,0.022
"(1506, 1681, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1505, 1680, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(189, 182, '0')",64.105,1626704648.000,0.021,0,0.000,0,24.900,68.506,0.716,0.000,0,0.000,1.967,3,0.029,62.758,14.243,[],0.831,72.079,0.029
"(1504, 1679, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(190, 69, '0')",56.648,1626640522.000,0.025,0,0.000,0,31.700,66.694,0.528,0.000,0,0.001,3.417,0,0.048,59.030,44.740,[],0.787,74.565,0.051
"(191, 171, '0')",63.069,1626658657.000,0.009,0,0.000,0,36.700,67.419,0.335,0.000,0,0.000,1.463,0,0.027,64.001,21.114,[602350],0.859,69.594,0.022
"(1503, 1678, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(192, 191, '0')",63.069,1626658657.000,0.009,0,0.000,0,16.600,67.419,0.335,0.000,0,0.000,1.463,0,0.027,64.001,37.414,[602350],0.859,69.594,0.022
"(1502, 1677, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1501, 1676, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1613, 1788, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1500, 1675, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1499, 1674, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1498, 1673, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(195, 196, '0')",60.584,1626686444.000,0.008,0,0.000,0,31.700,70.888,0.421,0.000,0,0.000,1.664,0,0.019,62.137,44.740,[602517],0.325,72.700,0.023
"(1497, 1672, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(196, 102, '0')",59.755,1626686346.000,0.017,0,0.000,2,31.700,71.665,0.491,0.000,0,0.000,2.375,1,0.035,60.894,44.740,[],0.787,74.565,0.033
"(197, 270, '0')",59.859,1626654364.000,0.011,0,0.000,1,28.900,62.966,0.473,0.000,0,0.000,1.861,6,0.024,60.273,30.543,[],0.612,67.108,0.030
"(620, 270, '0')",59.859,1626654364.000,0.011,0,0.000,1,28.900,62.966,0.473,0.000,0,0.000,1.861,6,0.024,60.273,30.543,[601522],0.612,67.108,0.030
"(1496, 1671, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1495, 1670, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(198, 202, '0')",61.412,1626642604.000,0.008,0,0.000,2,29.500,66.072,0.247,0.000,0,0.000,1.683,19,0.032,62.758,20.893,[602526],0.640,68.972,0.025
"(1494, 1669, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(199, 78, '0')",61.309,1626686417.000,0.010,0,0.000,3,28.300,71.199,0.237,0.000,0,0.000,1.486,2,0.042,62.758,41.544,[],0.612,73.943,0.021
"(1493, 1668, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1492, 1667, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(200, 84, '0')",61.050,1626686435.000,0.016,0,0.000,0,28.300,70.008,0.626,0.000,0,0.000,1.619,0,0.026,64.001,41.544,[602520],1.246,72.079,0.023
"(1491, 1666, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(201, 199, '0')",61.309,1626686417.000,0.010,0,0.000,1,28.300,71.199,0.237,0.000,0,0.000,1.486,4,0.042,62.758,41.544,[],0.612,73.943,0.021
"(1490, 1665, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(202, 411, '0')",45.360,1626701509.000,0.028,1,0.000,6,29.500,43.444,0.309,0.000,0,0.001,3.162,0,0.091,47.224,20.893,[],4.223,47.224,0.073
"(202, 289, '0')",45.360,1626701509.000,0.028,0,0.000,6,29.500,43.444,0.309,0.000,0,0.001,3.162,0,0.091,47.224,20.893,[],4.223,47.224,0.073
