link_key,speed_hist_avg,inrix_id,tt_sd,bus_stops,speed_ref_sd,intersections,median_age,speed_avg,tt_avg,road_closures,tt_sd_adj,tt_var,speed_sd,incidents,tt_cv,speed_ref_avg,median_inc,pems_ids,speed_hist_sd,speed_max,speed_cv
"(385, 203, '0')",62.707,1626774386.000,0.013,0,0.000,2,29.500,67.160,0.398,0.000,0,0.000,1.310,18,0.034,62.758,20.893,[601526],0.673,69.594,0.020
"(1589, 1764, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1588, 1763, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(386, 396, '0')",12.427,1626688601.000,0.210,1,0.000,2,25.900,11.392,0.694,0.000,0,0.044,4.234,0,0.302,16.156,27.250,[],1.271,21.127,0.372
"(1587, 1762, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1586, 1761, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1585, 1760, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1584, 1759, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(388, 391, '0')",12.117,1626688683.000,0.049,0,0.000,2,41.800,23.975,0.312,0.000,0,0.002,3.628,0,0.158,16.777,50.641,[],0.562,31.069,0.151
"(1583, 1758, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(389, 392, '0')",0.000,,0.000,0,0.000,0,29.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,20.893,[],0.000,0.000,0.000
"(390, 429, '0')",0.000,1626678359.000,0.000,0,0.000,3,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1158, 429, '0')",12.479,1626678372.000,0.226,0,0.000,0,41.800,10.926,0.561,0.000,0,0.051,3.520,0,0.403,14.292,50.641,[],1.919,14.913,0.322
"(390, 423, '0')",11.961,449890208.000,0.198,0,0.000,3,41.800,17.502,0.831,0.000,0,0.039,4.724,0,0.239,16.777,50.641,[],0.707,29.204,0.270
"(1159, 423, '0')",12.117,449890207.000,0.115,1,0.000,1,41.800,22.784,0.615,0.000,0,0.013,4.004,0,0.188,16.777,50.641,[],0.562,27.340,0.176
"(390, 417, '0')",36.298,1626677765.000,0.040,0,0.000,3,41.800,37.179,0.293,0.000,0,0.002,5.947,0,0.137,39.146,50.641,[],2.932,52.195,0.160
"(390, 388, '0')",12.117,1626688683.000,0.049,1,0.000,3,41.800,23.975,0.312,0.000,0,0.002,3.628,0,0.158,16.777,50.641,[],0.562,31.069,0.151
"(1582, 1757, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1581, 1756, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(391, 389, '0')",12.117,1626688683.000,0.049,0,0.000,4,29.500,23.975,0.312,0.000,0,0.002,3.628,0,0.158,16.777,20.893,[],0.562,31.069,0.151
"(1580, 1755, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1579, 1754, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1578, 1753, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(393, 101, '0')",63.380,1626671082.000,0.008,0,0.000,0,29.500,68.092,0.217,0.000,0,0.000,0.972,0,0.036,62.758,20.893,[],0.649,69.594,0.014
"(415, 101, '0')",63.380,1626671082.000,0.008,0,0.000,0,29.500,68.092,0.217,0.000,0,0.000,0.972,0,0.036,62.758,20.893,[],0.649,69.594,0.014
"(394, 399, '0')",43.858,1626657866.000,0.111,0,0.000,1,25.900,38.784,0.378,0.000,0,0.012,8.705,0,0.293,49.088,27.250,[],4.960,47.224,0.224
"(394, 400, '0')",12.738,1626677645.000,0.162,0,0.000,5,26.400,8.440,0.662,0.000,0,0.026,2.008,4,0.245,16.156,25.132,[],1.076,11.185,0.238
"(408, 400, '0')",14.913,1626742939.000,0.310,0,0.000,4,26.400,13.049,1.113,0.000,0,0.096,4.122,0,0.278,19.263,25.132,[],2.035,22.991,0.316
"(413, 400, '0')",19.107,429471428.000,0.284,0,0.000,1,26.400,12.376,0.463,0.000,0,0.081,4.910,0,0.614,24.233,25.132,[],2.071,19.263,0.397
"(394, 667, '0')",43.858,1626657866.000,0.111,0,0.000,1,25.900,38.784,0.378,0.000,0,0.012,8.705,0,0.293,49.088,27.250,[],4.960,47.224,0.224
"(1577, 1752, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1576, 1751, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(395, 394, '0')",17.864,1626677823.000,0.046,0,0.000,1,25.900,13.774,0.158,0.000,0,0.002,4.120,0,0.294,16.777,27.250,[],3.624,21.748,0.299
"(398, 394, '0')",13.308,429471426.000,0.308,0,0.000,4,26.400,6.162,0.465,0.000,0,0.095,3.704,4,0.663,14.292,25.132,[],1.486,13.049,0.601
"(1575, 1750, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1574, 1749, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(396, 1169, '0')",12.427,1626688601.000,0.210,0,0.000,1,25.900,11.392,0.694,0.000,0,0.044,4.234,0,0.302,16.156,27.250,[],1.271,21.127,0.372
"(397, 410, '0')",45.360,1626701509.000,0.028,0,0.000,0,29.300,43.444,0.309,0.000,0,0.001,3.162,0,0.091,47.224,20.750,[],4.223,47.224,0.073
"(1573, 1748, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1572, 1747, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(399, 405, '0')",43.858,1626657866.000,0.111,0,0.000,0,25.900,38.784,0.378,0.000,0,0.012,8.705,1,0.293,49.088,27.250,[],4.960,47.224,0.224
"(667, 405, '0')",43.858,1626657866.000,0.111,0,0.000,0,25.900,38.784,0.378,0.000,0,0.012,8.705,1,0.293,49.088,27.250,[],4.960,47.224,0.224
"(1571, 1746, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(400, 408, '0')",12.738,1626757893.000,0.362,0,0.000,4,26.400,11.547,1.270,0.000,0,0.131,3.228,0,0.285,16.156,25.132,[],1.076,16.777,0.280
"(1155, 408, '0')",14.913,1626742939.000,0.310,0,0.000,1,41.800,13.049,1.113,0.000,0,0.096,4.122,0,0.278,19.263,50.641,[],2.035,22.991,0.316
"(1158, 408, '0')",0.000,1626678359.000,0.000,0,0.000,2,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(400, 403, '0')",19.107,429471428.000,0.284,0,0.000,1,26.400,12.376,0.463,0.000,0,0.081,4.910,0,0.614,24.233,25.132,[],2.071,19.263,0.397
"(400, 398, '0')",13.308,429471427.000,0.290,0,0.000,2,26.400,8.699,0.702,0.000,0,0.084,3.623,3,0.414,14.292,25.132,[],1.486,14.913,0.416
"(1570, 1745, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1569, 1744, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(401, 404, '0')",15.586,1626677727.000,0.134,0,0.000,3,29.500,16.259,0.567,0.000,0,0.018,3.829,0,0.236,21.127,20.893,[],3.335,22.369,0.235
"(1568, 1743, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(402, 428, '0')",20.764,1626688737.000,0.081,0,0.000,1,41.800,17.761,0.260,0.000,0,0.007,4.831,0,0.313,19.263,50.641,[],3.184,25.476,0.272
"(1567, 1742, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1566, 1741, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1565, 1740, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(403, 402, '0')",20.764,1626688737.000,0.081,0,0.000,1,41.800,17.761,0.260,0.000,0,0.007,4.831,0,0.313,19.263,50.641,[],3.184,25.476,0.272
"(404, 402, '0')",17.864,1626678240.000,0.165,0,0.000,3,29.500,14.602,0.467,0.000,0,0.027,4.953,0,0.354,16.777,20.893,[],3.624,22.369,0.339
"(1564, 1739, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1563, 1738, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1562, 1737, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(405, 426, '0')",43.858,1626657866.000,0.111,0,0.000,0,25.900,38.784,0.378,0.000,0,0.012,8.705,1,0.293,49.088,27.250,"[601212, 602212]",4.960,47.224,0.224
"(235, 1163, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1164, 1163, '0')",23.043,449890231.000,0.151,2,0.000,2,33.100,28.428,0.951,0.000,0,0.023,3.993,0,0.158,27.962,25.851,[],1.007,32.933,0.140
"(1608, 1783, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(407, 1160, '0')",13.411,1626688661.000,0.034,0,0.000,1,25.900,14.654,0.064,0.000,0,0.001,6.967,1,0.538,18.020,27.250,[],3.798,27.340,0.475
"(1164, 1160, '0')",21.127,449890234.000,0.294,0,0.000,1,33.100,23.975,1.162,0.000,0,0.086,5.002,2,0.253,24.855,25.851,[],0.918,31.069,0.209
"(1166, 1160, '0')",18.072,449890218.000,0.442,1,0.000,1,33.100,13.101,1.273,0.000,0,0.195,3.637,1,0.347,18.020,25.851,[],1.198,18.020,0.278
"(1168, 1160, '0')",22.007,449890238.000,0.130,0,0.000,1,33.100,24.130,0.652,0.000,0,0.017,4.221,1,0.200,24.855,25.851,[],1.533,29.826,0.175
"(408, 1155, '0')",12.738,1626757893.000,0.362,0,0.000,1,41.800,11.547,1.270,0.000,0,0.131,3.228,0,0.285,16.156,50.641,[],1.076,16.777,0.280
"(1153, 1155, '0')",14.913,1626742939.000,0.310,0,0.000,0,41.800,13.049,1.113,0.000,0,0.096,4.122,0,0.278,19.263,50.641,[],2.035,22.991,0.316
"(408, 1158, '0')",12.479,1626678372.000,0.226,0,0.000,2,41.800,10.926,0.561,0.000,0,0.051,3.520,0,0.403,14.292,50.641,[],1.919,14.913,0.322
"(429, 1158, '0')",0.000,1626678359.000,0.000,0,0.000,0,41.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,50.641,[],0.000,0.000,0.000
"(1560, 1735, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(409, 1139, '0')",16.156,449873392.000,0.168,0,0.000,2,28.800,16.673,0.872,0.000,0,0.028,3.297,0,0.192,18.020,13.125,[],0.918,22.369,0.198
"(1140, 1139, '0')",13.567,449873391.000,0.117,0,0.000,2,22.800,16.932,0.843,0.000,0,0.014,2.171,0,0.139,16.156,16.801,[],0.640,19.884,0.128
"(1143, 1139, '0')",0.000,,0.000,1,0.000,4,28.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,13.125,[],0.000,0.000,0.000
"(409, 1143, '0')",10.356,400417661.000,0.104,1,0.000,4,28.800,9.528,0.361,0.000,0,0.011,2.808,0,0.288,9.942,13.125,[],0.809,14.913,0.295
"(1109, 1143, '0')",13.256,1626613285.000,0.032,2,0.000,9,28.800,13.256,0.377,0.000,0,0.001,1.134,0,0.086,11.806,13.125,[],1.134,14.913,0.086
"(1139, 1143, '0')",0.000,,0.000,1,0.000,4,28.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,13.125,[],0.000,0.000,0.000
"(409, 1138, '0')",13.567,449873391.000,0.117,0,0.000,1,28.800,16.932,0.843,0.000,0,0.014,2.171,0,0.139,16.156,13.125,[],0.640,19.884,0.128
"(1109, 1138, '0')",13.256,1626613285.000,0.032,1,0.000,6,28.800,13.256,0.377,0.000,0,0.001,1.134,0,0.086,11.806,13.125,[],1.134,14.913,0.086
"(1607, 1782, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(411, 397, '0')",45.360,1626701509.000,0.028,0,0.000,1,29.700,43.444,0.309,0.000,0,0.001,3.162,0,0.091,47.224,59.740,[],4.223,47.224,0.073
"(1558, 1733, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(412, 136, '0')",62.707,1626774386.000,0.013,0,0.000,5,29.500,67.160,0.398,0.000,0,0.000,1.310,1,0.034,62.758,20.893,[],0.673,69.594,0.020
"(414, 198, '0')",62.137,1626686499.000,0.010,0,0.000,0,29.500,67.781,0.413,0.000,0,0.000,1.042,0,0.024,62.758,20.893,[],0.000,69.594,0.015
"(419, 198, '0')",36.298,1626677765.000,0.040,0,0.000,0,29.500,37.179,0.293,0.000,0,0.002,5.947,0,0.137,39.146,20.893,[],2.932,52.195,0.160
"(254, 1159, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(423, 1159, '0')",11.961,449890208.000,0.198,1,0.000,1,41.800,17.502,0.831,0.000,0,0.039,4.724,0,0.239,16.777,50.641,[],0.707,29.204,0.270
"(422, 1151, '0')",0.000,400073903.000,0.000,0,0.000,3,28.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.471,[],0.000,0.000,0.000
"(531, 1151, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(422, 1157, '0')",10.874,441461379.000,0.137,0,0.000,3,41.800,10.874,0.518,0.000,0,0.019,2.256,0,0.265,14.913,50.641,[],1.229,13.049,0.207
"(1156, 1157, '0')",13.670,449896134.000,0.150,0,0.000,1,41.800,14.499,0.699,0.000,0,0.022,2.919,0,0.214,18.020,50.641,[],0.649,19.884,0.201
"(422, 1153, '0')",13.670,449896134.000,0.150,0,0.000,3,41.800,14.499,0.699,0.000,0,0.022,2.919,0,0.214,18.020,50.641,[],0.649,19.884,0.201
"(1155, 1153, '0')",12.738,1626757893.000,0.362,0,0.000,0,41.800,11.547,1.270,0.000,0,0.131,3.228,0,0.285,16.156,50.641,[],1.076,16.777,0.280
"(422, 1154, '0')",17.709,441662963.000,0.036,0,0.000,3,26.400,17.139,0.113,0.000,0,0.001,3.140,0,0.313,19.884,25.132,[],2.193,19.884,0.183
"(1152, 1154, '0')",10.874,441461379.000,0.137,1,0.000,0,26.400,10.874,0.518,0.000,0,0.019,2.256,0,0.265,14.913,25.132,[],1.229,13.049,0.207
"(1153, 1154, '0')",17.709,441662963.000,0.036,0,0.000,0,26.400,17.139,0.113,0.000,0,0.001,3.140,0,0.313,19.884,25.132,[],2.193,19.884,0.183
"(423, 390, '0')",12.117,449890207.000,0.115,0,0.000,3,41.800,22.784,0.615,0.000,0,0.013,4.004,0,0.188,16.777,50.641,[],0.562,27.340,0.176
"(428, 390, '0')",36.298,1626677765.000,0.040,2,0.000,3,41.800,37.179,0.293,0.000,0,0.002,5.947,0,0.137,39.146,50.641,[],2.932,52.195,0.160
"(429, 390, '0')",36.298,1626677765.000,0.040,0,0.000,3,41.800,37.179,0.293,0.000,0,0.002,5.947,0,0.137,39.146,50.641,[],2.932,52.195,0.160
"(425, 413, '0')",19.107,429471428.000,0.284,0,0.000,0,26.400,12.376,0.463,0.000,0,0.081,4.910,0,0.614,24.233,25.132,[],2.071,19.263,0.397
"(427, 395, '0')",21.127,1626664796.000,0.093,0,0.000,0,25.900,17.398,0.430,0.000,0,0.009,3.738,0,0.217,24.855,27.250,[],0.918,22.991,0.215
"(431, 665, '0')",15.275,449873473.000,0.070,0,0.000,2,29.300,16.518,0.377,0.000,0,0.005,3.095,0,0.186,18.020,20.750,[],2.317,22.991,0.187
"(433, 665, '0')",0.000,,0.000,0,0.000,1,29.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,20.750,[],0.000,0.000,0.000
"(431, 370, '0')",15.275,449873473.000,0.070,0,0.000,2,29.300,16.518,0.377,0.000,0,0.005,3.095,0,0.186,18.020,20.750,[],2.317,22.991,0.187
"(435, 370, '0')",15.327,449873472.000,0.043,0,0.000,1,29.300,15.897,0.389,0.000,0,0.002,1.919,0,0.110,16.156,20.750,[],1.003,21.127,0.121
"(431, 1607, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(434, 368, '0')",21.023,441662936.000,0.028,0,0.000,3,29.300,21.023,0.260,0.000,0,0.001,2.166,0,0.109,19.263,20.750,[],2.166,24.233,0.103
"(438, 368, '0')",15.275,449890203.000,0.035,0,0.000,4,29.300,16.518,0.207,0.000,0,0.001,2.435,0,0.169,18.020,20.750,[],2.317,21.748,0.147
"(434, 436, '0')",0.000,,0.000,0,0.000,3,29.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,20.750,[],0.000,0.000,0.000
"(434, 439, '0')",43.858,1626690077.000,0.025,0,0.000,3,29.300,46.033,0.340,0.000,0,0.001,3.490,0,0.074,49.710,20.750,[],6.400,52.195,0.076
"(437, 439, '0')",0.000,,0.000,0,0.000,1,29.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,20.750,[],0.000,0.000,0.000
"(440, 369, '0')",41.477,1626690100.000,0.055,0,0.000,0,29.300,34.538,0.386,0.000,0,0.003,5.120,0,0.142,39.146,20.750,"[601209, 602209]",2.445,44.117,0.148
"(441, 440, '0')",43.858,1626690077.000,0.025,0,0.000,0,29.300,46.033,0.340,0.000,0,0.001,3.490,0,0.074,49.710,20.750,[],6.400,52.195,0.076
"(444, 211, '0')",18.227,1626724975.000,0.199,0,0.000,1,29.900,16.415,0.779,0.000,0,0.040,3.239,0,0.256,19.884,39.750,[],1.252,21.748,0.197
"(444, 449, '0')",14.447,1626656740.000,0.187,0,0.000,1,29.900,11.392,0.710,0.000,0,0.035,3.259,0,0.263,21.127,39.750,[],0.281,18.641,0.286
"(444, 25, '0')",18.227,1626724975.000,0.199,0,0.000,4,29.900,16.415,0.779,0.000,0,0.040,3.239,0,0.256,19.884,39.750,[],1.252,21.748,0.197
"(445, 162, '0')",58.046,1626717481.000,0.000,0,0.000,5,39.300,58.823,0.200,0.000,0,0.000,0.552,2,0.000,60.894,24.432,[],0.771,59.652,0.009
"(445, 313, '0')",58.046,1626717481.000,0.000,0,0.000,5,39.300,58.823,0.200,0.000,0,0.000,0.552,2,0.000,60.894,24.432,[],0.771,59.652,0.009
"(451, 29, '0')",23.612,449891993.000,0.314,0,0.000,1,21.300,23.819,1.297,0.000,0,0.099,4.973,0,0.242,28.583,23.867,[],1.633,32.933,0.209
"(670, 29, '0')",18.227,1626738113.000,0.280,0,0.000,1,39.300,15.431,0.693,0.000,0,0.078,4.534,1,0.404,19.884,24.432,[],1.252,22.369,0.294
"(1042, 29, '0')",23.612,449891993.000,0.314,0,0.000,0,45.200,23.819,1.297,0.000,0,0.099,4.973,0,0.242,28.583,16.994,[],1.633,32.933,0.209
"(1044, 29, '0')",22.732,1626733628.000,0.243,0,0.000,0,21.300,22.110,1.395,0.000,0,0.059,4.100,0,0.174,24.855,23.867,[],1.919,31.069,0.185
"(457, 467, '0')",32.570,1626735415.000,0.164,0,0.000,3,21.100,20.091,0.107,0.000,0,0.027,10.880,1,1.539,26.719,42.205,[],2.008,31.690,0.542
"(457, 989, '0')",14.913,1626650436.000,0.093,0,0.000,1,36.500,12.893,0.486,0.000,0,0.009,2.473,0,0.191,19.884,42.500,[],0.795,18.641,0.192
"(937, 989, '0')",18.589,1626626051.000,0.185,0,0.000,1,36.500,22.887,1.319,0.000,0,0.034,3.513,0,0.141,26.098,42.500,[],1.882,31.069,0.154
"(458, 470, '0')",19.884,449891970.000,0.041,0,0.000,2,25.600,14.758,0.184,0.000,0,0.002,2.964,0,0.221,21.748,42.628,[],1.026,19.263,0.201
"(982, 470, '0')",15.327,1626650416.000,0.105,0,0.000,1,25.600,20.505,0.583,0.000,0,0.011,3.455,0,0.181,24.233,42.628,[],1.195,26.719,0.168
"(991, 470, '0')",34.124,1626632377.000,0.116,0,0.000,1,46.800,33.865,0.597,0.000,0,0.013,5.141,0,0.195,39.146,15.738,[],2.589,39.768,0.152
"(458, 460, '0')",20.661,1626703483.000,0.050,0,0.000,7,36.500,20.609,0.329,0.000,0,0.002,2.777,0,0.151,26.719,42.500,[],2.651,24.855,0.135
"(459, 477, '0')",21.282,429471475.000,0.058,0,0.000,1,46.800,23.198,0.263,0.000,0,0.003,3.674,0,0.220,26.719,15.738,[],0.960,27.340,0.158
"(459, 458, '0')",19.884,429471472.000,0.098,0,0.000,2,29.900,13.670,0.222,0.000,0,0.010,4.239,0,0.441,21.748,39.750,[],1.026,19.263,0.310
"(461, 458, '0')",23.819,1626692488.000,0.141,0,0.000,1,46.800,20.505,0.572,0.000,0,0.020,4.589,0,0.246,31.069,15.738,"[601412, 602412]",3.216,26.098,0.224
"(470, 458, '0')",20.661,429471473.000,0.053,0,0.000,2,25.600,15.534,0.197,0.000,0,0.003,4.280,0,0.267,26.719,42.628,[],2.651,22.991,0.276
"(460, 483, '0')",0.000,,0.000,0,0.000,0,36.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.500,[],0.000,0.000,0.000
"(460, 457, '0')",14.913,1626650436.000,0.093,0,0.000,3,36.500,12.893,0.486,0.000,0,0.009,2.473,0,0.191,19.884,42.500,[],0.795,18.641,0.192
"(486, 457, '0')",32.570,1626666463.000,0.160,0,0.000,0,36.500,27.185,0.476,0.000,0,0.026,8.471,0,0.337,26.719,42.500,"[601214, 602214]",2.008,41.010,0.312
"(989, 457, '0')",20.091,1626719763.000,0.093,0,0.000,1,36.500,16.259,0.428,0.000,0,0.009,3.622,0,0.218,26.719,42.500,[],1.724,24.233,0.223
"(465, 3, '0')",24.492,441671197.000,0.029,0,0.000,0,29.900,31.535,0.122,0.000,0,0.001,5.836,0,0.240,24.855,39.750,[],0.972,39.146,0.185
"(466, 262, '0')",0.000,,0.000,0,0.000,2,36.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.500,[],0.000,0.000,0.000
"(467, 491, '0')",0.000,,0.000,0,0.000,2,21.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.205,"[601215, 602215]",0.000,0.000,0.000
"(467, 459, '0')",21.282,429471475.000,0.058,0,0.000,8,21.100,23.198,0.263,0.000,0,0.003,3.674,0,0.220,26.719,42.205,[],0.960,27.340,0.158
"(255, 991, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(470, 991, '0')",20.661,429471473.000,0.053,0,0.000,1,46.800,15.534,0.197,0.000,0,0.003,4.280,0,0.267,26.719,15.738,[],2.651,22.991,0.276
"(256, 992, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1000, 992, '0')",19.780,1626650341.000,0.179,1,0.000,2,33.100,23.560,1.270,0.000,0,0.032,3.184,0,0.141,26.098,42.623,[],0.693,29.204,0.135
"(470, 982, '0')",19.884,1626761608.000,0.175,0,0.000,1,25.600,15.120,0.814,0.000,0,0.031,3.528,0,0.215,21.748,42.628,[],1.026,23.612,0.233
"(964, 982, '0')",15.327,1626650416.000,0.105,1,0.000,0,25.600,20.505,0.583,0.000,0,0.011,3.455,0,0.181,24.233,42.628,[],1.195,26.719,0.168
"(470, 471, '0')",0.000,,0.000,0,0.000,2,25.600,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.628,"[601413, 602413]",0.000,0.000,0.000
"(475, 977, '0')",17.347,449891879.000,0.340,0,0.000,0,45.100,18.072,0.805,0.000,0,0.116,8.628,0,0.423,22.991,48.646,[],0.724,34.175,0.477
"(476, 974, '0')",19.884,1626719671.000,0.214,0,0.000,1,25.600,23.405,1.298,0.000,0,0.046,3.888,0,0.164,21.748,42.628,[],1.026,32.311,0.166
"(975, 974, '0')",15.327,1626679013.000,0.273,0,0.000,0,45.100,23.664,1.290,0.000,0,0.075,4.608,0,0.212,24.233,48.646,[],1.195,30.447,0.195
"(977, 974, '0')",17.347,449891868.000,0.136,0,0.000,1,45.100,24.958,0.646,0.000,0,0.018,5.822,0,0.211,22.991,48.646,[],0.724,35.418,0.233
"(476, 983, '0')",17.347,449891868.000,0.136,0,0.000,1,25.600,24.958,0.646,0.000,0,0.018,5.822,0,0.211,22.991,42.628,[],0.724,35.418,0.233
"(976, 983, '0')",17.347,449891868.000,0.136,0,0.000,0,25.600,24.958,0.646,0.000,0,0.018,5.822,0,0.211,22.991,42.628,[],0.724,35.418,0.233
"(476, 978, '0')",15.327,1626650416.000,0.105,0,0.000,1,25.600,20.505,0.583,0.000,0,0.011,3.455,0,0.181,24.233,42.628,[],1.195,26.719,0.168
