link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_id,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,pems_ids,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,tt_sd_adj,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix
"(1479, 1110, '0')",0,,1800.000,0.307,40,449873398.000,[],LWRLK,3370,200.000,3,40,0.205,0.150,4.000,0.307,1800.000,[],449873398.000,20.195,24.233,16.570,0.748,26.098,3.152,0.156,0.552,0.000,0.122,0.015,0.163,0,0.000,13.125,28.800,0.000,0.000,2.000,0.471
"(1483, 1110, '0')",0,,1800.000,0.092,30,,[],LWRLK,3380,200.000,1,30,0.046,0.150,4.000,0.092,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,13.125,28.800,0.000,0.000,1.000,0.092
"(1134, 1136, '0')",0,,1800.000,0.168,35,1626695561.000,[],LWRLK,2624,200.000,2,35,0.098,0.150,4.000,0.168,1800.000,[],1626695561.000,17.761,18.020,16.104,0.212,19.263,1.075,0.061,0.619,0.000,0.013,0.000,0.060,0,0.000,24.471,28.000,0.000,0.000,5.000,0.306
"(1137, 1136, '0')",0,,1800.000,0.254,35,1626760250.000,[],LWRLK,2630,200.000,2,35,0.148,0.150,4.000,0.254,1800.000,[],1626760250.000,16.104,16.777,14.550,0.242,22.369,2.682,0.167,0.972,0.000,0.041,0.002,0.168,0,0.000,13.125,28.800,0.000,0.000,3.000,0.398
"(1134, 1469, '0')",0,,1800.000,0.059,25,1626695561.000,[],LWRLK,2625,200.000,1,25,0.024,0.150,4.000,0.059,1800.000,[],1626695561.000,17.761,18.020,16.104,0.212,19.263,1.075,0.061,0.619,0.000,0.013,0.000,0.060,0,0.000,24.471,28.000,0.000,0.000,3.000,0.076
"(1465, 1469, '0')",0,,1800.000,0.096,25,,[],LWRLK,3344,200.000,1,25,0.040,0.150,4.000,0.096,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,50.641,41.800,0.000,0.000,0.000,0.096
"(1136, 1134, '0')",0,,1800.000,0.168,35,1626695498.000,[],LWRLK,2628,200.000,2,35,0.098,0.150,4.000,0.168,1800.000,[],1626695498.000,16.104,16.777,14.550,0.235,22.369,2.682,0.167,0.972,0.000,0.034,0.001,0.146,0,0.000,24.471,28.000,0.000,0.000,5.000,0.263
"(1469, 1134, '0')",0,,1800.000,0.059,25,1626695498.000,[],LWRLK,3352,200.000,2,25,0.024,0.150,4.000,0.059,1800.000,[],1626695498.000,16.104,16.777,14.550,0.235,22.369,2.682,0.167,0.972,0.000,0.034,0.001,0.146,0,0.000,24.471,28.000,0.000,0.000,3.000,0.066
"(1138, 409, '0')",0,,1800.000,0.076,35,449873392.000,[],LWRLK,2631,200.000,2,35,0.044,0.150,4.000,0.076,1800.000,[],449873392.000,17.761,18.020,16.104,0.797,19.263,1.075,0.061,0.619,0.000,0.050,0.002,0.062,0,0.000,13.125,28.800,0.000,0.000,1.000,0.138
"(1139, 409, '0')",0,,1800.000,0.148,35,449873391.000,[],LWRLK,2635,200.000,2,35,0.086,0.150,4.000,0.148,1800.000,[],449873391.000,16.104,16.777,14.550,0.890,22.369,2.682,0.167,0.972,0.000,0.143,0.020,0.160,0,0.000,13.125,28.800,0.000,0.000,2.000,0.232
"(1148, 409, '0')",0,,1800.000,0.095,40,449873413.000,[],LWRLK,2652,200.000,4,40,0.063,0.150,4.000,0.095,1800.000,[],449873413.000,24.078,24.855,20.557,0.621,31.069,3.011,0.125,0.724,0.000,0.074,0.006,0.120,0,0.000,13.125,28.800,0.000,0.000,1.000,0.122
"(1139, 1140, '0')",0,,1800.000,0.161,35,449873392.000,[],LWRLK,2633,200.000,2,35,0.094,0.150,4.000,0.161,1800.000,[],449873392.000,17.761,18.020,16.104,0.797,19.263,1.075,0.061,0.619,0.000,0.050,0.002,0.062,0,0.000,16.801,22.800,0.000,0.000,2.000,0.293
"(1141, 1140, '0')",0,,1800.000,0.128,35,449873391.000,[],LWRLK,2639,200.000,2,35,0.074,0.150,4.000,0.128,1800.000,[],449873391.000,16.104,16.777,14.550,0.890,22.369,2.682,0.167,0.972,0.000,0.143,0.020,0.160,0,0.000,16.801,22.800,0.000,0.000,3.000,0.200
"(1140, 1141, '0')",0,,1800.000,0.128,35,449873392.000,[],LWRLK,2636,200.000,2,35,0.074,0.150,4.000,0.128,1800.000,[],449873392.000,17.761,18.020,16.104,0.797,19.263,1.075,0.061,0.619,0.000,0.050,0.002,0.062,0,0.000,16.801,22.800,0.000,0.000,3.000,0.232
"(533, 1141, '0')",0,,inf,0.000,99999,,[],PQULK,2640,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1141, 1594, '0')",0,,inf,0.000,99999,,[],PQULK,4372,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1143, 1147, '0')",0,,1800.000,0.359,20,449873396.000,[],LWRLK,2643,200.000,3,20,0.120,0.150,4.000,0.359,1800.000,[],449873396.000,19.470,21.127,17.606,0.468,22.991,1.898,0.098,1.103,0.000,0.042,0.002,0.090,0,0.000,13.125,28.800,0.000,1.000,4.000,0.312
"(1147, 535, '0')",0,,inf,0.000,99999,,[],PQULK,2649,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1149, 1171, '0')",0,,1800.000,0.121,35,441662966.000,[],LWRLK,2654,200.000,2,35,0.070,0.150,4.000,0.121,1800.000,[],441662966.000,17.243,18.020,12.738,0.465,21.127,2.357,0.137,1.076,0.000,0.067,0.004,0.144,0,0.000,25.132,26.400,0.000,0.000,0.000,0.200
"(1170, 1171, '0')",0,,1800.000,0.121,35,441662965.000,[],LWRLK,2700,200.000,2,35,0.070,0.150,4.000,0.121,1800.000,[],441662965.000,22.007,21.748,19.573,0.357,24.233,1.664,0.076,1.076,0.000,0.029,0.001,0.081,0,0.000,25.132,26.400,0.000,0.000,1.000,0.174
"(1150, 1467, '0')",0,,1800.000,0.124,20,449890229.000,[],LWRLK,2655,200.000,1,20,0.041,0.150,4.000,0.124,1800.000,[],449890229.000,17.243,19.263,15.275,0.532,18.641,1.064,0.062,1.486,0.000,0.033,0.001,0.062,0,0.000,50.641,41.800,1.000,1.000,3.000,0.133
"(1468, 1467, '0')",0,,1800.000,0.065,25,,[],LWRLK,3351,200.000,1,25,0.027,0.150,4.000,0.065,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,50.641,41.800,0.000,0.000,0.000,0.065
"(1150, 1156, '0')",0,,1800.000,0.265,30,449896134.000,[],LWRLK,2657,200.000,2,30,0.133,0.150,4.000,0.265,1800.000,[],449896134.000,18.693,19.263,14.550,0.526,21.748,1.578,0.084,0.320,0.000,0.043,0.002,0.082,0,0.000,50.641,41.800,1.000,1.000,4.000,0.366
"(1157, 1156, '0')",0,,1800.000,0.133,30,449890228.000,[],LWRLK,2672,200.000,2,30,0.066,0.150,4.000,0.133,1800.000,[],449890228.000,17.243,19.263,15.275,0.558,18.641,1.064,0.062,1.486,0.000,0.034,0.001,0.060,0,0.000,50.641,41.800,0.000,0.000,1.000,0.213
"(1150, 1609, '0')",0,,inf,0.000,99999,,[],PQULK,4385,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1151, 422, '0')",0,,1800.000,0.257,25,170808440.000,[],LWRLK,2659,200.000,2,25,0.107,0.150,4.000,0.257,1800.000,[],170808440.000,16.466,29.204,14.758,0.138,24.233,3.667,0.223,1.405,0.000,0.029,0.001,0.209,0,0.000,24.471,28.000,1.000,0.000,3.000,0.265
"(1153, 422, '0')",0,,1800.000,0.107,30,400073903.000,[],LWRLK,2663,200.000,2,30,0.053,0.150,4.000,0.107,1800.000,[],400073903.000,9.372,9.942,8.440,0.248,12.427,2.286,0.244,1.973,0.000,0.063,0.004,0.256,0,0.000,50.641,41.800,1.000,0.000,3.000,0.257
"(1154, 422, '0')",0,,1800.000,0.063,35,441461379.000,[],LWRLK,2665,200.000,4,35,0.037,0.150,4.000,0.063,1800.000,[],441461379.000,17.243,18.020,12.738,0.314,21.127,2.357,0.137,1.076,0.000,0.043,0.002,0.138,0,0.000,25.132,26.400,1.000,0.000,3.000,0.104
"(1157, 422, '0')",0,,1800.000,0.133,30,449896134.000,[],LWRLK,2673,200.000,4,30,0.067,0.150,4.000,0.133,1800.000,[],449896134.000,18.693,19.263,14.550,0.526,21.748,1.578,0.084,0.320,0.000,0.043,0.002,0.082,0,0.000,50.641,41.800,1.000,0.000,3.000,0.184
"(1151, 1597, '0')",0,,inf,0.000,99999,,[],PQULK,4375,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1152, 1170, '0')",0,,1800.000,0.140,35,441461378.000,[],LWRLK,2660,200.000,3,35,0.082,0.150,4.000,0.140,1800.000,[],441461378.000,22.007,21.748,19.573,0.242,24.233,1.664,0.076,1.076,0.000,0.019,0.000,0.077,0,0.000,25.132,26.400,0.000,0.000,1.000,0.203
"(1171, 1170, '0')",0,,1800.000,0.121,35,441662966.000,[],LWRLK,2705,200.000,3,35,0.070,0.150,4.000,0.121,1800.000,[],441662966.000,17.243,18.020,12.738,0.465,21.127,2.357,0.137,1.076,0.000,0.067,0.004,0.144,0,0.000,25.132,26.400,0.000,0.000,1.000,0.200
"(1174, 1170, '0')",0,,1800.000,0.260,25,,[],LWRLK,2708,200.000,1,25,0.108,0.150,4.000,0.260,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,2.000,0.260
"(1175, 1170, '0')",0,,1800.000,0.235,25,,[],LWRLK,2711,200.000,1,25,0.098,0.150,4.000,0.235,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,2.000,0.235
"(1154, 1152, '0')",0,,1800.000,0.121,35,441662963.000,[],LWRLK,2667,200.000,2,35,0.071,0.150,4.000,0.121,1800.000,[],441662963.000,22.007,21.748,19.573,0.083,24.233,1.664,0.076,1.076,0.000,0.008,0.000,0.093,0,0.000,25.132,26.400,0.000,1.000,0.000,0.175
"(1170, 1152, '0')",0,,1800.000,0.140,35,441461379.000,[],LWRLK,2702,200.000,2,35,0.082,0.150,4.000,0.140,1800.000,[],441461379.000,17.243,18.020,12.738,0.314,21.127,2.357,0.137,1.076,0.000,0.043,0.002,0.138,0,0.000,25.132,26.400,0.000,0.000,1.000,0.232
"(1156, 1150, '0')",0,,1800.000,0.265,30,449890228.000,[],LWRLK,2670,200.000,2,30,0.133,0.150,4.000,0.265,1800.000,[],449890228.000,17.243,19.263,15.275,0.558,18.641,1.064,0.062,1.486,0.000,0.034,0.001,0.060,0,0.000,50.641,41.800,1.000,1.000,4.000,0.427
"(1467, 1150, '0')",0,,1800.000,0.147,20,449896133.000,[],LWRLK,3349,200.000,2,20,0.049,0.150,4.000,0.147,1800.000,[],449896133.000,18.693,19.263,14.550,0.486,21.748,1.578,0.084,0.320,0.000,0.037,0.001,0.077,0,0.000,50.641,41.800,1.000,1.000,3.000,0.135
"(1092, 1150, '0')",0,,inf,0.000,99999,,[],PQULK,3356,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1159, 1598, '0')",0,,inf,0.000,99999,,[],PQULK,3006,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1160, 1168, '0')",0,,1800.000,0.125,40,449890235.000,[],LWRLK,2678,200.000,2,40,0.084,0.150,4.000,0.125,1800.000,[],449890235.000,21.748,26.719,20.764,0.708,27.340,2.636,0.121,0.673,0.000,0.085,0.007,0.120,0,0.000,25.851,33.100,0.000,0.000,1.000,0.183
"(1167, 1168, '0')",0,,1800.000,0.396,40,449890238.000,[],LWRLK,2695,200.000,2,40,0.264,0.150,4.000,0.396,1800.000,[],449890238.000,23.301,24.233,21.593,0.666,31.069,3.798,0.163,2.598,0.000,0.103,0.011,0.155,0,0.000,25.851,33.100,0.000,0.000,3.000,0.510
"(1160, 427, '0')",0,,1800.000,0.312,35,1626664796.000,[],LWRLK,2679,200.000,2,35,0.182,0.150,4.000,0.312,1800.000,[],1626664796.000,27.599,26.098,25.114,0.259,31.690,2.332,0.084,1.283,0.000,0.023,0.001,0.088,0,0.000,27.250,25.900,0.000,1.000,1.000,0.345
"(1160, 1166, '0')",0,,1800.000,0.180,35,449896130.000,[],LWRLK,2681,200.000,2,35,0.105,0.150,4.000,0.180,1800.000,[],449896130.000,18.641,19.263,16.777,0.829,21.748,1.717,0.092,0.459,0.000,0.071,0.005,0.086,0,0.000,25.851,33.100,0.000,1.000,1.000,0.290
"(1165, 1166, '0')",0,,1800.000,0.180,35,449890218.000,[],LWRLK,2690,200.000,2,35,0.105,0.150,4.000,0.180,1800.000,[],449890218.000,18.952,16.777,15.275,0.828,23.612,2.616,0.138,1.227,0.000,0.116,0.014,0.140,0,0.000,50.144,35.600,1.000,0.000,1.000,0.267
"(1160, 1164, '0')",0,,1800.000,0.150,40,449890231.000,[],LWRLK,2682,200.000,2,40,0.100,0.150,4.000,0.150,1800.000,[],449890231.000,30.240,29.204,26.253,0.878,33.554,2.142,0.071,0.960,0.000,0.065,0.004,0.074,0,0.000,25.851,33.100,0.000,0.000,1.000,0.179
"(1163, 1164, '0')",0,,1800.000,0.349,40,449890234.000,[],LWRLK,2686,200.000,2,40,0.232,0.150,4.000,0.349,1800.000,[],449890234.000,27.599,26.098,25.114,0.962,31.690,2.332,0.084,1.283,0.000,0.084,0.007,0.087,0,0.000,25.851,33.100,0.000,2.000,2.000,0.440
"(538, 1165, '0')",0,,inf,0.000,99999,,[],PQULK,2683,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1166, 1165, '0')",0,,1800.000,0.180,35,449896130.000,[],LWRLK,2693,200.000,2,35,0.105,0.150,4.000,0.180,1800.000,[],449896130.000,18.641,19.263,16.777,0.829,21.748,1.717,0.092,0.459,0.000,0.071,0.005,0.086,0,0.000,50.144,35.600,1.000,0.000,1.000,0.290
"(1162, 1179, '0')",0,,1800.000,0.137,40,449890236.000,[],LWRLK,2684,200.000,4,40,0.091,0.150,4.000,0.137,1800.000,[],449890236.000,21.800,26.098,20.091,0.690,29.204,3.579,0.164,0.667,0.000,0.109,0.012,0.158,0,0.000,25.851,33.100,0.000,0.000,2.000,0.188
"(1178, 1179, '0')",0,,1800.000,0.154,35,449890261.000,[],LWRLK,2719,200.000,3,35,0.090,0.150,4.000,0.154,1800.000,[],449890261.000,22.784,25.476,19.521,0.724,30.447,3.915,0.172,1.955,0.000,0.127,0.016,0.175,0,0.000,25.851,33.100,0.000,1.000,2.000,0.177
"(1180, 1179, '0')",0,,1800.000,0.174,35,1626771082.000,[],LWRLK,2726,200.000,4,35,0.102,0.150,4.000,0.174,1800.000,[],1626771082.000,22.939,24.233,19.832,0.970,26.719,1.825,0.080,0.935,0.000,0.075,0.006,0.077,0,0.000,14.243,24.900,0.000,1.000,1.000,0.228
"(1182, 1179, '0')",0,,1800.000,0.137,40,1626742950.000,[],LWRLK,2730,200.000,4,40,0.091,0.150,4.000,0.137,1800.000,[],1626742950.000,30.654,27.962,23.509,0.982,38.525,3.617,0.118,2.607,0.000,0.114,0.013,0.116,0,0.000,21.600,26.000,0.000,1.000,1.000,0.142
"(1162, 1188, '0')",0,,1800.000,0.374,40,449890237.000,[],LWRLK,2685,200.000,2,40,0.249,0.150,4.000,0.374,1800.000,[],449890237.000,24.751,26.719,24.182,0.605,32.311,4.238,0.171,1.747,0.000,0.102,0.010,0.168,0,0.000,25.851,33.100,0.000,0.000,3.000,0.463
"(1189, 1188, '0')",0,,1800.000,0.092,40,449890235.000,[],LWRLK,2741,200.000,2,40,0.061,0.150,4.000,0.092,1800.000,[],449890235.000,21.748,26.719,20.764,0.708,27.340,2.636,0.121,0.673,0.000,0.085,0.007,0.120,0,0.000,25.851,33.100,0.000,1.000,1.000,0.135
"(1163, 1599, '0')",0,,inf,0.000,99999,,[],PQULK,4376,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1165, 1600, '0')",0,,inf,0.000,99999,,[],PQULK,3008,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1167, 1189, '0')",0,,1800.000,0.086,40,449890235.000,[],LWRLK,2694,200.000,3,40,0.057,0.150,4.000,0.086,1800.000,[],449890235.000,21.748,26.719,20.764,0.708,27.340,2.636,0.121,0.673,0.000,0.085,0.007,0.120,0,0.000,25.851,33.100,0.000,0.000,1.000,0.126
"(1188, 1189, '0')",0,,1800.000,0.092,40,449890237.000,[],LWRLK,2740,200.000,3,40,0.061,0.150,4.000,0.092,1800.000,[],449890237.000,24.751,26.719,24.182,0.605,32.311,4.238,0.171,1.747,0.000,0.102,0.010,0.168,0,0.000,25.851,33.100,0.000,1.000,1.000,0.114
"(1190, 1189, '0')",0,,1800.000,0.393,30,,[],LWRLK,2746,200.000,1,30,0.196,0.150,4.000,0.393,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,27.250,25.900,0.000,0.000,2.000,0.393
"(1191, 1189, '0')",0,,1800.000,0.447,30,,[],LWRLK,2747,200.000,1,30,0.224,0.150,4.000,0.447,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.851,33.100,0.000,0.000,2.000,0.447
"(1168, 1167, '0')",0,,1800.000,0.396,40,449890235.000,[],LWRLK,2696,200.000,2,40,0.264,0.150,4.000,0.396,1800.000,[],449890235.000,21.748,26.719,20.764,0.708,27.340,2.636,0.121,0.673,0.000,0.085,0.007,0.120,0,0.000,25.851,33.100,0.000,0.000,3.000,0.579
"(1189, 1167, '0')",0,,1800.000,0.086,40,449890238.000,[],LWRLK,2743,200.000,2,40,0.057,0.150,4.000,0.086,1800.000,[],449890238.000,23.301,24.233,21.593,0.666,31.069,3.798,0.163,2.598,0.000,0.103,0.011,0.155,0,0.000,25.851,33.100,0.000,0.000,1.000,0.111
"(1169, 407, '0')",0,,1800.000,0.145,35,1626688601.000,[],LWRLK,2699,200.000,2,35,0.085,0.150,4.000,0.145,1800.000,[],1626688601.000,16.311,16.777,13.722,0.471,29.826,5.260,0.080,1.007,0.000,0.108,0.012,0.228,0,0.000,27.250,25.900,0.000,0.000,0.000,0.170
"(1170, 1175, '0')",0,,1800.000,0.235,25,,[],LWRLK,2701,200.000,1,25,0.098,0.150,4.000,0.235,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,2.000,0.235
"(540, 1175, '0')",0,,inf,0.000,99999,,[],PQULK,2706,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1170, 1174, '0')",0,,1800.000,0.260,25,,[],LWRLK,2703,200.000,1,25,0.108,0.150,4.000,0.260,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,2.000,0.260
"(541, 1174, '0')",0,,inf,0.000,99999,,[],PQULK,2707,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1174, 1593, '0')",0,,inf,0.000,99999,,[],PQULK,4371,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1175, 1592, '0')",0,,inf,0.000,99999,,[],PQULK,4370,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1177, 1421, '0')",0,,1800.000,0.497,40,1626733628.000,[],LWRLK,2714,200.000,2,40,0.332,0.150,4.000,0.497,1800.000,[],1626733628.000,25.062,26.098,23.560,1.209,29.204,2.546,0.102,1.388,0.000,0.119,0.014,0.099,0,0.000,23.867,21.300,0.000,1.000,1.000,0.681
"(1177, 1183, '0')",0,,1800.000,0.121,40,1626742950.000,[],LWRLK,2717,200.000,2,40,0.080,0.150,4.000,0.121,1800.000,[],1626742950.000,30.654,27.962,23.509,0.982,38.525,3.617,0.118,2.607,0.000,0.114,0.013,0.116,0,0.000,21.600,26.000,0.000,0.000,1.000,0.125
"(1181, 1183, '0')",0,,1800.000,0.481,40,1626715869.000,[],LWRLK,2727,200.000,2,40,0.321,0.150,4.000,0.481,1800.000,[],1626715869.000,26.149,27.962,21.593,1.162,31.690,3.539,0.135,1.657,0.000,0.164,0.027,0.141,0,0.000,21.600,26.000,5.000,1.000,1.198,0.607
"(1177, 1176, '0')",0,,1800.000,0.098,40,449890243.000,[],LWRLK,2718,200.000,2,40,0.065,0.150,4.000,0.098,1800.000,[],449890243.000,27.185,26.098,24.233,1.118,37.904,4.427,0.163,0.795,0.000,0.159,0.025,0.142,0,0.000,21.600,26.000,0.000,1.000,1.000,0.103
"(1184, 1176, '0')",0,,1800.000,0.575,40,449890248.000,[],LWRLK,2733,200.000,2,40,0.383,0.150,4.000,0.575,1800.000,[],449890248.000,26.098,27.340,24.751,1.157,31.690,3.444,0.132,1.564,0.000,0.149,0.022,0.129,0,0.000,21.600,26.000,0.000,1.000,2.000,0.725
"(1179, 1182, '0')",0,,1800.000,0.137,40,1626715869.000,[],LWRLK,2721,200.000,2,40,0.091,0.150,4.000,0.137,1800.000,[],1626715869.000,26.149,27.962,21.593,1.162,31.690,3.539,0.135,1.657,0.000,0.164,0.027,0.141,0,0.000,21.600,26.000,0.000,1.000,1.000,0.173
"(1448, 1182, '0')",0,,1800.000,0.098,40,1626742950.000,[],LWRLK,3314,200.000,2,40,0.065,0.150,4.000,0.098,1800.000,[],1626742950.000,30.654,27.962,23.509,0.982,38.525,3.617,0.118,2.607,0.000,0.114,0.013,0.116,0,0.000,21.600,26.000,0.000,0.000,1.000,0.102
"(1179, 1180, '0')",0,,1800.000,0.174,35,1626637688.000,[],LWRLK,2722,200.000,2,35,0.102,0.150,4.000,0.174,1800.000,[],1626637688.000,21.644,21.748,18.848,1.034,24.855,2.166,0.100,0.765,0.000,0.098,0.010,0.095,0,0.000,14.243,24.900,0.000,1.000,1.000,0.245
"(1461, 1180, '0')",0,,1800.000,0.077,35,1626771082.000,[],LWRLK,3337,200.000,2,35,0.045,0.150,4.000,0.077,1800.000,[],1626771082.000,22.939,24.233,19.832,0.970,26.719,1.825,0.080,0.935,0.000,0.075,0.006,0.077,0,0.000,14.243,24.900,0.000,0.000,0.000,0.101
"(1179, 1162, '0')",0,,1800.000,0.137,40,449890237.000,[],LWRLK,2723,200.000,2,40,0.091,0.150,4.000,0.137,1800.000,[],449890237.000,24.751,26.719,24.182,0.605,32.311,4.238,0.171,1.747,0.000,0.102,0.010,0.168,0,0.000,25.851,33.100,0.000,0.000,2.000,0.170
"(1188, 1162, '0')",0,,1800.000,0.374,40,449890236.000,[],LWRLK,2739,200.000,2,40,0.249,0.150,4.000,0.374,1800.000,[],449890236.000,21.800,26.098,20.091,0.690,29.204,3.579,0.164,0.667,0.000,0.109,0.012,0.158,0,0.000,25.851,33.100,0.000,0.000,3.000,0.512
"(1179, 1178, '0')",0,,1800.000,0.154,35,449890240.000,[],LWRLK,2724,200.000,2,35,0.090,0.150,4.000,0.154,1800.000,[],449890240.000,23.975,24.233,22.369,0.677,27.962,2.060,0.086,1.451,0.000,0.059,0.004,0.088,0,0.000,25.851,33.100,0.000,1.000,2.000,0.192
"(1185, 1178, '0')",0,,1800.000,0.598,35,449890261.000,[],LWRLK,2735,200.000,2,35,0.349,0.150,4.000,0.598,1800.000,[],449890261.000,22.784,25.476,19.521,0.724,30.447,3.915,0.172,1.955,0.000,0.127,0.016,0.175,0,0.000,25.851,33.100,0.000,0.000,6.000,0.687
"(1181, 1447, '0')",0,,1800.000,0.097,40,1626742950.000,[],LWRLK,2728,200.000,2,40,0.065,0.150,4.000,0.097,1800.000,[],1626742950.000,30.654,27.962,23.509,0.982,38.525,3.617,0.118,2.607,0.000,0.114,0.013,0.116,0,0.000,21.600,26.000,0.000,0.000,2.000,0.101
"(1449, 1447, '0')",0,,1800.000,0.094,40,1626715869.000,[],LWRLK,3315,200.000,2,40,0.062,0.150,4.000,0.094,1800.000,[],1626715869.000,26.149,27.962,21.593,1.162,31.690,3.539,0.135,1.657,0.000,0.164,0.027,0.141,0,0.000,21.600,26.000,0.000,0.000,1.000,0.118
"(1182, 1448, '0')",0,,1800.000,0.098,40,1626715869.000,[],LWRLK,2729,200.000,2,40,0.065,0.150,4.000,0.098,1800.000,[],1626715869.000,26.149,27.962,21.593,1.162,31.690,3.539,0.135,1.657,0.000,0.164,0.027,0.141,0,0.000,21.600,26.000,0.000,0.000,1.000,0.124
"(1446, 1448, '0')",0,,1800.000,0.084,40,1626742950.000,[],LWRLK,3310,200.000,2,40,0.056,0.150,4.000,0.084,1800.000,[],1626742950.000,30.654,27.962,23.509,0.982,38.525,3.617,0.118,2.607,0.000,0.114,0.013,0.116,0,0.000,21.600,26.000,0.000,0.000,1.000,0.087
