link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_id,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,pems_ids,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,tt_sd_adj,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix
"(595, 597, '0')",0,,2400.000,0.090,65,1626654364.000,[],LWRLK,1394,200.000,4,65,0.098,0.150,4.000,0.090,2400.000,[],1626654364.000,63.691,60.894,60.998,0.471,67.108,1.864,0.029,0.582,0.000,0.013,0.000,0.028,0,0.000,30.543,28.900,20.000,0.000,1.000,0.088
"(596, 594, '0')",0,,2400.000,0.190,65,1626666257.000,[],LWRLK,1397,200.000,5,65,0.206,0.150,4.000,0.190,2400.000,[],1626666257.000,65.296,60.273,60.273,0.619,66.487,1.169,0.018,0.000,0.000,0.012,0.000,0.020,0,0.000,41.544,28.300,2.000,0.000,0.000,0.186
"(597, 618, '0')",0,,1800.000,0.277,60,1626654364.000,[],LWRLK,1398,200.000,2,60,0.277,0.150,4.000,0.277,1800.000,[],1626654364.000,63.691,60.894,60.998,0.471,67.108,1.864,0.029,0.582,0.000,0.013,0.000,0.028,0,0.000,30.543,28.900,0.000,0.000,1.000,0.247
"(597, 599, '0')",0,,2400.000,0.434,65,1626654364.000,[],LWRLK,1399,200.000,3,65,0.470,0.150,4.000,0.434,2400.000,[],1626654364.000,63.691,60.894,60.998,0.471,67.108,1.864,0.029,0.582,0.000,0.013,0.000,0.028,0,0.000,30.543,28.900,3.000,0.000,5.000,0.420
"(598, 596, '0')",0,,2400.000,0.090,65,1626666257.000,[],LWRLK,1403,200.000,5,65,0.097,0.150,4.000,0.090,2400.000,[],1626666257.000,65.296,60.273,60.273,0.619,66.487,1.169,0.018,0.000,0.000,0.012,0.000,0.020,0,0.000,30.543,28.900,0.938,0.000,2.000,0.088
"(599, 601, '0')",0,,2400.000,0.154,65,1626678910.000,[],LWRLK,1404,200.000,3,65,0.167,0.150,4.000,0.154,2400.000,[],1626678910.000,59.237,57.788,57.839,0.475,62.758,2.419,0.041,0.619,0.000,0.019,0.000,0.040,0,0.000,30.543,28.900,0.000,0.000,0.000,0.160
"(600, 598, '0')",0,,2400.000,0.434,65,1626666257.000,[],LWRLK,1407,200.000,3,65,0.470,0.150,4.000,0.434,2400.000,[],1626666257.000,65.296,60.273,60.273,0.619,66.487,1.169,0.018,0.000,0.000,0.012,0.000,0.020,0,0.000,30.543,28.900,0.000,0.000,2.000,0.424
"(621, 598, '0')",0,,1800.000,0.093,60,1626666257.000,[],LWRLK,1455,200.000,2,60,0.093,0.150,4.000,0.093,1800.000,[],1626666257.000,65.296,60.273,60.273,0.619,66.487,1.169,0.018,0.000,0.000,0.012,0.000,0.020,0,0.000,30.543,28.900,0.000,0.000,1.000,0.084
"(602, 600, '0')",0,,2400.000,0.154,65,1626666257.000,[],LWRLK,1411,200.000,3,65,0.167,0.150,4.000,0.154,2400.000,[],1626666257.000,65.296,60.273,60.273,0.619,66.487,1.169,0.018,0.000,0.000,0.012,0.000,0.020,0,0.000,30.543,28.900,0.000,0.000,1.198,0.151
"(603, 1194, '0')",0,,inf,0.000,99999,,[],PQULK,1412,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(604, 657, '0')",0,,1800.000,0.179,60,1626622687.000,[],LWRLK,1416,200.000,2,60,0.179,0.150,4.000,0.179,1800.000,[],1626622687.000,59.859,57.788,57.425,0.486,62.758,1.823,0.030,0.559,0.000,0.013,0.000,0.027,0,0.000,30.543,28.900,2.000,0.000,0.000,0.171
"(604, 602, '0')",0,,2400.000,0.198,65,1626622687.000,[],LWRLK,1417,200.000,3,65,0.215,0.150,4.000,0.198,2400.000,[],1626622687.000,59.859,57.788,57.425,0.486,62.758,1.823,0.030,0.559,0.000,0.013,0.000,0.027,0,0.000,30.543,28.900,2.000,0.000,0.000,0.206
"(626, 592, '0')",0,,2400.000,0.423,65,1626674622.000,[],LWRLK,1466,200.000,4,65,0.458,0.150,4.000,0.423,2400.000,[],1626674622.000,66.228,60.894,60.739,0.313,67.729,0.857,0.013,0.281,0.000,0.010,0.000,0.031,0,0.000,41.544,28.300,12.000,0.000,0.000,0.406
"(1198, 1619, '0')",0,,inf,0.000,99999,,[],PQULK,1469,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(631, 635, '0')",1,2740.000,2400.000,0.340,65,1626698409.000,[601202],LWRLK,1474,200.000,3,65,0.368,0.150,4.000,0.340,2400.000,"[601202, 601202, 601202]",1626698409.000,66.746,62.758,62.241,0.458,68.972,1.438,0.022,0.242,0.000,0.010,0.000,0.022,0,0.000,23.611,45.000,0.938,2.000,3.000,0.320
"(632, 1197, '0')",0,,inf,0.000,99999,,[],PQULK,1475,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(633, 637, '0')",0,,2400.000,0.175,65,1626616435.000,[],LWRLK,1478,200.000,4,65,0.190,0.150,4.000,0.175,2400.000,[],1626616435.000,67.005,62.758,62.655,0.269,68.972,1.150,0.017,0.242,0.000,0.007,0.000,0.025,0,0.000,24.444,41.300,14.000,0.000,0.000,0.165
"(634, 636, '0')",0,,2400.000,0.119,65,1626715496.000,[],LWRLK,1479,200.000,4,65,0.129,0.150,4.000,0.119,2400.000,[],1626715496.000,65.296,62.758,60.843,0.266,68.351,2.406,0.037,0.673,0.000,0.010,0.000,0.037,0,0.000,24.444,41.300,14.000,1.000,0.000,0.113
"(635, 633, '0')",0,,2400.000,0.118,65,1626616435.000,[],LWRLK,1483,200.000,4,65,0.128,0.150,4.000,0.118,2400.000,[],1626616435.000,67.005,62.758,62.655,0.269,68.972,1.150,0.017,0.242,0.000,0.007,0.000,0.025,0,0.000,24.444,41.300,14.000,1.000,0.000,0.111
"(636, 632, '0')",0,,2400.000,0.340,65,1626715496.000,[],LWRLK,1484,200.000,4,65,0.368,0.150,4.000,0.340,2400.000,[],1626715496.000,65.296,62.758,60.843,0.266,68.351,2.406,0.037,0.673,0.000,0.010,0.000,0.037,0,0.000,23.611,45.000,0.938,2.000,3.000,0.323
"(637, 1096, '0')",0,,1800.000,0.271,55,1626733937.000,[],LWRLK,1487,200.000,1,55,0.249,0.150,4.000,0.271,1800.000,[],1626733937.000,30.188,37.282,33.865,0.379,37.904,4.397,0.146,2.968,0.000,0.054,0.003,0.143,0,0.000,24.444,41.300,16.000,0.000,2.000,0.394
"(637, 639, '0')",1,2011.800,2400.000,0.330,65,1626733916.000,[601204],LWRLK,1488,200.000,3,65,0.358,0.150,4.000,0.330,2400.000,"[602204, 601204, 602204, 601204, 602204]",1626733916.000,66.331,62.758,62.551,0.226,68.351,1.159,0.017,0.306,0.000,0.005,0.000,0.023,0,0.000,24.444,41.300,14.000,0.000,3.000,0.314
"(638, 634, '0')",1,2766.000,2400.000,0.175,65,1626637430.000,[601203],LWRLK,1489,200.000,3,65,0.190,0.150,4.000,0.175,2400.000,"[601203, 601203, 602203, 601203, 602203]",1626637430.000,65.814,64.001,61.464,0.240,68.351,1.462,0.022,0.972,0.000,0.010,0.000,0.044,0,0.000,24.444,41.300,14.000,0.000,0.000,0.167
"(1094, 634, '0')",0,,1800.000,0.168,50,1626637430.000,[],LWRLK,2528,200.000,1,50,0.140,0.150,4.000,0.168,1800.000,[],1626637430.000,65.814,64.001,61.464,0.240,68.351,1.462,0.022,0.972,0.000,0.010,0.000,0.044,0,0.000,24.444,41.300,14.000,0.000,0.000,0.123
"(639, 641, '0')",0,,2400.000,0.147,65,1626657602.000,[],LWRLK,1492,200.000,3,65,0.159,0.150,4.000,0.147,2400.000,[],1626657602.000,33.865,31.690,26.149,0.370,42.253,6.422,0.190,2.043,0.000,0.094,0.009,0.255,0,0.000,36.042,24.600,21.000,0.000,0.000,0.226
"(1101, 641, '0')",0,,1800.000,0.294,60,1626657602.000,[],LWRLK,2546,200.000,1,60,0.294,0.150,4.000,0.294,1800.000,[],1626657602.000,33.865,31.690,26.149,0.370,42.253,6.422,0.190,2.043,0.000,0.094,0.009,0.255,0,0.000,29.375,24.700,3.000,0.000,0.000,0.417
"(641, 86, '0')",1,1509.000,2400.000,0.196,65,1626711619.000,[601344],LWRLK,1498,200.000,4,65,0.212,0.150,4.000,0.196,2400.000,"[601344, 601344, 601344]",1626711619.000,65.917,62.758,62.292,0.221,67.729,1.337,0.020,0.281,0.000,0.003,0.000,0.013,0,0.000,29.375,24.700,0.000,0.000,0.000,0.188
"(296, 577, '0')",0,,inf,0.000,99999,,[],PQULK,1505,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(297, 662, '0')",0,,inf,0.000,99999,,[],PQULK,1506,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(1123, 662, '0')",0,,1800.000,0.404,30,,[],LWRLK,2604,200.000,1,30,0.202,0.150,4.000,0.404,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,3.000,0.404
"(647, 294, '0')",0,,inf,0.000,99999,,[],PQULK,1508,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(662, 1123, '0')",0,,1800.000,0.404,30,,[],LWRLK,1537,200.000,1,30,0.202,0.150,4.000,0.404,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,3.000,0.404
"(1124, 1123, '0')",0,,1800.000,0.568,35,441662970.000,[],LWRLK,2606,200.000,2,35,0.331,0.150,4.000,0.568,1800.000,[],441662970.000,17.243,18.020,12.738,0.114,21.127,2.357,0.137,1.076,0.000,0.016,0.000,0.137,0,0.000,25.132,26.400,0.000,0.191,6.000,0.941
"(1131, 1123, '0')",0,,1800.000,0.198,30,,[],LWRLK,2619,200.000,1,30,0.099,0.150,4.000,0.198,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,25.132,26.400,0.000,0.000,2.000,0.198
"(1149, 1123, '0')",0,,1800.000,0.119,35,441662965.000,[],LWRLK,2653,200.000,3,35,0.070,0.150,4.000,0.119,1800.000,[],441662965.000,22.007,21.748,19.573,0.357,24.233,1.664,0.076,1.076,0.000,0.029,0.001,0.081,0,0.000,25.132,26.400,0.000,0.000,1.000,0.172
"(662, 1589, '0')",0,,inf,0.000,99999,,[],PQULK,4365,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(665, 433, '0')",0,,1800.000,0.147,30,,[],LWRLK,1543,200.000,1,30,0.074,0.150,4.000,0.147,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,20.750,29.300,0.000,0.000,1.000,0.147
"(668, 341, '0')",0,,2400.000,0.263,65,449890203.000,[],LWRLK,1549,200.000,3,65,0.285,0.150,4.000,0.263,2400.000,[],449890203.000,17.916,18.020,17.398,0.188,19.884,1.087,0.061,1.271,0.000,0.011,0.000,0.061,0,0.000,20.750,29.300,1.000,0.000,1.000,0.860
"(671, 937, '0')",0,,1800.000,0.116,40,1626674266.000,[],LWRLK,1555,200.000,3,40,0.077,0.150,4.000,0.116,1800.000,[],1626674266.000,28.738,26.719,24.130,0.020,33.554,3.080,0.107,1.944,0.000,0.000,0.000,0.000,0,0.000,42.205,21.100,1.000,0.000,1.000,0.138
"(987, 937, '0')",0,,1800.000,0.112,40,441671240.000,[],LWRLK,2288,200.000,3,40,0.075,0.150,4.000,0.112,1800.000,[],441671240.000,26.460,26.098,21.178,0.158,30.447,2.932,0.111,0.935,0.000,0.020,0.000,0.129,0,0.000,42.500,36.500,1.000,0.000,1.000,0.147
"(989, 937, '0')",0,,1800.000,0.126,40,1626650341.000,[],LWRLK,2293,200.000,4,40,0.084,0.150,4.000,0.126,1800.000,[],1626650341.000,25.373,27.340,21.230,1.177,30.447,3.297,0.130,1.754,0.000,0.155,0.024,0.131,0,0.000,42.500,36.500,1.000,0.000,1.000,0.165
"(990, 937, '0')",0,,1800.000,0.137,40,1626626051.000,[],LWRLK,2294,200.000,4,40,0.091,0.150,4.000,0.137,1800.000,[],1626626051.000,23.457,26.098,20.868,1.275,29.826,2.952,0.126,1.578,0.000,0.148,0.022,0.116,0,0.000,42.205,21.100,1.000,1.000,2.000,0.184
"(675, 1440, '0')",0,,1800.000,0.084,40,441663012.000,[],LWRLK,1565,200.000,2,40,0.056,0.150,4.000,0.084,1800.000,[],441663012.000,26.305,24.855,23.560,0.147,28.583,1.784,0.068,2.420,0.000,0.014,0.000,0.098,0,0.000,24.432,39.300,0.000,1.000,0.000,0.118
"(1443, 1440, '0')",0,,1800.000,0.362,40,441663010.000,[],LWRLK,3305,200.000,2,40,0.242,0.150,4.000,0.362,1800.000,[],441663010.000,27.703,26.719,24.441,0.139,31.690,2.616,0.094,0.852,0.000,0.012,0.000,0.084,0,0.000,24.432,39.300,0.000,1.000,0.000,0.457
"(675, 1066, '0')",0,,1800.000,0.071,40,441663004.000,[],LWRLK,1566,200.000,3,40,0.047,0.150,4.000,0.071,1800.000,[],441663004.000,27.703,26.719,24.441,0.070,31.690,2.616,0.094,0.852,0.000,0.007,0.000,0.106,0,0.000,24.432,39.300,1.000,1.000,1.000,0.089
"(1104, 1066, '0')",0,,1800.000,0.108,40,449873416.000,[],LWRLK,2553,200.000,3,40,0.072,0.150,4.000,0.108,1800.000,[],449873416.000,23.250,23.612,18.486,0.646,28.583,2.642,0.114,1.548,0.000,0.068,0.005,0.106,0,0.000,37.414,23.400,1.000,1.000,1.000,0.151
"(1105, 1066, '0')",0,,1800.000,0.082,40,449873417.000,[],LWRLK,2554,200.000,4,40,0.055,0.150,4.000,0.082,1800.000,[],449873417.000,22.784,22.991,19.677,0.667,27.962,3.048,0.134,0.306,0.000,0.095,0.009,0.143,0,0.000,24.432,39.300,1.000,1.000,1.000,0.118
"(1106, 1066, '0')",0,,1800.000,0.075,40,441663003.000,[],LWRLK,2556,200.000,3,40,0.050,0.150,4.000,0.075,1800.000,[],441663003.000,22.007,21.748,19.573,0.083,24.233,1.664,0.076,1.076,0.000,0.008,0.000,0.093,0,0.000,24.432,39.300,1.000,0.000,2.000,0.124
"(676, 174, '0')",1,2959.000,2400.000,0.229,65,1626662686.000,[601348],LWRLK,1569,200.000,3,65,0.248,0.150,4.000,0.229,2400.000,"[601348, 601348, 601348]",1626662686.000,67.108,65.865,64.674,0.305,69.594,1.427,0.021,1.007,0.000,0.009,0.000,0.030,0,0.000,20.153,22.400,0.000,0.000,0.000,0.214
"(677, 149, '0')",1,2070.000,2400.000,0.351,65,1626766899.000,[601542],LWRLK,1570,200.000,3,65,0.380,0.150,4.000,0.351,2400.000,"[601542, 601542, 601542]",1626766899.000,66.176,65.244,65.503,0.660,67.729,1.009,0.015,0.320,0.000,0.010,0.000,0.016,0,0.000,39.191,28.700,0.000,0.000,1.000,0.337
"(680, 696, '0')",0,,2400.000,0.124,65,1626655841.000,[],LWRLK,1576,200.000,3,65,0.134,0.150,4.000,0.124,2400.000,[],1626655841.000,26.307,27.609,66.953,0.342,72.079,1.134,0.016,0.707,0.000,0.010,0.000,0.030,0,0.000,37.414,27.200,0.000,0.000,0.000,0.112
"(681, 680, '0')",0,,2400.000,0.156,65,429471484.000,[],LWRLK,1578,200.000,3,65,0.169,0.150,4.000,0.156,2400.000,[],429471484.000,48.622,49.088,41.062,0.109,57.166,5.247,0.108,5.322,0.000,0.014,0.000,0.132,0,0.000,37.414,27.200,0.000,0.000,1.000,0.177
"(682, 685, '0')",1,2479.000,2400.000,0.197,65,,[601612],LWRLK,1580,200.000,3,65,0.213,0.150,4.000,0.197,2400.000,"[601612, 601612, 601612]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,49.850,25.300,0.000,0.000,0.000,0.197
"(683, 684, '0')",0,,2400.000,0.112,65,1626630730.000,[],LWRLK,1582,200.000,3,65,0.121,0.150,4.000,0.112,2400.000,[],1626630730.000,52.506,52.195,51.936,0.387,56.545,3.272,0.062,3.325,0.000,0.026,0.001,0.066,0,0.000,55.769,32.000,0.000,0.000,1.000,0.128
"(684, 682, '0')",0,,2400.000,0.478,65,,[],LWRLK,1584,200.000,4,65,0.518,0.150,4.000,0.478,2400.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,49.850,25.300,0.000,0.000,1.000,0.478
"(685, 335, '0')",0,,2400.000,0.295,65,1626712040.000,[],LWRLK,1586,200.000,3,65,0.320,0.150,4.000,0.295,2400.000,[],1626712040.000,34.434,31.690,30.810,0.288,39.146,4.882,0.142,6.997,0.000,0.050,0.002,0.173,0,0.000,22.098,27.600,3.000,0.000,1.000,0.490
"(687, 695, '0')",0,,2400.000,0.309,65,,[],LWRLK,1590,200.000,3,65,0.335,0.150,4.000,0.309,2400.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,55.769,32.000,0.000,0.000,0.000,0.309
"(688, 689, '0')",0,,1800.000,0.158,65,,[],LWRLK,1592,200.000,4,65,0.171,0.150,4.000,0.158,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,37.414,27.200,1.000,0.000,2.000,0.158
"(689, 338, '0')",1,1211.800,2400.000,0.365,50,,"[601228, 602228, 601228, 602228, 601228, 602228, 601228, 602228]",LWRLK,1594,200.000,4,50,0.304,0.150,4.000,0.365,2400.000,"[601228, 602228, 601228, 602228, 601228, 602228, 601228, 602228]",,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,21.114,36.700,9.000,0.000,2.000,0.365
"(690, 691, '0')",0,,2400.000,0.477,65,,[],LWRLK,1596,200.000,4,65,0.517,0.150,4.000,0.477,2400.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,49.850,25.300,0.000,0.000,1.000,0.477
"(691, 687, '0')",0,,1800.000,0.113,65,,[],LWRLK,1598,200.000,4,65,0.122,0.150,4.000,0.113,1800.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,55.769,32.000,0.000,0.000,1.000,0.113
"(692, 690, '0')",0,,2400.000,0.197,65,,[],LWRLK,1600,200.000,3,65,0.213,0.150,4.000,0.197,2400.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,49.850,25.300,0.000,0.000,0.000,0.197
"(298, 337, '0')",0,,inf,0.000,99999,,[],PQULK,1601,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(695, 688, '0')",0,,2400.000,0.123,65,,[],LWRLK,1604,200.000,4,65,0.133,0.150,4.000,0.123,2400.000,[],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,37.414,27.200,0.000,0.000,0.000,0.123
"(696, 683, '0')",0,,1800.000,0.309,65,1626630730.000,[],LWRLK,1605,200.000,3,65,0.335,0.150,4.000,0.309,1800.000,[],1626630730.000,52.506,52.195,51.936,0.387,56.545,3.272,0.062,3.325,0.000,0.026,0.001,0.066,0,0.000,55.769,32.000,0.000,0.000,1.000,0.356
"(697, 295, '0')",0,,2400.000,0.238,60,1626662708.000,[],LWRLK,1607,200.000,2,60,0.238,0.150,4.000,0.238,2400.000,[],1626662708.000,64.312,62.137,60.739,0.420,67.108,1.414,0.022,0.281,0.000,0.007,0.000,0.018,0,0.000,21.600,26.000,1.000,0.000,0.000,0.213
"(698, 15, '0')",0,,2400.000,0.114,65,1626686499.000,[],LWRLK,1609,200.000,3,65,0.123,0.150,4.000,0.114,2400.000,[],1626686499.000,67.419,65.244,63.276,0.417,68.972,1.284,0.019,0.640,0.000,0.009,0.000,0.021,0,0.000,27.250,25.900,0.000,0.000,0.000,0.107
"(704, 707, '0')",0,,1800.000,0.082,45,441679176.000,[],LWRLK,1621,200.000,2,45,0.061,0.150,4.000,0.082,1800.000,[],441679176.000,19.884,26.098,18.123,0.426,21.748,1.325,0.067,0.359,0.000,0.030,0.001,0.071,0,0.000,66.653,34.400,0.000,0.000,0.000,0.169
"(705, 1223, '0')",0,,inf,0.000,99999,,[],PQULK,2859,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(706, 1193, '0')",0,,1800.000,0.193,45,441679178.000,[],LWRLK,1626,200.000,3,45,0.144,0.150,4.000,0.193,1800.000,[],441679178.000,30.240,37.282,28.894,0.471,32.933,1.507,0.050,1.076,0.000,0.024,0.001,0.052,0,0.000,66.653,34.400,0.000,0.000,1.000,0.263
"(706, 715, '0')",0,,1800.000,0.134,40,449897468.000,[],LWRLK,1628,200.000,2,40,0.089,0.150,4.000,0.134,1800.000,[],449897468.000,33.399,32.933,31.793,0.517,34.797,0.923,0.028,2.049,0.000,0.014,0.000,0.026,0,0.000,66.653,34.400,1.000,0.000,1.000,0.154
"(855, 715, '0')",0,,1800.000,0.265,40,449897473.000,[],LWRLK,1972,200.000,2,40,0.177,0.150,4.000,0.265,1800.000,[],449897473.000,27.133,29.826,25.735,0.655,32.311,3.960,0.146,1.462,0.000,0.100,0.010,0.153,0,0.000,36.226,31.429,0.000,0.000,1.000,0.328
"(706, 710, '0')",0,,1800.000,0.539,50,441679179.000,[],LWRLK,1629,200.000,3,50,0.449,0.150,4.000,0.539,1800.000,[],441679179.000,28.738,31.069,25.580,0.925,32.933,2.105,0.073,1.020,0.000,0.066,0.004,0.071,0,0.000,66.653,34.400,1.000,0.000,1.000,0.818
"(709, 105, '0')",0,,1800.000,0.178,45,441679175.000,[],LWRLK,1638,200.000,3,45,0.133,0.150,4.000,0.178,1800.000,[],441679175.000,30.240,37.282,28.894,0.312,32.933,1.507,0.050,1.076,0.000,0.019,0.000,0.059,0,0.000,66.653,34.400,0.000,0.000,1.000,0.243
"(710, 719, '0')",0,,1800.000,0.173,50,441679179.000,[],LWRLK,1641,200.000,3,50,0.144,0.150,4.000,0.173,1800.000,[],441679179.000,28.738,31.069,25.580,0.925,32.933,2.105,0.073,1.020,0.000,0.066,0.004,0.071,0,0.000,66.653,34.400,0.000,0.000,0.000,0.263
"(711, 703, '0')",0,,1800.000,0.146,45,441679177.000,[],LWRLK,1643,200.000,3,45,0.110,0.150,4.000,0.146,1800.000,[],441679177.000,28.738,31.069,25.580,0.493,32.933,2.105,0.073,1.020,0.000,0.036,0.001,0.073,0,0.000,74.402,34.700,0.000,0.000,0.000,0.200
"(306, 729, '0')",0,,inf,0.000,99999,,[],PQULK,1647,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(715, 855, '0')",0,,1800.000,0.265,40,449897468.000,[],LWRLK,1650,200.000,2,40,0.177,0.150,4.000,0.265,1800.000,[],449897468.000,33.399,32.933,31.793,0.517,34.797,0.923,0.028,2.049,0.000,0.014,0.000,0.026,0,0.000,36.226,31.429,0.000,0.000,1.000,0.305
"(318, 855, '0')",0,,inf,0.000,99999,,[],PQULK,1683,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"(716, 717, '0')",0,,1800.000,0.377,50,441450989.000,[],LWRLK,1651,200.000,3,50,0.314,0.150,4.000,0.377,1800.000,[],441450989.000,30.240,37.282,28.894,0.868,32.933,1.507,0.050,1.076,0.000,0.047,0.002,0.054,0,0.000,66.653,34.400,0.000,0.000,0.000,0.572
"(718, 716, '0')",0,,1800.000,0.312,50,441450989.000,[],LWRLK,1656,200.000,2,50,0.260,0.150,4.000,0.312,1800.000,[],441450989.000,30.240,37.282,28.894,0.868,32.933,1.507,0.050,1.076,0.000,0.047,0.002,0.054,0,0.000,66.653,34.400,1.000,0.000,1.000,0.474
"(718, 722, '0')",0,,1800.000,0.122,40,1626733827.000,[],LWRLK,1657,200.000,2,40,0.081,0.150,4.000,0.122,1800.000,[],1626733827.000,33.658,37.904,35.729,0.027,36.661,1.754,0.052,1.826,0.000,0.005,0.000,0.185,0,0.000,66.653,34.400,1.000,0.000,1.000,0.133
"(820, 722, '0')",0,,1800.000,0.855,40,1626722906.000,[],LWRLK,1885,200.000,2,40,0.570,0.150,4.000,0.855,1800.000,[],1626722906.000,31.535,34.797,30.758,0.933,33.554,1.657,0.053,2.507,0.000,0.052,0.003,0.055,0,0.000,36.226,31.429,0.000,0.000,2.000,1.019
"(718, 720, '0')",0,,1800.000,0.186,50,449897474.000,[],LWRLK,1659,200.000,3,50,0.155,0.150,4.000,0.186,1800.000,[],449897474.000,37.438,40.389,33.917,0.661,39.768,1.570,0.042,0.619,0.000,0.025,0.001,0.038,0,0.000,66.653,34.400,1.000,0.000,1.000,0.234
"(719, 718, '0')",0,,1800.000,0.142,50,441679179.000,[],LWRLK,1661,200.000,5,50,0.118,0.150,4.000,0.142,1800.000,[],441679179.000,28.738,31.069,25.580,0.925,32.933,2.105,0.073,1.020,0.000,0.066,0.004,0.071,0,0.000,66.653,34.400,1.000,0.000,1.000,0.215
"(721, 718, '0')",0,,1800.000,0.147,50,449888862.000,[],LWRLK,1664,200.000,4,50,0.123,0.150,4.000,0.147,1800.000,[],449888862.000,30.240,37.282,28.894,0.819,32.933,1.507,0.050,1.076,0.000,0.046,0.002,0.056,0,0.000,66.653,34.400,1.000,0.000,1.000,0.224
