link_key,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,link_type,id,rhoj,lane,ff_speed,length,alpha,beta,tf,k,inrix_id,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix
"(359, 231, '0')",0,,inf,0.000,99999,,[],DMOLK,837,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(353, 230, '0')",0,,inf,0.000,99999,,[],DMOLK,838,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(352, 229, '0')",0,,inf,0.000,99999,,[],DMOLK,839,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(350, 344, '0')",0,,1800.000,0.225,35,1626717233,[],LWRLK,840,200.000,2,35,0.131,0.150,4.000,0.225,1800.000,1626717233.000,53.715,47.359,43.226,0.285,60.273,8.555,0.198,2.919,0.258,0.080,0.006,0.198,0.000,20.750,29.300,0,0,1,0.130
"(355, 344, '0')",0,,1800.000,0.144,30,1626690180,[],LWRLK,853,200.000,1,30,0.072,0.150,4.000,0.144,1800.000,1626690180.000,40.355,47.035,37.850,0.184,75.186,7.600,0.201,8.957,1.546,0.026,0.001,0.201,0.000,20.750,29.300,0,0,3,0.057
"(664, 344, '0')",0,,1800.000,0.133,30,1626690120,[],LWRLK,1541,200.000,2,30,0.067,0.150,4.000,0.133,1800.000,1626690120.000,19.870,18.020,17.034,0.208,26.719,2.591,0.152,1.585,0.000,0.029,0.001,0.152,0.000,20.750,29.300,0,0,4,0.150
"(347, 194, '0')",0,,inf,0.000,99999,,[],DMOLK,841,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(351, 348, '0')",0,,1800.000,0.241,55,1626717233,[],LWRLK,842,200.000,1,55,0.221,0.150,4.000,0.241,1800.000,1626717233.000,53.715,47.359,43.226,0.285,60.273,8.555,0.198,2.919,0.258,0.080,0.006,0.198,0.000,20.750,29.300,1,0,0,0.220
"(351, 100, '0')",0,,2400.000,0.142,65,1626639119,[],LWRLK,843,200.000,3,65,0.154,0.150,4.000,0.142,2400.000,1626639119.000,68.344,63.731,63.481,0.213,73.943,2.112,0.033,2.115,0.515,0.010,0.000,0.033,0.000,20.750,29.300,4,0,0,0.125
"(346, 193, '0')",0,,inf,0.000,99999,,[],DMOLK,844,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(229, 1192, '0')",0,,inf,0.000,99999,,[],PQULK,845,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(355, 1192, '0')",0,,1800.000,0.417,30,,[],LWRLK,2754,200.000,1,30,0.208,0.150,4.000,0.417,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,3,0.417
"(430, 1192, '0')",0,,1800.000,0.237,30,,[],LWRLK,1027,200.000,1,30,0.118,0.150,4.000,0.237,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,2,0.237
"(354, 437, '0')",0,,1800.000,0.241,30,,[],LWRLK,848,200.000,1,30,0.121,0.150,4.000,0.241,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,4,0.241
"(439, 437, '0')",0,,1800.000,0.166,30,,[],LWRLK,1050,200.000,1,30,0.083,0.150,4.000,0.166,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,1,0.166
"(354, 1606, '0')",0,,inf,0.000,99999,,[],PQULK,3014,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(272, 148, '0')",0,,inf,0.000,99999,,[],DMOLK,849,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(355, 432, '0')",0,,1800.000,0.111,30,1626768291,[],LWRLK,852,200.000,1,30,0.055,0.150,4.000,0.111,1800.000,1626768291.000,17.432,18.020,16.561,0.453,24.233,2.496,0.151,1.134,0.000,0.079,0.006,0.151,0.000,20.750,29.300,0,0,1,0.137
"(431, 432, '0')",0,,1800.000,0.369,30,170185557,[],LWRLK,1032,200.000,1,30,0.185,0.150,4.000,0.369,1800.000,170185557.000,12.603,11.185,8.909,0.170,16.777,2.945,0.331,0.922,0.000,0.042,0.002,0.331,0.000,20.750,29.300,0,0,2,0.661
"(226, 141, '0')",0,,inf,0.000,99999,,[],DMOLK,854,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(220, 111, '0')",0,,inf,0.000,99999,,[],DMOLK,855,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(356, 358, '0')",0,,1800.000,0.339,30,400073979,[],LWRLK,856,200.000,2,30,0.169,0.150,4.000,0.339,1800.000,400073979.000,13.251,15.885,11.948,0.640,31.069,4.129,0.346,4.125,0.515,0.143,0.020,0.346,0.000,20.750,29.300,0,0,1,0.327
"(379, 358, '0')",0,,1800.000,0.286,30,1626631044,[],LWRLK,902,200.000,1,30,0.143,0.150,4.000,0.286,1800.000,1626631044.000,13.211,14.778,12.914,0.445,22.991,3.659,0.283,3.610,0.258,0.103,0.011,0.283,0.000,20.750,29.300,0,0,2,0.373
"(663, 358, '0')",0,,1800.000,0.223,30,1626615511,[],LWRLK,1540,200.000,1,30,0.111,0.150,4.000,0.223,1800.000,1626615511.000,15.318,16.777,13.542,0.377,27.340,4.088,0.302,2.569,0.000,0.114,0.013,0.302,0.000,20.750,29.300,1,0,5,0.244
"(356, 360, '0')",0,,1800.000,0.117,30,400421634,[],LWRLK,857,200.000,1,30,0.059,0.150,4.000,0.117,1800.000,400421634.000,66.453,62.758,63.400,0.264,72.079,3.916,0.062,1.962,0.000,0.029,0.001,0.062,0.000,20.750,29.300,0,0,0,0.049
"(357, 379, '0')",0,,1800.000,0.484,30,,[],LWRLK,861,200.000,1,30,0.242,0.150,4.000,0.484,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,3,0.484
"(358, 379, '0')",0,,1800.000,0.286,30,1626631025,[],LWRLK,864,200.000,1,30,0.143,0.150,4.000,0.286,1800.000,1626631025.000,19.708,16.777,13.542,0.304,32.311,5.330,0.394,2.569,0.000,0.089,0.008,0.394,0.000,20.750,29.300,0,0,2,0.265
"(234, 379, '0')",0,,inf,0.000,99999,,[],PQULK,897,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(357, 1604, '0')",0,,inf,0.000,99999,,[],PQULK,4379,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(176, 109, '0')",0,,inf,0.000,99999,,[],DMOLK,860,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(358, 663, '0')",0,,1800.000,0.223,30,400421634,[],LWRLK,862,200.000,1,30,0.111,0.150,4.000,0.223,1800.000,400421634.000,66.453,62.758,63.400,0.264,72.079,3.916,0.062,1.962,0.000,0.029,0.001,0.062,0.000,20.750,29.300,1,0,5,0.093
"(378, 663, '0')",0,,1800.000,0.075,30,1626701509,[],LWRLK,900,200.000,1,30,0.037,0.150,4.000,0.075,1800.000,1626701509.000,44.279,47.224,46.292,0.306,57.166,5.019,0.108,2.710,0.000,0.040,0.002,0.108,0.000,20.750,29.300,0,0,6,0.039
"(108, 175, '0')",0,,inf,0.000,99999,,[],DMDLK,863,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(231, 378, '0')",0,,inf,0.000,99999,,[],PQULK,865,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(410, 378, '0')",0,,1800.000,0.186,25,1626693335,[],LWRLK,985,200.000,2,25,0.077,0.150,4.000,0.186,1800.000,1626693335.000,15.852,21.343,19.769,0.094,32.933,6.301,0.319,5.536,0.773,0.050,0.002,0.319,0.000,20.750,29.300,0,0,6,0.141
"(430, 378, '0')",0,,1800.000,0.238,30,,[],LWRLK,1028,200.000,1,30,0.119,0.150,4.000,0.238,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,7,0.238
"(663, 378, '0')",0,,1800.000,0.075,30,1626615492,[],LWRLK,1539,200.000,2,30,0.037,0.150,4.000,0.075,1800.000,1626615492.000,12.644,14.778,12.914,0.445,22.991,3.526,0.273,3.610,0.258,0.088,0.008,0.273,0.000,20.750,29.300,0,0,6,0.097
"(104, 96, '0')",0,,inf,0.000,99999,,[],DMOLK,866,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(360, 361, '0')",0,,1800.000,0.247,45,400421634,[],LWRLK,867,200.000,1,45,0.185,0.150,4.000,0.247,1800.000,400421634.000,66.453,62.758,63.400,0.264,72.079,3.916,0.062,1.962,0.000,0.029,0.001,0.062,0.000,20.750,29.300,0,0,2,0.154
"(83, 88, '0')",0,,inf,0.000,99999,,[],DMDLK,868,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(80, 53, '0')",0,,inf,0.000,99999,,[],DMOLK,869,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(42, 21, '0')",0,,inf,0.000,99999,,[],DMOLK,870,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(362, 363, '0')",0,,1800.000,0.178,20,170683067,[],LWRLK,871,200.000,1,20,0.059,0.150,4.000,0.178,1800.000,170683067.000,44.090,46.657,41.807,0.215,59.030,6.690,0.160,7.221,1.289,0.033,0.001,0.160,0.000,20.750,29.300,0,0,1,0.060
"(363, 365, '0')",0,,1800.000,0.208,45,170683067,[],LWRLK,873,200.000,1,45,0.156,0.150,4.000,0.208,1800.000,170683067.000,44.090,46.657,41.807,0.215,59.030,6.690,0.160,7.221,1.289,0.033,0.001,0.160,0.000,20.750,29.300,0,0,0,0.159
"(28, 11, '0')",0,,inf,0.000,99999,,[],DMOLK,874,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1612, 1787, '0')",0,,inf,0.000,99999,,[],DMDLK,875,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1611, 1786, '0')",0,,inf,0.000,99999,,[],DMDLK,877,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1610, 1785, '0')",0,,inf,0.000,99999,,[],DMDLK,878,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(232, 431, '0')",0,,inf,0.000,99999,,[],PQULK,879,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(370, 431, '0')",0,,1800.000,0.037,40,449873472,[],LWRLK,885,200.000,1,40,0.025,0.150,4.000,0.037,1800.000,449873472.000,13.657,14.697,13.251,0.467,24.855,2.809,0.212,2.006,0.773,0.096,0.009,0.212,0.000,20.750,29.300,0,0,2,0.060
"(432, 431, '0')",0,,1800.000,0.369,30,169181611,[],LWRLK,1033,200.000,1,30,0.185,0.150,4.000,0.369,1800.000,169181611.000,12.481,11.590,10.442,0.168,16.777,2.086,0.200,2.198,0.773,0.027,0.001,0.200,0.000,20.750,29.300,0,0,2,0.661
"(665, 431, '0')",0,,1800.000,0.097,30,1626633126,[],LWRLK,1544,200.000,2,30,0.049,0.150,4.000,0.097,1800.000,1626633126.000,38.464,37.769,38.998,0.242,44.739,3.882,0.100,3.200,0.258,0.030,0.001,0.100,0.000,20.750,29.300,0,0,2,0.065
"(368, 438, '0')",0,,1800.000,0.077,30,1626690100,[],LWRLK,880,200.000,1,30,0.039,0.150,4.000,0.077,1800.000,1626690100.000,39.444,39.146,41.652,0.335,52.195,4.816,0.116,3.234,0.000,0.040,0.002,0.116,0.000,20.750,29.300,0,0,4,0.044
"(435, 438, '0')",0,,1800.000,0.141,30,400074037,[],LWRLK,1042,200.000,1,30,0.070,0.150,4.000,0.141,1800.000,400074037.000,17.263,26.773,15.240,0.142,31.069,6.830,0.448,5.688,1.289,0.044,0.002,0.448,0.000,20.750,29.300,0,0,3,0.136
"(368, 434, '0')",0,,1800.000,0.053,30,441662935,[],LWRLK,881,200.000,1,30,0.026,0.150,4.000,0.053,1800.000,441662935.000,18.945,18.020,18.466,0.291,25.476,2.112,0.114,2.263,0.000,0.029,0.001,0.114,0.000,20.750,29.300,0,0,3,0.062
"(436, 434, '0')",0,,1800.000,0.214,30,,[],LWRLK,1043,200.000,1,30,0.107,0.150,4.000,0.214,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,3,0.214
"(439, 434, '0')",0,,1800.000,0.075,30,441662935,[],LWRLK,1049,200.000,1,30,0.037,0.150,4.000,0.075,1800.000,441662935.000,18.945,18.020,18.466,0.291,25.476,2.112,0.114,2.263,0.000,0.029,0.001,0.114,0.000,20.750,29.300,0,0,3,0.088
"(666, 434, '0')",0,,1800.000,0.099,30,441662936,[],LWRLK,1545,200.000,2,30,0.049,0.150,4.000,0.099,1800.000,441662936.000,14.487,15.372,14.265,0.395,26.098,3.705,0.260,3.785,2.062,0.086,0.007,0.260,0.000,20.750,29.300,0,0,3,0.114
"(368, 441, '0')",0,,1800.000,0.061,25,1626690077,[],LWRLK,882,200.000,1,25,0.026,0.150,4.000,0.061,1800.000,1626690077.000,50.122,55.545,54.046,0.317,59.030,6.542,0.121,4.636,3.092,0.054,0.003,0.121,0.000,20.750,29.300,0,0,0,0.026
"(434, 441, '0')",0,,1800.000,0.143,20,1626690077,[],LWRLK,1036,200.000,1,20,0.048,0.150,4.000,0.143,1800.000,1626690077.000,50.122,55.545,54.046,0.317,59.030,6.542,0.121,4.636,3.092,0.054,0.003,0.121,0.000,20.750,29.300,0,0,3,0.048
"(439, 441, '0')",0,,1800.000,0.138,15,1626690077,[],LWRLK,1048,200.000,1,15,0.035,0.150,4.000,0.138,1800.000,1626690077.000,50.122,55.545,54.046,0.317,59.030,6.542,0.121,4.636,3.092,0.054,0.003,0.121,0.000,20.750,29.300,0,0,0,0.035
"(1609, 1784, '0')",0,,inf,0.000,99999,,[],DMDLK,883,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1561, 1736, '0')",0,,inf,0.000,99999,,[],DMDLK,884,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(370, 435, '0')",0,,1800.000,0.265,30,449873473,[],LWRLK,886,200.000,1,30,0.132,0.150,4.000,0.265,1800.000,449873473.000,19.485,18.020,18.466,0.321,33.554,3.214,0.174,2.263,0.000,0.063,0.004,0.174,0.000,20.750,29.300,0,0,1,0.237
"(438, 435, '0')",0,,1800.000,0.141,30,449873471,[],LWRLK,1046,200.000,1,30,0.070,0.150,4.000,0.141,1800.000,449873471.000,13.907,14.427,13.636,0.057,23.612,2.739,0.201,2.515,0.258,0.013,0.000,0.201,0.000,20.750,29.300,0,0,3,0.179
"(370, 371, '0')",0,,1800.000,0.178,35,1626633126,[],LWRLK,887,200.000,1,35,0.104,0.150,4.000,0.178,1800.000,1626633126.000,38.464,37.769,38.998,0.242,44.739,3.882,0.100,3.200,0.258,0.030,0.001,0.100,0.000,20.750,29.300,0,0,0,0.139
"(1559, 1734, '0')",0,,inf,0.000,99999,,[],DMDLK,888,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(371, 373, '0')",0,,1800.000,0.253,25,1626633126,[],LWRLK,889,200.000,1,25,0.105,0.150,4.000,0.253,1800.000,1626633126.000,38.464,37.769,38.998,0.242,44.739,3.882,0.100,3.200,0.258,0.030,0.001,0.100,0.000,20.750,29.300,0,0,0,0.141
"(233, 375, '0')",0,,inf,0.000,99999,,[],PQULK,890,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(666, 375, '0')",0,,1800.000,0.195,30,441662935,[],LWRLK,1546,200.000,1,30,0.098,0.150,4.000,0.195,1800.000,441662935.000,18.945,18.020,18.466,0.291,25.476,2.112,0.114,2.263,0.000,0.029,0.001,0.114,0.000,20.750,29.300,0,0,1,0.230
"(1606, 1781, '0')",0,,inf,0.000,99999,,[],DMDLK,891,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1605, 1780, '0')",0,,inf,0.000,99999,,[],DMDLK,892,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1604, 1779, '0')",0,,inf,0.000,99999,,[],DMDLK,893,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(375, 666, '0')",0,,1800.000,0.195,30,441662936,[],LWRLK,894,200.000,1,30,0.098,0.150,4.000,0.195,1800.000,441662936.000,14.487,15.372,14.265,0.395,26.098,3.705,0.260,3.785,2.062,0.086,0.007,0.260,0.000,20.750,29.300,0,0,1,0.224
"(434, 666, '0')",0,,1800.000,0.099,30,441662935,[],LWRLK,1039,200.000,1,30,0.049,0.150,4.000,0.099,1800.000,441662935.000,18.945,18.020,18.466,0.291,25.476,2.112,0.114,2.263,0.000,0.029,0.001,0.114,0.000,20.750,29.300,0,0,3,0.116
"(375, 1608, '0')",0,,inf,0.000,99999,,[],PQULK,4384,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1603, 1778, '0')",0,,inf,0.000,99999,,[],DMDLK,895,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1602, 1777, '0')",0,,inf,0.000,99999,,[],DMDLK,896,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1601, 1776, '0')",0,,inf,0.000,99999,,[],DMDLK,898,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(378, 430, '0')",0,,1800.000,0.238,30,,[],LWRLK,899,200.000,1,30,0.119,0.150,4.000,0.238,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,7,0.238
"(1192, 430, '0')",0,,1800.000,0.237,30,,[],LWRLK,2752,200.000,1,30,0.118,0.150,4.000,0.237,1800.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.750,29.300,0,0,2,0.237
"(378, 1601, '0')",0,,inf,0.000,99999,,[],PQULK,4377,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1600, 1775, '0')",0,,inf,0.000,99999,,[],DMDLK,901,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(379, 1602, '0')",0,,inf,0.000,99999,,[],PQULK,3010,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1599, 1774, '0')",0,,inf,0.000,99999,,[],DMDLK,904,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(380, 401, '0')",0,,1800.000,0.088,30,1626677727,[],LWRLK,905,200.000,2,30,0.044,0.150,4.000,0.088,1800.000,1626677727.000,23.247,26.962,25.199,0.407,31.069,5.219,0.207,5.677,3.092,0.123,0.015,0.207,0.000,20.893,29.500,0,0,1,0.085
"(380, 386, '0')",0,,1800.000,0.105,30,400074463,[],LWRLK,908,200.000,2,30,0.052,0.150,4.000,0.105,1800.000,400074463.000,15.636,16.777,16.162,0.149,26.719,3.913,0.242,3.006,0.000,0.050,0.003,0.242,0.000,27.250,25.900,0,0,1,0.118
"(394, 386, '0')",0,,1800.000,0.154,30,400074463,[],LWRLK,944,200.000,2,30,0.077,0.150,4.000,0.154,1800.000,400074463.000,15.636,16.777,16.162,0.149,26.719,3.913,0.242,3.006,0.000,0.050,0.003,0.242,0.000,27.250,25.900,0,0,1,0.173
"(395, 386, '0')",0,,1800.000,0.048,35,1626664796,[],LWRLK,948,200.000,2,35,0.028,0.150,4.000,0.048,1800.000,1626664796.000,15.784,24.855,23.788,0.496,42.875,4.990,0.210,1.323,0.000,0.160,0.026,0.210,0.000,27.250,25.900,0,0,1,0.039
"(1598, 1773, '0')",0,,inf,0.000,99999,,[],DMDLK,906,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1597, 1772, '0')",0,,inf,0.000,99999,,[],DMDLK,907,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(381, 380, '0')",0,,1800.000,0.074,35,1626677778,[],LWRLK,909,200.000,2,35,0.043,0.150,4.000,0.074,1800.000,1626677778.000,44.563,47.819,45.988,0.254,60.273,7.771,0.169,6.551,3.608,0.054,0.003,0.169,0.000,20.893,29.500,0,0,1,0.043
"(386, 380, '0')",0,,1800.000,0.105,30,1626677743,[],LWRLK,920,200.000,2,30,0.052,0.150,4.000,0.105,1800.000,1626677743.000,18.222,16.291,15.534,0.096,41.632,5.732,0.369,1.713,0.258,0.028,0.001,0.369,0.000,27.250,25.900,0,0,1,0.076
"(389, 380, '0')",0,,1800.000,0.071,30,1626688718,[],LWRLK,929,200.000,2,30,0.036,0.150,4.000,0.071,1800.000,1626688718.000,19.546,21.127,19.675,0.178,34.797,4.505,0.229,3.545,0.000,0.048,0.002,0.229,0.000,20.893,29.500,0,0,1,0.061
"(1596, 1771, '0')",0,,inf,0.000,99999,,[],DMDLK,910,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
"(1595, 1770, '0')",0,,inf,0.000,99999,,[],DMDLK,911,99999.000,1,99999,0.000,0.150,4.000,0.000,4990000128.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000
